Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																											
Дата голосования: 02.12.2007																																											
																																											
Наименование Избирательной комиссии:    Кезская																																											
																																											
Сводная таблица результатов выборов																																											
																																											
		Сумма	УИК №2101	УИК №2102	УИК №2103	УИК №2104	УИК №2105	УИК №2106	УИК №2107	УИК №2108	УИК №2109	УИК №2110	УИК №2111	УИК №2112	УИК №2113	УИК №2114	УИК №2115	УИК №2116	УИК №2117	УИК №2118	УИК №2119	УИК №2120	УИК №2121	УИК №2122	УИК №2123	УИК №2124	УИК №2125	УИК №2126	УИК №2127	УИК №2128	УИК №2129	УИК №2130	УИК №2131	УИК №2132	УИК №2133	УИК №2134	УИК №2135	УИК №2136					
1	"Число избирателей, внесенных в списки избирателей"	19904	394	199	1043	314	441	108	271	231	409	466	450	515	235	278	238	492	152	293	96	468	308	113	332	137	152	350	370	1253	553	168	1766	2123	1451	1372	1231	1132					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	19561	398	206	1042	323	457	115	270	217	394	462	446	529	246	297	237	488	148	292	87	507	320	124	330	142	151	380	418	1228	560	175	1695	1997	1368	1268	1170	1074					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	11549	228	112	613	198	235	82	191	146	248	241	271	306	113	167	150	322	106	189	68	318	253	74	215	85	85	268	267	513	308	93	999	1147	846	754	634	704					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1605	98	45	94	94	54	7	26	14	53	71	77	77	67	62	35	36	14	20	3	19	0	12	29	8	44	44	30	141	51	22	34	43	90	22	33	36					
6	Число погашенных избирательных бюллетеней	6406	72	49	335	31	168	26	53	57	93	150	98	146	66	68	52	130	28	83	16	170	67	38	86	49	22	68	121	574	201	60	662	806	432	492	503	334					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1605	98	45	94	94	54	7	26	14	53	71	77	77	67	62	35	36	14	20	3	19	0	12	29	8	44	44	30	141	51	22	34	43	90	22	33	36					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11546	228	112	613	198	235	82	191	146	248	241	271	306	113	167	150	322	106	189	68	317	252	74	215	85	85	268	267	513	308	93	999	1147	846	754	633	704					
9	Число недействительных избирательных бюллетеней	224	4	2	13	0	1	0	5	5	5	6	7	7	2	2	7	5	3	6	1	3	3	2	7	2	3	5	2	15	16	0	15	26	8	13	18	5					
10	Число действительных избирательных бюллетеней	12927	322	155	694	292	288	89	212	155	296	306	341	376	178	227	178	353	117	203	70	333	249	84	237	91	126	307	295	639	343	115	1018	1164	928	763	648	735					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	772	11	16	30	32	36	10	8	6	18	8	14	33	19	25	9	24	3	15	0	60	21	13	14	10	4	55	57	18	31	13	45	26	30	21	18	19					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	719	11	16	30	32	36	10	8	6	11	8	14	33	19	25	9	24	3	12	0	60	21	13	14	10	4	55	57	18	31	13	38	19	24	14	9	12					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	234	7	5	12	8	8	3	3	4	5	4	10	3	4	5	2	14	1	2	2	8	4	2	4	2	0	13	2	4	6	1	21	10	18	13	16	8					
14	Число погашенных неиспользованных открепительных удостоверений	53	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	7	7	6	7	9	7					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1					
16	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																											
18	1.Политическая партия «Аграрная партия России»	341	7	3	43	8	11	3	10	6	15	22	18	15	6	8	6	9	5	9	3	2	9	0	7	2	2	7	10	8	8	3	17	14	11	11	14	9					
