Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																												
Дата голосования: 04.12.2011																																												
																																												
Наименование Избирательной комиссии:    Кезская																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №2101	УИК №2102	УИК №2103	УИК №2104	УИК №2105	УИК №2106	УИК №2107	УИК №2108	УИК №2109	УИК №2110	УИК №2111	УИК №2112	УИК №2113	УИК №2114	УИК №2115	УИК №2116	УИК №2117	УИК №2118	УИК №2119	УИК №2120	УИК №2121	УИК №2122	УИК №2123	УИК №2124	УИК №2125	УИК №2126	УИК №2127	УИК №2128	УИК №2129	УИК №2130	УИК №2131	УИК №2132	УИК №2133	УИК №2134	УИК №2135	УИК №2136	УИК №2137					
1	"Число избирателей, внесенных в список избирателей"	19328	368	185	793	223	296	358	95	121	119	322	585	374	376	83	256	182	102	477	503	402	667	549	326	311	456	176	449	374	122	308	1509	1243	1243	1432	1316	1260	1367					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	18190	380	200	750	220	300	390	100	120	110	300	550	360	440	90	250	180	100	470	450	360	630	510	320	320	410	160	430	380	120	290	1400	1200	1100	1300	1200	1100	1200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	10309	246	103	455	71	196	229	73	78	63	213	278	177	302	57	160	102	82	261	294	229	317	235	253	167	239	98	284	214	98	174	762	645	575	713	610	625	631					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1538	99	49	81	87	65	30	5	7	28	27	51	59	20	10	53	44	14	81	49	50	48	52	37	28	18	21	53	60	12	40	24	34	17	61	37	56	31					
6	Число погашенных избирательных бюллетеней	6343	35	48	214	62	39	131	22	35	19	60	221	124	118	23	37	34	4	128	107	81	265	223	30	125	153	41	93	106	10	76	614	521	508	526	553	419	538					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1538	99	49	81	87	65	30	5	7	28	27	51	59	20	10	53	44	14	81	49	50	48	52	37	28	18	21	53	60	12	40	24	34	17	61	37	56	31					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10274	246	103	455	71	196	229	73	78	63	213	278	177	302	57	160	74	82	261	291	229	317	232	253	167	239	98	284	214	98	174	762	644	575	713	610	625	631					
9	Число недействительных избирательных бюллетеней	174	2	3	15	2	1	2	0	1	0	2	7	4	2	0	2	1	3	4	0	4	0	3	6	6	4	1	4	0	2	1	6	20	13	13	13	11	16					
10	Число действительных избирательных бюллетеней	11638	343	149	521	156	260	257	78	84	91	238	322	232	320	67	211	117	93	338	340	275	365	281	284	189	253	118	333	274	108	213	780	658	579	761	634	670	646					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1087	54	32	40	22	49	75	17	12	4	20	30	30	121	22	33	32	17	30	10	8	50	25	45	35	10	10	55	50	10	30	25	20	10	20	10	14	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1001	47	32	40	16	49	75	17	8	4	20	13	27	121	22	27	26	17	30	2	2	50	25	45	35	5	10	55	50	10	26	18	18	10	16	10	13	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	228	4	1	16	1	4	4	1	1	1	9	4	3	7	3	5	5	7	1	3	0	3	3	5	4	2	1	12	5	3	8	36	5	24	16	5	7	9					
