Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																													
Дата голосования: 07.12.2003 0:00:00																																													
																																													
Наименование Избирательной комиссии:    Бабаевская																																													
																																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																													
																																													
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38					
1	"Число избирателей, внесенных в списки"	20719	1344	1353	1357	1475	1205	759	987	1076	1213	210	1901	190	226	352	160	296	195	221	98	191	72	345	128	473	147	618	409	129	688	88	383	92	216	549	232	176	934	231					
2	"Число бюллетеней, полученных участковыми комиссиями"	20861	1360	1350	1365	1444	1213	752	977	1097	1215	228	1913	194	229	359	168	290	201	219	99	190	74	353	133	480	153	639	417	131	705	89	398	95	191	560	236	192	914	238					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9370	573	594	559	788	655	334	356	448	557	86	748	71	96	196	94	139	80	121	38	66	42	166	50	221	75	214	211	78	362	51	222	55	124	205	120	93	369	113					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1479	64	13	22	19	10	7	31	19	10	57	160	64	58	13	13	55	56	26	29	52	16	60	37	57	20	138	1	0	13	18	36	11	39	54	32	9	91	69					
6	Число погашенных бюллетеней	10012	723	743	784	637	548	411	590	630	648	85	1005	59	75	150	61	96	65	72	32	72	16	127	46	202	58	287	205	53	330	20	140	29	28	301	84	90	454	56					
7	Число бюллетеней в переносных ящиках для голосования	1479	64	13	22	19	10	7	31	19	10	57	160	64	58	13	13	55	56	26	29	52	16	60	37	57	20	138	1	0	13	18	36	11	39	54	32	9	91	69					
8	Число бюллетеней в стационарных ящиках для голосования	9365	573	594	555	788	655	334	356	447	557	86	748	71	96	196	94	139	80	121	38	66	42	166	50	221	75	214	211	78	362	51	222	55	124	205	120	93	369	113					
9	Число недействительных бюллетеней	222	6	13	6	6	10	9	4	15	4	1	11	1	1	4	3	6	10	9	0	4	2	10	1	4	5	7	8	7	7	6	4	1	5	8	2	6	11	5					
10	Число действительных бюллетеней	10622	631	594	571	801	655	332	383	451	563	142	897	134	153	205	104	188	126	138	67	114	56	216	86	274	90	345	204	71	368	63	254	65	158	251	150	96	449	177					
