Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																			
Дата голосования: 04.12.2011																			
																			
Наименование Избирательной комиссии:    Протвинская городская																			
																			
Сводная таблица результатов выборов																			
																			
		Сумма	УИК №2278	УИК №2279	УИК №2280	УИК №2281	УИК №2282	УИК №2283	УИК №2284	УИК №2285	УИК №2286	УИК №2287	УИК №2288	УИК №2289					
1	"Число избирателей, внесенных в список избирателей"	30968	2402	2717	2623	2444	2534	2639	2492	2514	2585	2671	2689	2658					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	24150	1850	2100	2000	1900	2000	2050	2000	2000	2000	2050	2100	2100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	16757	1267	1346	1487	1436	1369	1405	1441	1277	1496	1424	1503	1306					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	274	26	24	29	42	19	10	31	28	27	14	11	13					
6	Число погашенных избирательных бюллетеней	7119	557	730	484	422	612	635	528	695	477	612	586	781					
7	Число избирательных бюллетеней в переносных ящиках для голосования	274	26	24	29	42	19	10	31	28	27	14	11	13					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16650	1261	1342	1457	1434	1364	1373	1433	1277	1490	1422	1497	1300					
9	Число недействительных избирательных бюллетеней	414	35	35	48	37	41	32	42	32	19	44	20	29					
10	Число действительных избирательных бюллетеней	16510	1252	1331	1438	1439	1342	1351	1422	1273	1498	1392	1488	1284					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	610	50	50	50	60	50	50	50	50	50	50	50	50					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	449	37	42	38	49	42	26	35	34	46	26	33	41					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	247	24	46	47	27	19	11	7	16	9	12	13	16					
14	Число погашенных неиспользованных открепительных удостоверений	161	13	8	12	11	8	24	15	16	4	24	17	9					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	46	1	4	9	4	0	3	4	6	3	7	4	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0					
																			
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3409	252	229	296	291	278	285	329	272	295	290	324	268					
		20.14%	19.58%	16.76%	19.92%	19.72%	20.10%	20.61%	22.47%	20.84%	19.45%	20.19%	21.49%	20.41%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1847	146	186	161	123	153	155	150	150	157	157	137	172					
		10.91%	11.34%	13.62%	10.83%	8.33%	11.06%	11.21%	10.25%	11.49%	10.35%	10.93%	9.08%	13.10%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	261	17	19	25	25	16	24	16	12	24	23	25	35					
		1.54%	1.32%	1.39%	1.68%	1.69%	1.16%	1.74%	1.09%	0.92%	1.58%	1.60%	1.66%	2.67%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	5545	394	451	515	494	458	442	472	417	517	483	495	407					
		32.76%	30.61%	33.02%	34.66%	33.47%	33.12%	31.96%	32.24%	31.95%	34.08%	33.64%	32.82%	30.99%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1442	79	105	125	132	115	116	115	100	135	126	194	100					
		8.52%	6.14%	7.69%	8.41%	8.94%	8.32%	8.39%	7.86%	7.66%	8.90%	8.77%	12.86%	7.62%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3830	354	321	303	357	307	316	324	305	350	298	302	293					
		22.63%	27.51%	23.50%	20.39%	24.19%	22.20%	22.85%	22.13%	23.37%	23.07%	20.75%	20.03%	22.32%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	176	10	20	13	17	15	13	16	17	20	15	11	9					
		1.04%	0.78%	1.46%	0.87%	1.15%	1.08%	0.94%	1.09%	1.30%	1.32%	1.04%	0.73%	0.69%					
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
