Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																		
Дата голосования: 07.12.2003 0:00:00																																																		
																																																		
Наименование Избирательной комиссии:    Заринская																																																		
																																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																		
																																																		
		Сумма	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800					
1	"Число избирателей, внесенных в списки"	16577	656	607	387	459	343	192	138	439	596	1411	357	178	118	444	417	97	88	576	186	138	108	646	257	816	105	161	157	385	117	67	560	131	293	997	390	1238	991	57	56	396	302	369	151					
2	"Число бюллетеней, полученных участковыми комиссиями"	16711	660	600	390	460	340	190	140	450	600	1410	360	180	120	450	420	100	90	580	190	140	110	660	260	820	110	160	160	380	120	70	560	131	300	1000	390	1250	990	70	70	390	310	370	160					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9794	378	370	226	212	213	124	91	277	399	735	227	107	72	302	231	76	74	343	132	86	71	393	172	486	70	115	99	249	89	61	327	90	183	501	165	662	582	41	32	212	160	248	111					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	655	22	56	17	43	9	19	8	48	8	15	8	3	2	20	27	3	0	14	0	0	6	22	17	26	1	0	10	10	10	0	34	8	18	41	19	26	38	1	0	17	10	10	9					
6	Число погашенных бюллетеней	6262	260	174	147	205	118	47	41	125	193	660	125	70	46	128	162	21	16	223	58	54	33	245	71	308	39	45	51	121	21	9	199	33	99	458	206	562	370	28	38	161	140	112	40					
7	Число бюллетеней в переносных ящиках для голосования	655	22	56	17	43	9	19	8	48	8	15	8	3	2	20	27	3	0	14	0	0	6	22	17	26	1	0	10	10	10	0	34	8	18	41	19	26	38	1	0	17	10	10	9					
8	Число бюллетеней в стационарных ящиках для голосования	9794	378	370	226	212	213	124	91	277	399	735	227	107	72	302	231	76	74	343	132	86	71	393	172	486	70	115	99	249	89	61	327	90	183	501	165	662	582	41	32	212	160	248	111					
9	Число недействительных бюллетеней	137	9	1	4	1	2	3	1	4	0	5	4	2	0	3	0	1	0	3	2	4	0	3	7	7	1	1	0	2	0	1	7	1	3	4	0	10	15	0	6	6	0	10	4					
10	Число действительных бюллетеней	10312	391	425	239	254	220	140	98	321	407	745	231	108	74	319	258	78	74	354	130	82	77	412	182	505	70	114	109	257	99	60	354	97	198	538	184	678	605	42	26	223	170	248	116					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	200	7	7	4	6	4	3	2	5	7	14	4	2	2	5	5	5	2	7	2	2	2	7	3	9	2	2	2	5	2	2	7	2	3	10	5	12	8	2	4	5	4	5	2					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	56	0	0	4	2	0	0	0	3	2	8	0	0	0	1	0	0	0	5	0	0	0	3	0	0	0	0	1	1	0	2	3	0	1	1	0	4	8	2	4	1	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	68	0	2	2	0	3	0	2	2	4	6	1	0	0	3	3	0	2	2	1	0	0	0	2	0	0	1	0	1	1	0	2	1	0	1	0	6	5	0	2	6	2	5	0					
14	Число погашенных открепительных удостоверений	144	7	7	0	4	4	3	2	2	5	6	4	2	2	4	5	5	2	2	2	2	2	4	3	9	2	2	1	4	2	0	4	2	2	9	5	8	0	0	0	4	4	5	2					
15	Число открепительных удостоверений выданных ТИК	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																		
18	"1. ""ЕДИНЕНИЕ"""	153	5	4	2	1	4	2	1	6	7	6	5	2	6	3	7	0	0	7	2	5	1	9	3	8	0	1	0	3	0	0	3	0	1	8	2	18	6	0	1	2	3	5	4					
		1.46%	1.25%	0.93%	0.82%	0.39%	1.80%	1.39%	1.01%	1.84%	1.71%	0.8%	2.12%	1.81%	8.10%	0.93%	2.71%	0.0%	0.0%	1.96%	1.51%	5.81%	1.29%	2.16%	1.58%	1.56%	0.0%	0.86%	0.0%	1.15%	0.0%	0.0%	0.83%	0.0%	0.49%	1.47%	1.08%	2.61%	0.96%	0.0%	3.12%	0.87%	1.76%	1.93%	3.33%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	173	3	13	6	5	1	0	1	3	4	7	2	5	0	3	5	1	3	5	3	4	2	11	5	6	0	1	0	3	0	0	4	1	6	20	0	8	20	0	0	2	3	4	3					
		1.65%	0.75%	3.05%	2.46%	1.96%	0.45%	0.0%	1.01%	0.92%	0.98%	0.93%	0.85%	4.54%	0.0%	0.93%	1.93%	1.26%	4.05%	1.40%	2.27%	4.65%	2.59%	2.65%	2.64%	1.17%	0.0%	0.86%	0.0%	1.15%	0.0%	0.0%	1.10%	1.02%	2.98%	3.69%	0.0%	1.16%	3.22%	0.0%	0.0%	0.87%	1.76%	1.55%	2.5%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	269	8	11	10	14	10	4	0	7	7	11	6	4	1	4	3	1	2	16	5	3	5	14	3	8	3	3	4	2	3	0	8	1	4	17	6	14	14	4	1	9	2	11	6					
		2.57%	2.0%	2.58%	4.11%	5.49%	4.50%	2.79%	0.0%	2.15%	1.71%	1.46%	2.55%	3.63%	1.35%	1.24%	1.16%	1.26%	2.70%	4.48%	3.78%	3.48%	6.49%	3.37%	1.58%	1.56%	4.22%	2.60%	3.66%	0.77%	3.03%	0.0%	2.21%	1.02%	1.99%	3.13%	3.26%	2.03%	2.25%	9.52%	3.12%	3.93%	1.17%	4.26%	5.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	224	1	9	1	1	10	3	4	2	2	18	2	1	1	6	3	2	0	3	0	4	1	23	11	14	0	2	1	2	2	0	18	5	6	25	4	10	18	0	0	4	3	2	0					
		2.14%	0.25%	2.11%	0.41%	0.39%	4.50%	2.09%	4.04%	0.61%	0.49%	2.4%	0.85%	0.90%	1.35%	1.86%	1.16%	2.53%	0.0%	0.84%	0.0%	4.65%	1.29%	5.54%	5.82%	2.73%	0.0%	1.73%	0.91%	0.77%	2.02%	0.0%	4.98%	5.10%	2.98%	4.61%	2.17%	1.45%	2.90%	0.0%	0.0%	1.74%	1.76%	0.77%	0.0%					
22	"5. ""За Русь Святую"""	43	2	3	0	1	0	3	2	1	1	0	0	0	0	1	2	0	0	0	1	0	0	1	1	0	1	2	1	1	0	1	2	3	0	3	1	3	3	0	0	0	1	2	0					
		0.41%	0.5%	0.70%	0.0%	0.39%	0.0%	2.09%	2.02%	0.30%	0.24%	0.0%	0.0%	0.0%	0.0%	0.31%	0.77%	0.0%	0.0%	0.0%	0.75%	0.0%	0.0%	0.24%	0.52%	0.0%	1.40%	1.73%	0.91%	0.38%	0.0%	1.63%	0.55%	3.06%	0.0%	0.55%	0.54%	0.43%	0.48%	0.0%	0.0%	0.0%	0.58%	0.77%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	45	1	2	1	0	2	1	1	2	3	5	1	2	0	0	1	0	0	1	3	0	1	1	0	2	0	1	0	3	0	0	2	0	0	1	0	2	3	0	0	1	0	2	0					
		0.43%	0.25%	0.46%	0.41%	0.0%	0.90%	0.69%	1.01%	0.61%	0.73%	0.66%	0.42%	1.81%	0.0%	0.0%	0.38%	0.0%	0.0%	0.28%	2.27%	0.0%	1.29%	0.24%	0.0%	0.39%	0.0%	0.86%	0.0%	1.15%	0.0%	0.0%	0.55%	0.0%	0.0%	0.18%	0.0%	0.29%	0.48%	0.0%	0.0%	0.43%	0.0%	0.77%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	19	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	1	2	2	3	0	0	1	0	0	0	0					
		0.18%	0.0%	0.23%	0.41%	0.0%	0.0%	0.0%	0.0%	0.30%	0.0%	0.13%	0.42%	0.0%	0.0%	0.0%	0.0%	0.0%	1.35%	0.0%	0.0%	1.16%	0.0%	0.48%	0.0%	0.0%	0.0%	0.0%	0.0%	0.38%	0.0%	0.0%	0.0%	0.0%	0.49%	0.36%	1.08%	0.43%	0.0%	0.0%	3.12%	0.0%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	22	2	0	1	1	0	2	0	2	2	3	0	0	0	1	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0					
		0.21%	0.5%	0.0%	0.41%	0.39%	0.0%	1.39%	0.0%	0.61%	0.49%	0.4%	0.0%	0.0%	0.0%	0.31%	0.0%	0.0%	0.0%	0.28%	0.0%	4.65%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.38%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	14	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	2	5	1	0	0	0	0	1	0					
		0.13%	0.0%	0.0%	0.41%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.29%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	1.08%	0.72%	0.16%	0.0%	0.0%	0.0%	0.0%	0.38%	0.0%					
27	"10. ""Аграрная партия России"""	1111	6	88	27	43	12	10	8	47	139	18	52	22	20	31	24	14	2	49	17	6	13	49	17	36	5	4	9	59	8	3	48	6	30	33	4	21	66	7	2	12	7	30	7					
		10.63%	1.5%	20.65%	11.11%	16.86%	5.40%	6.99%	8.08%	14.46%	34.15%	2.4%	22.12%	20.0%	27.02%	9.62%	9.30%	17.72%	2.70%	13.72%	12.87%	6.97%	16.88%	11.80%	8.99%	7.03%	7.04%	3.47%	8.25%	22.77%	8.08%	4.91%	13.29%	6.12%	14.92%	6.08%	2.17%	3.05%	10.64%	16.66%	6.25%	5.24%	4.11%	11.62%	5.83%					
28	"11. ""Истинные патриоты России"""	6	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0					
		0.05%	0.0%	0.23%	0.0%	0.0%	0.0%	0.69%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%	0.0%	0.54%	0.0%	0.0%	0.0%	0.0%	0.0%	0.58%	0.38%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	61	2	1	0	0	0	0	0	3	3	1	4	1	0	0	3	3	0	4	0	1	0	5	2	3	0	2	1	0	0	0	1	0	1	2	3	3	5	0	1	3	2	1	0					
		0.58%	0.5%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.92%	0.73%	0.13%	1.70%	0.90%	0.0%	0.0%	1.16%	3.79%	0.0%	1.12%	0.0%	1.16%	0.0%	1.20%	1.05%	0.58%	0.0%	1.73%	0.91%	0.0%	0.0%	0.0%	0.27%	0.0%	0.49%	0.36%	1.63%	0.43%	0.80%	0.0%	3.12%	1.31%	1.17%	0.38%	0.0%					
30	"13. ""Демократическая партия России"""	33	1	3	0	1	1	0	1	0	2	2	0	0	0	1	0	0	1	1	0	0	1	3	2	2	0	0	0	1	1	0	1	0	2	0	0	3	1	0	0	0	0	1	1					
		0.31%	0.25%	0.70%	0.0%	0.39%	0.45%	0.0%	1.01%	0.0%	0.49%	0.26%	0.0%	0.0%	0.0%	0.31%	0.0%	0.0%	1.35%	0.28%	0.0%	0.0%	1.29%	0.72%	1.05%	0.39%	0.0%	0.0%	0.0%	0.38%	1.01%	0.0%	0.27%	0.0%	0.99%	0.0%	0.0%	0.43%	0.16%	0.0%	0.0%	0.0%	0.0%	0.38%	0.83%					
31	"14. ""Великая Россия - Евразийский Союз"""	16	2	0	1	1	0	0	0	1	0	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	1	1	0					
		0.15%	0.5%	0.0%	0.41%	0.39%	0.0%	0.0%	0.0%	0.30%	0.0%	0.26%	0.0%	0.90%	1.35%	0.31%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.38%	0.0%	0.0%	0.0%	0.0%	0.0%	0.36%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.58%	0.38%	0.0%					
32	"15. ""Партия СЛОН"""	14	0	1	0	0	0	0	0	0	1	2	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0					
		0.13%	0.0%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.26%	0.0%	0.0%	0.0%	1.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.38%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.54%	0.14%	0.0%	2.38%	0.0%	0.0%	0.0%	0.38%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	533	21	22	23	7	12	7	1	21	30	63	6	0	0	15	8	4	8	17	5	9	10	14	8	15	1	5	10	9	16	2	9	7	9	32	2	28	30	1	0	15	12	18	1					
		5.10%	5.25%	5.16%	9.46%	2.74%	5.40%	4.89%	1.01%	6.46%	7.37%	8.4%	2.55%	0.0%	0.0%	4.65%	3.10%	5.06%	10.81%	4.76%	3.78%	10.46%	12.98%	3.37%	4.23%	2.92%	1.40%	4.34%	9.17%	3.47%	16.16%	3.27%	2.49%	7.14%	4.47%	5.90%	1.08%	4.06%	4.83%	2.38%	0.0%	6.55%	7.05%	6.97%	0.83%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	49	2	3	0	2	4	1	1	0	2	2	3	1	1	2	0	0	0	2	6	0	1	4	1	1	1	0	0	3	0	0	0	0	1	0	0	0	2	0	1	0	0	1	1					
		0.46%	0.5%	0.70%	0.0%	0.78%	1.80%	0.69%	1.01%	0.0%	0.49%	0.26%	1.27%	0.90%	1.35%	0.62%	0.0%	0.0%	0.0%	0.56%	4.54%	0.0%	1.29%	0.96%	0.52%	0.19%	1.40%	0.0%	0.0%	1.15%	0.0%	0.0%	0.0%	0.0%	0.49%	0.0%	0.0%	0.0%	0.32%	0.0%	3.12%	0.0%	0.0%	0.38%	0.83%					
