Выборы Президента Российской Федерации																																																																																							
Дата голосования: 18.03.2018																																																																																							
																																																																																							
Наименование Избирательной комиссии:    Абаканская городская																																																																																							
																																																																																							
Сводная таблица итогов голосования																																																																																							
																																																																																							
	Число участковых избирательных комиссий	76																																																																																					
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	76																																																																																					
																																																																																							
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76									
1	"Число избирателей, включенных в список избирателей"	127335	1309	1033	1480	1660	1388	1252	1504	1470	1652	1464	2133	1951	1777	1525	1755	1635	1785	1959	2300	1969	1234	2419	1630	1993	1501	1473	1521	1767	1498	1501	1338	1358	1459	2098	1878	1466	1561	1340	2040	2006	1495	1968	1423	1592	1417	2450	1661	1734	1653	1438	1728	1777	1518	2236	2156	1648	1346	2548	2270	1851	1995	2164	2282	1079	1255	1752	1821	1773	409	2340	1612	1571	2223	2081	310	677									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	121100	1300	1000	1900	1600	1400	1200	1400	1300	1600	1500	2000	1900	1700	1500	1700	1500	1600	1900	2100	1900	1100	2500	1600	1900	1400	1400	1400	1700	1400	1500	1300	1300	1200	2000	1800	1300	1500	1200	2100	1900	1500	1900	1300	1500	1400	2300	1500	1700	1300	1500	1800	1600	1500	2000	2100	1600	1300	2500	1900	1800	1900	2100	2200	1000	1100	1600	1800	1700	400	2200	1600	1400	1700	1700	500	700									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	74888	864	795	1450	1111	867	894	1006	883	944	902	1217	1203	1037	938	903	707	1115	1213	1442	1213	634	2158	820	965	820	710	683	819	728	807	589	816	824	1052	965	779	817	715	1275	1254	1033	1093	760	751	771	989	824	1033	848	801	1149	946	966	1410	1337	1016	788	1578	1188	1165	1222	1368	1456	689	827	1053	1041	1178	219	1396	817	863	1450	1072	188	669									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	2996	13	16	29	6	30	31	28	27	43	37	50	31	28	27	40	21	17	26	29	26	12	10	57	49	27	24	35	40	26	37	14	16	222	30	14	15	26	25	30	28	55	33	18	22	29	46	41	49	167	32	16	82	19	21	19	26	11	49	491	16	22	16	25	26	12	28	30	26	11	25	46	35	19	14	119	8									
6	Число погашенных избирательных бюллетеней	43213	423	189	421	483	503	275	366	390	613	561	733	666	635	535	757	772	468	661	629	661	454	332	723	886	553	666	682	841	646	656	697	468	154	918	821	506	657	460	795	618	412	774	522	727	600	1265	635	618	285	667	635	572	515	569	744	558	501	873	221	619	656	713	719	285	261	519	729	496	170	779	737	502	231	614	193	23									
7	Число избирательных бюллетеней в переносных ящиках для голосования	2983	13	16	29	6	30	31	28	27	43	37	38	31	28	27	40	21	17	26	29	26	12	10	57	49	27	24	35	40	26	37	14	16	222	30	14	15	26	25	30	28	55	33	18	22	29	46	41	49	167	32	16	82	19	21	19	26	11	49	491	16	22	16	25	26	12	28	30	26	11	25	46	35	19	14	118	8									
8	Число бюллетеней в стационарных ящиках для голосования	74855	864	795	1450	1111	850	894	1006	883	944	900	1217	1203	1037	938	902	707	1115	1213	1442	1213	634	2158	820	965	820	710	683	819	726	807	589	816	824	1052	965	779	817	715	1275	1252	1032	1090	760	751	771	989	824	1033	848	801	1149	946	966	1410	1336	1016	788	1578	1188	1165	1220	1368	1456	689	827	1053	1040	1178	219	1396	817	863	1449	1072	188	669									
9	Число недействительных избирательных бюллетеней	903	14	9	14	9	9	11	12	26	14	8	13	15	12	14	7	8	14	21	16	18	4	22	13	14	10	6	12	7	9	10	14	14	10	21	5	7	9	6	15	24	6	9	8	4	10	11	13	18	9	15	6	15	16	12	15	16	11	14	24	10	10	17	15	9	5	15	10	12	3	11	8	19	12	7	4	8									
10	Число действительных избирательных бюллетеней	76935	863	802	1465	1108	871	914	1022	884	973	929	1242	1219	1053	951	935	720	1118	1218	1455	1221	642	2146	864	1000	837	728	706	852	743	834	589	818	1036	1061	974	787	834	734	1290	1256	1081	1114	770	769	790	1024	852	1064	1006	818	1159	1013	969	1419	1340	1026	788	1613	1655	1171	1232	1367	1466	706	834	1066	1060	1192	227	1410	855	879	1456	1079	302	669									
11	Число утраченных избирательных бюллетеней	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																							
13	Бабурин Сергей Николаевич	594	11	2	11	5	10	5	7	10	8	16	13	10	14	8	10	8	5	9	8	13	2	12	6	18	5	5	5	7	5	3	5	2	10	7	9	3	8	8	9	12	4	10	6	7	7	7	3	7	10	5	6	11	6	11	5	9	4	11	19	8	9	17	15	6	4	9	7	7	0	11	8	7	6	6	1	1									
		0.76%	1.25%	0.25%	0.74%	0.45%	1.14%	0.54%	0.68%	1.10%	0.81%	1.71%	1.04%	0.81%	1.31%	0.83%	1.06%	1.10%	0.44%	0.73%	0.54%	1.05%	0.31%	0.55%	0.68%	1.78%	0.59%	0.68%	0.70%	0.81%	0.66%	0.36%	0.83%	0.24%	0.96%	0.65%	0.92%	0.38%	0.95%	1.08%	0.69%	0.94%	0.37%	0.89%	0.77%	0.91%	0.88%	0.68%	0.35%	0.65%	0.99%	0.60%	0.52%	1.07%	0.61%	0.77%	0.37%	0.86%	0.50%	0.68%	1.13%	0.68%	0.72%	1.23%	1.01%	0.84%	0.48%	0.83%	0.65%	0.58%	0.00%	0.77%	0.93%	0.78%	0.41%	0.55%	0.33%	0.15%									
14	Грудинин Павел Николаевич	14543	139	137	256	223	146	199	214	152	185	176	236	236	194	191	153	113	208	226	299	256	116	315	184	181	153	123	141	158	140	152	103	181	193	177	210	164	171	126	262	236	211	227	120	133	129	218	151	208	193	174	232	181	182	253	260	208	158	322	225	262	255	301	282	153	151	203	212	228	37	290	172	150	311	240	46	40									
