Выборы Президента Российской Федерации																																																																																					
Дата голосования: 04.03.2012																																																																																					
																																																																																					
Наименование Избирательной комиссии:    Абаканская городская																																																																																					
																																																																																					
Сводная таблица итогов голосования																																																																																					
																																																																																					
	Число участковых избирательных комиссий	74																																																																																			
	Число участковых избирательных комиссий, приступивших к передаче сведений	74																																																																																			
																																																																																					
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74									
1	Число избирателей, включенных в список избирателей	120072	1536	1149	1579	1424	1549	1499	1524	1408	1806	1634	1951	1962	1939	1455	1913	1359	1192	2174	2227	2153	1285	1782	1185	2055	1597	1506	1527	1755	1523	1545	1363	1423	1400	2255	1877	1248	1670	1334	2005	2112	1495	1898	1469	1586	1591	1244	1465	1741	1359	1289	1940	1599	1638	2187	1953	1722	1486	2105	1836	1884	1933	1804	2111	1147	1361	1780	1951	307	688	2035	1729	1550	1937	372									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	118400	1500	1100	1600	1400	1600	1300	1500	1400	1800	1600	1900	1900	1900	1600	1900	1500	1100	2200	2200	2100	1200	2000	1300	2000	1600	1500	1500	1700	1500	1500	1300	1400	1300	2200	1900	1200	1600	1300	2000	2000	1800	1900	1500	1500	1600	1200	1400	1700	1300	1600	1900	1500	1600	2100	1900	1700	1500	2000	1700	1900	1900	1700	2000	1100	1300	1700	1900	300	700	2000	1700	1500	1900	300									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	69955	882	770	1421	940	935	999	988	775	1003	981	1070	1165	1168	878	943	693	679	1325	1363	1261	664	1632	811	955	835	686	677	794	746	883	662	816	856	1161	1009	614	845	725	1187	1256	1114	1011	763	796	859	653	789	1020	789	713	1140	914	1035	1331	1149	1029	820	1257	1120	1138	1210	1146	1273	684	845	1003	1112	212	682	1228	809	815	1242	201									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	3303	15	31	41	14	47	52	41	27	44	42	36	34	27	31	32	30	20	26	32	33	22	46	76	66	28	60	62	70	37	34	21	23	299	51	43	18	29	21	40	32	72	55	44	30	49	49	64	49	15	30	10	59	15	16	23	36	29	43	458	15	30	31	23	30	24	31	23	88	6	21	35	37	22	8									
6	Число погашенных избирательных бюллетеней	45142	603	299	138	446	618	249	471	598	753	577	794	701	705	691	925	777	401	849	805	806	514	322	413	979	737	754	761	836	717	583	617	561	145	988	848	568	726	554	773	712	614	834	693	674	692	498	547	631	496	857	750	527	550	753	728	635	651	700	122	747	660	523	704	386	431	666	765	0	12	751	856	648	636	91									
7	Число избирательных бюллетеней в переносных ящиках для голосования	3295	15	31	39	14	47	52	41	27	44	42	36	34	27	31	32	30	20	26	32	33	22	46	76	66	28	60	62	70	37	34	21	23	299	51	43	18	29	21	37	32	72	55	44	30	49	49	64	49	12	30	10	59	15	16	23	36	29	43	458	15	30	31	23	30	24	31	23	88	6	21	35	37	22	8									
8	Число бюллетеней в стационарных ящиках для голосования	69880	880	770	1418	939	928	999	987	773	999	980	1070	1162	1168	878	943	693	679	1324	1362	1261	663	1632	811	947	835	686	677	794	745	883	662	816	855	1161	1009	614	844	725	1183	1256	1113	1010	763	796	859	653	789	1014	788	712	1137	914	1035	1331	1147	1024	820	1254	1120	1134	1209	1146	1272	683	842	1003	1112	212	682	1228	809	815	1242	201									
9	Число недействительных избирательных бюллетеней	942	15	15	30	8	23	13	20	7	23	19	10	15	16	11	10	15	8	9	11	19	5	14	4	9	7	7	8	3	4	14	9	14	14	24	16	11	14	8	27	11	6	9	7	11	13	3	15	21	7	8	13	12	15	14	17	24	11	17	24	17	23	7	31	7	9	12	17	4	4	5	11	13	10	5									
