Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																							
Дата голосования: 02.12.2007																							
																							
Наименование Избирательной комиссии:    Кохомская городская																							
																							
Сводная таблица результатов выборов																							
																							
		Сумма	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274					
1	"Число избирателей, внесенных в списки избирателей"	21533	1606	1521	1357	627	880	1385	1388	1397	1384	1459	1524	1520	1377	1379	1411	1318					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	20639	1520	1390	1310	590	809	1340	1350	1360	1340	1380	1480	1440	1290	1320	1370	1350					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	10773	701	743	638	326	456	778	705	729	708	750	733	715	719	716	747	609					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	625	100	59	42	28	29	64	20	19	6	21	43	52	63	27	19	33					
6	Число погашенных избирательных бюллетеней	9241	719	588	630	236	324	498	625	612	626	609	704	673	508	577	604	708					
7	Число избирательных бюллетеней в переносных ящиках для голосования	625	100	59	42	28	29	64	20	19	6	21	43	52	63	27	19	33					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10765	701	743	637	325	456	778	705	728	708	748	733	715	719	715	745	609					
9	Число недействительных избирательных бюллетеней	63	1	5	7	1	2	7	4	7	6	2	5	4	6	2	3	1					
10	Число действительных избирательных бюллетеней	11327	800	797	672	352	483	835	721	740	708	767	771	763	776	740	761	641					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	268	17	17	17	15	15	17	17	17	17	17	17	17	17	17	17	17					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	118	6	9	10	1	2	7	2	13	7	4	11	6	10	6	14	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	81	8	5	5	1	16	8	6	4	3	3	5	5	3	3	2	4					
14	Число погашенных неиспользованных открепительных удостоверений	150	11	8	7	14	13	10	15	4	10	13	6	11	7	11	3	7					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																							
