Выборы Президента Российской Федерации																																																			
																																																			
"Наименование Избирательной комиссии:    Самара, Железнодорожная"																																																			
																																																			
Итоги голосования 																																																			
																																																			
		Сумма	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826					
1	"Число избирателей, внесенных в список"	81272	1287	1047	1499	2009	1898	1736	2275	1968	1431	2285	2065	1812	2005	2203	2319	1957	1678	1217	1847	1595	2676	2498	2012	2297	2191	1740	1606	1628	1243	1609	1498	1712	1482	1307	1527	1505	2635	1569	1395	2234	1986	1580	2332	2877					
2	Число полученных избирательных бюллетеней	77700	1400	1000	1400	2000	1800	1700	2100	1900	1300	2200	2000	1700	1900	2100	2300	1900	1600	1100	1800	1500	2600	2400	2000	2200	2100	1700	1500	1500	1200	1500	1500	1700	1400	1200	1400	1400	2500	1500	1300	2000	2000	1500	2200	2700					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	43008	561	464	866	1065	856	1003	1168	1042	867	1247	1113	973	1001	1213	1267	1120	936	476	956	932	1608	1560	1087	1186	1227	947	941	947	727	854	811	946	921	807	770	809	1195	826	752	1286	987	594	904	1190					
5	"Число избирательных бюллетеней, выданных вне помещения"	2691	19	22	39	102	60	43	167	31	43	61	46	64	28	38	72	39	52	76	53	71	70	47	50	111	54	58	72	71	37	47	72	56	43	52	87	59	108	54	47	83	93	72	44	78					
6	Число погашенных избирательных бюллетеней	32001	820	514	495	833	884	654	765	827	390	892	841	663	871	849	961	741	612	548	791	497	922	793	863	903	819	695	487	482	436	599	617	698	436	341	543	532	1197	620	501	631	920	834	1252	1432					
7	Число избирательных бюллетеней в переносных ящиках	2691	19	22	39	102	60	43	167	31	43	61	46	64	28	38	72	39	52	76	53	71	70	47	50	111	54	58	72	71	37	47	72	56	43	52	87	59	108	54	47	83	93	72	44	78					
8	Число бюллетеней в стационарных ящиках для голосования	42981	561	463	866	1065	856	990	1168	1042	867	1243	1113	973	1001	1211	1267	1120	935	476	953	932	1608	1560	1087	1186	1226	947	941	947	727	854	811	945	921	807	770	809	1195	825	752	1286	987	594	904	1190					
9	Число недействительных избирательных бюллетеней	391	11	7	4	6	2	6	8	12	1	10	11	6	9	14	8	0	7	9	15	9	11	7	7	10	10	16	1	16	2	5	5	10	16	8	3	0	26	6	9	16	15	5	11	21					
10	Число действительных избирательных бюллетеней	45281	569	478	901	1161	914	1027	1327	1061	909	1294	1148	1031	1020	1235	1331	1159	980	543	991	994	1667	1600	1130	1287	1270	989	1012	1002	762	896	878	991	948	851	854	868	1277	873	790	1353	1065	661	937	1247					
11	Число полученных открепительных  удостоверений	1465	20	20	40	40	40	40	40	30	30	45	40	40	40	40	40	40	40	20	30	30	40	60	40	40	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	20	20	30					
12	Число выданных открепительных удостоверений	932	8	10	23	40	30	23	31	19	19	34	27	26	19	26	35	24	24	5	18	25	30	58	18	17	28	21	14	20	15	21	18	17	15	16	18	17	23	11	16	21	20	10	3	19					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	841	22	11	19	32	14	11	122	18	33	10	13	11	15	20	19	15	18	12	14	17	17	24	18	21	25	11	11	13	14	10	8	14	8	13	15	15	45	11	9	36	13	13	15	16					
14	Число неиспользованных открепительных удостоверений	533	12	10	17	0	10	17	9	11	11	11	13	14	21	14	5	16	16	15	12	5	10	2	22	23	2	9	16	10	15	9	12	13	15	14	12	13	7	19	14	9	10	10	17	11					
15	"Число открепительных удостоверений, выданных в ТИК"	20	0	0	0	1	1	2	1	1	0	1	1	1	1	2	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	1	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																			
18	. Глазьев Сергей Юрьевич	2462	25	15	36	64	53	59	72	67	57	73	62	61	58	85	72	73	69	12	53	68	81	100	53	51	48	54	59	34	57	55	50	63	47	57	54	43	59	62	38	74	51	40	40	58					
		5.39%	4.31%	3.09%	3.98%	5.48%	5.79%	5.71%	5.39%	6.24%	6.26%	5.60%	5.35%	5.88%	5.64%	6.81%	5.38%	6.30%	6.99%	2.17%	5.27%	6.78%	4.83%	6.22%	4.66%	3.93%	3.75%	5.37%	5.82%	3.34%	7.46%	6.10%	5.66%	6.29%	4.88%	6.64%	6.30%	4.95%	4.53%	7.05%	4.76%	5.41%	4.72%	6.01%	4.22%	4.57%					
19	. Малышкин Олег Александрович	797	11	19	20	17	18	13	23	16	17	24	19	22	20	18	19	18	12	10	15	11	21	19	20	17	29	29	15	6	8	18	15	15	19	18	21	16	23	21	10	27	22	19	22	25					
		1.75%	1.90%	3.92%	2.21%	1.46%	1.97%	1.26%	1.72%	1.49%	1.87%	1.84%	1.64%	2.12%	1.94%	1.44%	1.42%	1.55%	1.22%	1.81%	1.49%	1.10%	1.25%	1.18%	1.76%	1.31%	2.27%	2.89%	1.48%	0.59%	1.05%	2.00%	1.70%	1.50%	1.97%	2.10%	2.45%	1.84%	1.77%	2.39%	1.25%	1.97%	2.04%	2.85%	2.32%	1.97%					
20	. Миронов Сергей Михайлович	562	9	4	8	12	11	13	15	15	8	20	11	16	9	19	17	15	11	4	17	15	30	10	17	13	15	19	9	10	6	15	19	14	11	6	11	10	9	15	7	22	7	4	13	21					
		1.23%	1.55%	0.82%	0.88%	1.03%	1.20%	1.26%	1.12%	1.40%	0.88%	1.53%	0.95%	1.54%	0.87%	1.52%	1.27%	1.29%	1.11%	0.72%	1.69%	1.50%	1.79%	0.62%	1.50%	1.00%	1.17%	1.89%	0.89%	0.98%	0.79%	1.66%	2.15%	1.40%	1.14%	0.70%	1.28%	1.15%	0.69%	1.71%	0.88%	1.61%	0.65%	0.60%	1.37%	1.66%					
21	. Путин Владимир Владимирович	27784	425	310	552	680	549	620	772	627	554	756	719	597	630	721	810	664	571	388	572	595	1064	992	742	775	816	630	633	600	449	563	526	599	537	514	507	523	807	532	501	860	687	447	573	795					
		60.83%	73.28%	63.92%	60.99%	58.27%	59.93%	60.02%	57.83%	58.43%	60.88%	57.98%	62.04%	57.57%	61.22%	57.73%	60.49%	57.29%	57.85%	70.29%	56.86%	59.32%	63.41%	61.73%	65.26%	59.75%	63.75%	62.69%	62.49%	58.94%	58.77%	62.49%	59.57%	59.84%	55.71%	59.84%	59.16%	60.25%	61.93%	60.52%	62.70%	62.82%	63.61%	67.12%	60.44%	62.70%					
22	. Хакамада Ирина Муцуовна	3038	17	12	92	100	114	91	110	120	69	105	81	98	74	116	101	99	70	23	63	77	121	113	61	47	69	52	52	58	48	51	62	55	48	45	57	58	65	36	35	72	77	29	31	64					
		6.65%	2.93%	2.47%	10.17%	8.57%	12.45%	8.81%	8.24%	11.18%	7.58%	8.05%	6.99%	9.45%	7.19%	9.29%	7.54%	8.54%	7.09%	4.17%	6.26%	7.68%	7.21%	7.03%	5.36%	3.62%	5.39%	5.17%	5.13%	5.70%	6.28%	5.66%	7.02%	5.49%	4.98%	5.24%	6.65%	6.68%	4.99%	4.10%	4.38%	5.26%	7.13%	4.35%	3.27%	5.05%					
23	. Харитонов Николай Михайлович	8293	67	92	125	236	120	186	242	150	161	258	185	178	165	219	237	189	188	90	228	192	253	259	184	313	215	160	195	240	153	156	170	208	215	179	155	176	251	164	163	216	186	103	238	233					
		18.16%	11.55%	18.97%	13.81%	20.22%	13.10%	18.01%	18.13%	13.98%	17.69%	19.79%	15.96%	17.16%	16.03%	17.53%	17.70%	16.31%	19.05%	16.30%	22.66%	19.14%	15.08%	16.12%	16.18%	24.13%	16.80%	15.92%	19.25%	23.58%	20.03%	17.31%	19.25%	20.78%	22.30%	20.84%	18.09%	20.28%	19.26%	18.66%	20.40%	15.78%	17.22%	15.47%	25.11%	18.38%					
																																																			
24	Против всех	2345	15	26	68	52	49	45	93	66	43	58	71	59	64	57	75	101	59	16	43	36	97	107	53	71	78	45	49	54	41	38	36	37	71	32	49	42	63	43	36	82	35	19	20	51					
		5.13%	2.59%	5.36%	7.51%	4.46%	5.35%	4.36%	6.97%	6.15%	4.73%	4.45%	6.13%	5.69%	6.22%	4.56%	5.60%	8.71%	5.98%	2.90%	4.27%	3.59%	5.78%	6.66%	4.66%	5.47%	6.09%	4.48%	4.84%	5.30%	5.37%	4.22%	4.08%	3.70%	7.37%	3.73%	5.72%	4.84%	4.83%	4.89%	4.51%	5.99%	3.24%	2.85%	2.11%	4.02%					
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
