Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																											
Дата голосования: 02.12.2007																											
																											
Наименование Избирательной комиссии:    Романовская																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930					
1	"Число избирателей, внесенных в списки избирателей"	11492	1132	1020	1265	1233	483	434	296	575	358	879	452	179	468	144	447	482	421	167	773	284					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	13424	1350	1270	1390	1480	580	510	350	655	408	970	490	210	560	155	522	575	525	224	890	310					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	6874	728	625	702	733	294	254	189	285	259	528	294	136	281	60	291	250	260	137	411	157					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1225	52	49	56	35	35	96	37	103	58	109	61	20	91	54	39	129	71	30	52	48					
6	Число погашенных избирательных бюллетеней	5323	570	596	632	712	251	160	124	267	91	331	135	54	188	41	192	196	194	57	427	105					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1225	52	49	56	35	35	96	37	103	58	109	61	20	91	54	39	129	71	30	52	48					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6869	728	625	702	728	294	254	189	285	259	528	294	136	281	60	291	250	260	137	411	157					
9	Число недействительных избирательных бюллетеней	184	10	17	17	10	7	14	2	3	12	19	13	13	11	0	14	2	3	2	11	4					
10	Число действительных избирательных бюллетеней	7910	770	657	741	753	322	336	224	385	305	618	342	143	361	114	316	377	328	165	452	201					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	445	33	32	25	53	30	22	15	17	21	24	3	15	25	5	25	25	25	10	35	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	437	33	32	25	53	26	22	13	17	21	24	3	15	25	5	25	25	25	10	35	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	133	10	13	8	10	11	5	2	4	5	21	3	2	4	4	8	6	2	4	3	8					
14	Число погашенных неиспользованных открепительных удостоверений	8	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	40	8	2	2	3	0	0	0	0	0	0	0	0	0	0	9	11	0	0	5	0					
16	Число утраченных избирательных бюллетеней	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
18	1.Политическая партия «Аграрная партия России»	165	9	11	14	18	8	4	3	3	9	17	8	4	6	0	12	10	5	8	9	7					
		2.04%	1.15%	1.63%	1.85%	2.36%	2.43%	1.14%	1.33%	0.77%	2.84%	2.67%	2.25%	2.56%	1.61%	0.00%	3.64%	2.64%	1.51%	4.79%	1.94%	3.41%					
19	2.Всероссийская политическая партия «Гражданская Сила»	31	7	2	1	4	0	1	0	0	5	1	0	2	1	0	1	2	0	1	3	0					
		0.38%	0.90%	0.30%	0.13%	0.52%	0.00%	0.29%	0.00%	0.00%	1.58%	0.16%	0.00%	1.28%	0.27%	0.00%	0.30%	0.53%	0.00%	0.60%	0.65%	0.00%					
20	3.Политическая партия «Демократическая партия России»	11	1	1	1	2	0	1	0	0	0	0	0	1	0	0	0	2	1	0	0	1					
		0.14%	0.13%	0.15%	0.13%	0.26%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.64%	0.00%	0.00%	0.00%	0.53%	0.30%	0.00%	0.00%	0.49%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	794	117	87	63	69	26	36	11	32	14	83	39	16	22	7	27	31	44	12	41	17					
		9.81%	15.00%	12.91%	8.31%	9.04%	7.90%	10.29%	4.87%	8.25%	4.42%	13.03%	10.99%	10.26%	5.91%	6.14%	8.18%	8.18%	13.29%	7.19%	8.86%	8.29%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	8	0	0	5	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0					
		0.10%	0.00%	0.00%	0.66%	0.00%	0.00%	0.29%	0.44%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	18	1	1	0	0	3	1	1	0	0	1	0	2	0	1	0	3	1	0	1	2					
		0.22%	0.13%	0.15%	0.00%	0.00%	0.91%	0.29%	0.44%	0.00%	0.00%	0.16%	0.00%	1.28%	0.00%	0.88%	0.00%	0.79%	0.30%	0.00%	0.22%	0.98%					
24	7.Политическая партия «Либерально-демократическая партия России»	446	37	39	37	46	16	7	10	11	19	58	27	8	19	1	21	38	17	9	24	2					
		5.51%	4.74%	5.79%	4.88%	6.03%	4.86%	2.00%	4.42%	2.84%	5.99%	9.11%	7.61%	5.13%	5.11%	0.88%	6.36%	10.03%	5.14%	5.39%	5.18%	0.98%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1217	149	110	124	124	53	74	35	29	31	72	44	14	45	26	60	45	57	23	69	33					
		15.04%	19.10%	16.32%	16.36%	16.25%	16.11%	21.14%	15.49%	7.47%	9.78%	11.30%	12.39%	8.97%	12.10%	22.81%	18.18%	11.87%	17.22%	13.77%	14.90%	16.10%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	49	3	6	6	5	2	1	0	1	1	1	3	2	1	0	1	3	3	3	4	3					
		0.61%	0.38%	0.89%	0.79%	0.66%	0.61%	0.29%	0.00%	0.26%	0.32%	0.16%	0.85%	1.28%	0.27%	0.00%	0.30%	0.79%	0.91%	1.80%	0.86%	1.46%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	5148	442	398	489	482	213	210	163	306	225	381	219	94	267	79	194	242	199	109	300	136					
		63.60%	56.67%	59.05%	64.51%	63.17%	64.74%	60.00%	72.12%	78.87%	70.98%	59.81%	61.69%	60.26%	71.77%	69.30%	58.79%	63.85%	60.12%	65.27%	64.79%	66.34%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	23	4	2	1	3	1	0	0	3	1	4	1	0	0	0	0	1	1	0	1	0					
		0.28%	0.51%	0.30%	0.13%	0.39%	0.30%	0.00%	0.00%	0.77%	0.32%	0.63%	0.28%	0.00%	0.00%	0.00%	0.00%	0.26%	0.30%	0.00%	0.22%	0.00%					
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
