Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																											
Дата голосования: 04.12.2011																											
																											
Наименование Избирательной комиссии:    Краснохолмская																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530					
1	"Число избирателей, внесенных в список избирателей"	10215	1210	1700	1536	1065	631	265	607	356	334	216	242	419	177	280	162	199	178	143	240	255					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	8517	1000	1300	1200	900	550	250	500	300	300	200	200	350	150	250	150	200	150	117	200	250					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	3600	516	746	626	374	188	81	80	75	105	61	67	103	48	54	48	46	82	80	97	123					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1791	48	69	77	59	145	57	279	127	96	63	89	156	68	123	52	67	35	14	95	72					
6	Число погашенных избирательных бюллетеней	3126	436	485	497	467	217	112	141	98	99	76	44	91	34	73	50	87	33	23	8	55					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1791	48	69	77	59	145	57	279	127	96	63	89	156	68	123	52	67	35	14	95	72					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	3599	516	746	625	374	188	81	80	75	105	61	67	103	48	54	48	46	82	80	97	123					
9	Число недействительных избирательных бюллетеней	45	10	11	9	2	5	1	1	0	0	0	0	2	0	0	1	1	0	1	0	1					
10	Число действительных избирательных бюллетеней	5345	554	804	693	431	328	137	358	202	201	124	156	257	116	177	99	112	117	93	192	194					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	182	20	18	18	13	14	8	10	9	7	5	6	7	5	6	5	5	6	5	6	9					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	128	15	15	14	10	14	5	6	9	5	0	6	4	0	6	1	1	0	3	6	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	86	9	12	8	2	4	4	6	4	2	2	1	10	5	2	1	1	6	1	5	1					
14	Число погашенных неиспользованных открепительных удостоверений	54	5	3	4	3	0	3	4	0	2	5	0	3	5	0	4	4	6	2	0	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	26	2	3	6	2	1	0	1	1	0	0	0	2	1	3	3	0	0	0	0	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1402	151	220	195	147	96	37	92	47	59	40	47	54	12	32	21	19	28	23	38	44					
		26.01%	26.77%	26.99%	27.78%	33.95%	28.83%	26.81%	25.63%	23.27%	29.35%	32.26%	30.13%	20.85%	10.34%	18.08%	21.00%	16.81%	23.93%	24.47%	19.79%	22.56%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	575	63	97	69	54	46	13	26	28	24	11	15	7	21	13	14	8	12	19	18	17					
		10.67%	11.17%	11.90%	9.83%	12.47%	13.81%	9.42%	7.24%	13.86%	11.94%	8.87%	9.62%	2.70%	18.10%	7.34%	14.00%	7.08%	10.26%	20.21%	9.38%	8.72%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	43	6	9	12	2	0	0	5	1	1	0	1	0	0	1	0	0	2	1	1	1					
		0.80%	1.06%	1.10%	1.71%	0.46%	0.00%	0.00%	1.39%	0.50%	0.50%	0.00%	0.64%	0.00%	0.00%	0.56%	0.00%	0.00%	1.71%	1.06%	0.52%	0.51%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	846	97	171	135	72	29	13	69	22	18	29	21	42	13	17	12	20	13	11	24	18					
