Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																										
Дата голосования: 18.09.2016																										
																										
Наименование Избирательной комиссии:    Яшалтинская																										
																										
Сводная таблица итогов голосования по федеральному избирательному округу																										
																										
		Сумма	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	11222	418	161	501	172	371	751	257	203	656	452	1273	1455	967	1732	1853									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11540	435	161	517	178	383	768	263	233	671	475	1315	1498	1009	1764	1870									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	6660	322	130	324	124	323	524	173	179	443	252	822	814	518	913	799									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	408	14	0	27	12	4	33	31	5	23	16	89	21	28	67	38									
6	Число погашенных избирательных бюллетеней	4472	99	31	166	42	56	211	59	49	205	207	404	663	463	784	1033									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	408	14	0	27	12	4	33	31	5	23	16	89	21	28	67	38									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	6660	322	130	324	124	323	524	173	179	443	252	822	814	518	913	799									
9	Число недействительных избирательных бюллетеней	56	4	0	7	7	2	3	0	0	2	4	5	6	5	0	11									
10	Число действительных избирательных бюллетеней	7012	332	130	344	129	325	554	204	184	464	264	906	829	541	980	826									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	307	15	10	15	10	15	20	10	22	15	25	30	30	30	30	30									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	264	10	1	15	10	15	15	10	22	15	19	30	30	30	21	21									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	48	1	1	3	2	8	2	1	2	3	3	2	5	3	3	9									
14	Число погашенных неиспользованных открепительных удостоверений	43	5	9	0	0	0	5	0	0	0	6	0	0	0	9	9									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	34	4	0	1	1	0	0	0	8	1	0	2	2	7	4	4									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																										
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	38	0	0	0	1	1	2	0	0	4	1	2	4	5	8	10									
