Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																											
Дата голосования: 07.12.2003 0:00:00																											
																											
Наименование Избирательной комиссии:    Большеглушицкая																											
																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																											
																											
		Сумма	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236					
1	"Число избирателей, внесенных в списки"	15997	1131	498	210	1471	1058	1281	903	801	1110	1053	357	623	570	550	692	487	1324	444	1157	277					
2	"Число бюллетеней, полученных участковыми комиссиями"	16000	1150	510	215	1500	1060	1280	905	800	1120	1060	360	620	570	550	680	490	1320	440	1100	270					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7308	417	245	107	673	488	575	440	358	489	490	193	261	247	307	400	300	429	170	589	130					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	794	95	41	26	36	28	67	31	21	27	14	9	73	48	37	40	0	99	56	29	17					
6	Число погашенных бюллетеней	7897	638	224	82	791	544	638	434	421	604	556	158	286	275	206	240	190	792	214	482	122					
7	Число бюллетеней в переносных ящиках для голосования	794	95	41	26	36	28	67	31	21	27	14	9	73	48	37	40	0	99	56	29	17					
8	Число бюллетеней в стационарных ящиках для голосования	7308	417	245	107	673	488	575	440	358	489	490	193	261	247	307	400	300	429	170	589	130					
9	Число недействительных бюллетеней	116	6	4	1	9	7	11	9	2	14	5	9	0	7	1	1	1	2	9	12	6					
10	Число действительных бюллетеней	7986	506	282	132	700	509	631	462	377	502	499	193	334	288	343	439	299	526	217	606	141					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	150	10	5	2	13	10	13	9	8	9	9	4	6	6	5	6	5	13	4	9	4					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	11	3	0	0	2	0	1	0	2	2	0	0	0	0	0	0	0	0	0	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	19	3	0	0	1	2	3	2	0	1	0	0	0	0	0	2	1	1	0	3	0					
14	Число погашенных открепительных удостоверений	139	7	5	2	11	10	12	9	6	7	9	4	6	6	5	6	5	13	4	9	3					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
18	"1. ""ЕДИНЕНИЕ"""	122	8	8	1	8	6	11	8	4	8	5	6	5	1	8	3	1	6	4	11	10					
		1.50%	1.56%	2.79%	0.75%	1.12%	1.16%	1.71%	1.69%	1.05%	1.55%	0.99%	2.97%	1.49%	0.33%	2.32%	0.68%	0.33%	1.13%	1.76%	1.77%	6.80%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	86	8	4	0	8	13	10	6	5	5	10	1	2	1	0	4	3	5	0	0	1					
		1.06%	1.56%	1.39%	0.0%	1.12%	2.51%	1.55%	1.27%	1.31%	0.96%	1.98%	0.49%	0.59%	0.33%	0.0%	0.90%	1.0%	0.94%	0.0%	0.0%	0.68%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	367	19	4	2	38	42	50	24	16	16	26	9	28	31	11	17	7	15	2	6	4					
		4.52%	3.71%	1.39%	1.50%	5.35%	8.13%	7.78%	5.09%	4.22%	3.10%	5.15%	4.45%	8.38%	10.50%	3.19%	3.86%	2.33%	2.84%	0.88%	0.97%	2.72%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	74	2	3	2	5	7	9	1	4	3	5	3	3	3	5	2	1	6	0	9	1					
