Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																					
Дата голосования: 04.12.2011																																					
																																					
Наименование Избирательной комиссии:    Андреапольская																																					
																																					
Сводная таблица результатов выборов																																					
																																					
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30					
1	"Число избирателей, внесенных в список избирателей"	10658	628	719	344	370	616	610	758	712	654	811	692	141	81	130	243	346	248	101	522	507	103	108	180	142	243	85	200	66	82	216					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	10067	600	700	300	350	600	600	650	650	650	700	650	137	80	135	240	340	200	100	500	500	99	105	175	140	240	80	194	64	80	208					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	5325	240	322	144	194	343	279	381	342	326	314	430	88	56	50	101	199	96	75	269	264	53	60	69	79	150	53	105	39	46	158					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1564	87	66	30	42	32	64	20	62	25	128	23	41	17	57	71	7	73	6	109	153	20	38	71	48	74	21	89	21	21	48					
6	Число погашенных избирательных бюллетеней	3178	273	312	126	114	225	257	249	246	299	258	197	8	7	28	68	134	31	19	122	83	26	7	35	13	16	6	0	4	13	2					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1564	87	66	30	42	32	64	20	62	25	128	23	41	17	57	71	7	73	6	109	153	20	38	71	48	74	21	89	21	21	48					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5325	240	322	144	194	343	279	381	342	326	314	430	88	56	50	101	199	96	75	269	264	53	60	69	79	150	53	105	39	46	158					
9	Число недействительных избирательных бюллетеней	141	3	5	0	5	1	6	11	5	5	51	5	1	0	7	0	1	21	0	6	4	1	0	1	1	0	0	0	0	0	1					
10	Число действительных избирательных бюллетеней	6748	324	383	174	231	374	337	390	399	346	391	448	128	73	100	172	205	148	81	372	413	72	98	139	126	224	74	194	60	67	205					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	389	15	19	5	17	20	11	22	19	30	13	15	5	5	7	20	10	12	15	30	30	6	6	8	5	0	15	10	6	8	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	389	15	19	5	17	20	11	22	19	30	13	15	5	5	7	20	10	12	15	30	30	6	6	8	5	0	15	10	6	8	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	253	10	6	18	5	11	12	20	19	11	14	37	7	5	0	2	13	9	7	9	1	5	3	5	4	0	4	8	3	0	5					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
