Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																						
Дата голосования: 02.12.2007																																						
																																						
Наименование Избирательной комиссии:    Андреапольская																																						
																																						
Сводная таблица результатов выборов																																						
																																						
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31					
1	"Число избирателей, внесенных в списки избирателей"	11469	648	894	371	396	634	620	764	740	767	701	756	147	87	144	282	346	42	259	132	504	636	115	150	134	190	248	97	222	89	103	251					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	11086	600	840	360	395	600	570	730	720	750	650	730	150	89	156	283	340	61	245	133	420	600	117	149	133	182	262	114	247	93	113	254					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	5665	270	476	189	200	331	261	390	410	400	330	393	83	48	42	117	208	23	94	78	246	311	63	43	71	88	85	57	110	44	53	151					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1435	71	43	18	28	30	82	5	5	49	46	33	36	14	67	87	9	19	37	7	48	162	33	66	35	68	95	32	100	27	35	48					
6	Число погашенных избирательных бюллетеней	3986	259	321	153	167	239	227	335	305	301	274	304	31	27	47	79	123	19	114	48	126	127	21	40	27	26	82	25	37	22	25	55					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1435	71	43	18	28	30	82	5	5	49	46	33	36	14	67	87	9	19	37	7	48	162	33	66	35	68	95	32	100	27	35	48					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5663	270	476	189	200	331	261	390	408	400	330	393	83	48	42	117	208	23	94	78	246	311	63	43	71	88	85	57	110	44	53	151					
9	Число недействительных избирательных бюллетеней	50	0	3	0	3	5	2	8	6	1	3	7	1	0	1	2	1	0	2	0	1	3	0	0	0	0	1	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	7048	341	516	207	225	356	341	387	407	448	373	419	118	62	108	202	216	42	129	85	293	470	96	109	106	156	179	89	210	71	88	199					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	267	10	22	3	6	14	7	20	14	13	10	9	5	5	5	5	5	5	4	1	9	10	5	5	10	10	20	10	10	5	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	219	10	22	3	6	14	6	20	14	13	8	9	0	0	2	5	1	5	4	0	4	10	5	2	0	1	20	10	10	5	5	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	163	9	6	3	3	8	5	15	6	11	14	16	1	3	1	2	4	7	6	3	10	6	2	1	3	6	7	0	2	1	0	2					
14	Число погашенных неиспользованных открепительных удостоверений	48	0	0	0	0	0	1	0	0	0	2	0	5	5	3	0	4	0	0	1	5	0	0	3	10	9	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	33	4	1	4	1	2	0	2	3	7	0	2	0	0	0	0	0	0	1	0	0	1	3	0	0	0	2	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																						
18	1.Политическая партия «Аграрная партия России»	231	10	5	6	12	15	6	16	7	11	10	10	5	17	4	6	2	4	5	0	12	13	4	9	7	6	2	3	13	0	4	7					
		3.25%	2.93%	0.96%	2.90%	5.26%	4.16%	1.75%	4.05%	1.69%	2.45%	2.66%	2.35%	4.20%	27.42%	3.67%	2.94%	0.92%	9.52%	3.82%	0.00%	4.08%	2.75%	4.17%	8.26%	6.60%	3.85%	1.11%	3.37%	6.19%	0.00%	4.55%	3.52%					
19	2.Всероссийская политическая партия «Гражданская Сила»	33	1	5	0	2	3	0	6	2	1	1	3	1	0	1	1	1	0	0	0	0	0	0	1	0	1	0	1	0	2	0	0					
		0.46%	0.29%	0.96%	0.00%	0.88%	0.83%	0.00%	1.52%	0.48%	0.22%	0.27%	0.70%	0.84%	0.00%	0.92%	0.49%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.92%	0.00%	0.64%	0.00%	1.12%	0.00%	2.82%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	7	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
		0.10%	0.29%	0.00%	0.00%	0.00%	0.00%	0.29%	0.25%	0.24%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	913	44	53	21	34	51	56	61	72	65	47	88	40	10	9	26	14	1	10	5	41	78	8	10	2	15	7	12	11	0	4	18					
		12.86%	12.90%	10.21%	10.14%	14.91%	14.13%	16.33%	15.44%	17.43%	14.48%	12.50%	20.66%	33.61%	16.13%	8.26%	12.75%	6.45%	2.38%	7.63%	5.88%	13.95%	16.49%	8.33%	9.17%	1.89%	9.62%	3.89%	13.48%	5.24%	0.00%	4.55%	9.05%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	14	0	1	1	0	0	1	7	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0					
		0.20%	0.00%	0.19%	0.48%	0.00%	0.00%	0.29%	1.77%	0.24%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.04%	0.00%	0.00%	0.64%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	15	1	2	1	1	0	1	1	1	2	2	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
		0.21%	0.29%	0.39%	0.48%	0.44%	0.00%	0.29%	0.25%	0.24%	0.45%	0.53%	0.23%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1016	43	125	24	22	53	39	69	73	62	63	42	8	4	28	16	32	14	23	20	38	83	21	14	8	17	12	3	29	4	7	20					
		14.31%	12.61%	24.08%	11.59%	9.65%	14.68%	11.37%	17.47%	17.68%	13.81%	16.76%	9.86%	6.72%	6.45%	25.69%	7.84%	14.75%	33.33%	17.56%	23.53%	12.93%	17.55%	21.88%	12.84%	7.55%	10.90%	6.67%	3.37%	13.81%	5.63%	7.95%	10.05%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	653	34	41	13	21	39	29	39	50	52	28	64	6	1	9	4	35	2	6	3	23	43	12	12	6	12	14	8	20	6	8	13					
		9.20%	9.97%	7.90%	6.28%	9.21%	10.80%	8.45%	9.87%	12.11%	11.58%	7.45%	15.02%	5.04%	1.61%	8.26%	1.96%	16.13%	4.76%	4.58%	3.53%	7.82%	9.09%	12.50%	11.01%	5.66%	7.69%	7.78%	8.99%	9.52%	8.45%	9.09%	6.53%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	43	3	2	2	2	2	3	2	6	4	1	0	1	0	0	5	1	0	2	1	0	1	0	0	0	1	1	1	0	0	0	2					
		0.61%	0.88%	0.39%	0.97%	0.88%	0.55%	0.87%	0.51%	1.45%	0.89%	0.27%	0.00%	0.84%	0.00%	0.00%	2.45%	0.46%	0.00%	1.53%	1.18%	0.00%	0.21%	0.00%	0.00%	0.00%	0.64%	0.56%	1.12%	0.00%	0.00%	0.00%	1.01%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	4087	203	275	138	130	190	204	184	191	248	218	208	57	30	56	144	129	21	83	56	177	248	49	62	83	103	141	61	137	59	64	138					
		57.58%	59.53%	52.99%	66.67%	57.02%	52.63%	59.48%	46.58%	46.25%	55.23%	57.98%	48.83%	47.90%	48.39%	51.38%	70.59%	59.45%	50.00%	63.36%	65.88%	60.20%	52.43%	51.04%	56.88%	78.30%	66.03%	78.33%	68.54%	65.24%	83.10%	72.73%	69.35%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	36	1	7	1	1	3	1	1	3	3	2	2	0	0	1	0	0	0	0	0	2	2	1	1	0	0	2	0	0	0	1	1					
		0.51%	0.29%	1.35%	0.48%	0.44%	0.83%	0.29%	0.25%	0.73%	0.67%	0.53%	0.47%	0.00%	0.00%	0.92%	0.00%	0.00%	0.00%	0.00%	0.00%	0.68%	0.42%	1.04%	0.92%	0.00%	0.00%	1.11%	0.00%	0.00%	0.00%	1.14%	0.50%					
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
