Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																															
Дата голосования: 04.12.2011																																															
																																															
Наименование Избирательной комиссии:    Кагальницкая 																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №2095	УИК №2096	УИК №2097	УИК №2098	УИК №2099	УИК №2100	УИК №2101	УИК №2102	УИК №2103	УИК №2104	УИК №2105	УИК №2106	УИК №2107	УИК №2108	УИК №2109	УИК №2110	УИК №2111	УИК №2112	УИК №2113	УИК №2114	УИК №2115	УИК №2116	УИК №2117	УИК №2118	УИК №2119	УИК №2120	УИК №2121	УИК №2122	УИК №2123	УИК №2124	УИК №2125	УИК №2126	УИК №2458	УИК №2459	УИК №2516	УИК №2517	УИК №2576	УИК №2577	УИК №2578	УИК №2579					
1	"Число избирателей, внесенных в список избирателей"	25472	1538	763	1248	965	586	752	470	188	631	192	253	600	454	1044	193	1571	597	1007	1117	321	112	1037	1783	669	742	118	131	228	675	50	392	133	745	938	1023	977	184	720	167	158					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	24195	1400	730	1100	900	550	700	450	180	600	200	250	595	450	1000	190	1500	600	1000	1100	300	110	1000	1600	600	700	120	130	200	650	50	400	130	700	900	1000	900	190	700	170	150					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	15486	678	369	610	422	198	579	248	133	539	167	207	484	254	513	98	1312	435	507	578	195	90	674	1034	522	483	70	92	147	377	36	262	102	341	378	854	812	141	340	135	70					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1280	69	30	37	55	59	47	11	13	38	6	24	23	52	91	17	37	19	67	85	0	7	57	30	5	49	8	7	18	23	9	30	15	47	49	29	26	14	54	16	7					
6	Число погашенных избирательных бюллетеней	7429	653	331	453	423	293	74	191	34	23	27	19	88	144	396	75	151	146	426	437	105	13	269	536	73	168	42	31	35	250	5	108	13	312	473	117	62	35	306	19	73					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1280	69	30	37	55	59	47	11	13	38	6	24	23	52	91	17	37	19	67	85	0	7	57	30	5	49	8	7	18	23	9	30	15	47	49	29	26	14	54	16	7					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	15486	678	369	610	422	198	579	248	133	539	167	207	484	254	513	98	1312	435	507	578	195	90	674	1034	522	483	70	92	147	377	36	262	102	341	378	854	812	141	340	135	70					
9	Число недействительных избирательных бюллетеней	773	4	6	9	2	1	8	7	4	2	1	3	16	4	2	1	252	2	7	4	3	17	1	89	113	2	1	0	1	5	0	2	0	6	7	144	42	2	3	0	0					
10	Число действительных избирательных бюллетеней	15993	743	393	638	475	256	618	252	142	575	172	228	491	302	602	114	1097	452	567	659	192	80	730	975	414	530	77	99	164	395	45	290	117	382	420	739	796	153	391	151	77					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	660	40	25	20	20	20	15	10	10	15	10	10	15	10	20	5	20	15	40	40	15	5	40	30	15	15	5	5	20	25	5	10	5	15	15	20	15	10	10	10	10					
