Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																								
Дата голосования: 02.12.2007																																								
																																								
Наименование Избирательной комиссии:    Навлинская																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708					
1	"Число избирателей, внесенных в списки избирателей"	22256	2785	2099	2074	2534	2885	700	639	276	139	547	170	132	503	244	287	88	264	678	150	216	235	308	477	380	436	333	257	439	1041	310	101	153	376					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	21407	2650	1950	1960	2400	2674	670	620	290	140	545	180	127	495	240	280	86	262	650	150	215	223	306	480	382	438	332	254	439	1044	303	100	152	370					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	11397	1361	947	988	1260	1202	362	313	173	75	313	92	92	354	118	203	64	131	443	83	90	96	195	321	188	288	203	161	262	484	156	55	94	230					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1131	53	34	57	62	52	32	57	7	9	59	11	8	54	55	15	0	35	50	18	25	29	23	20	64	27	34	15	13	79	62	24	14	34					
6	Число погашенных избирательных бюллетеней	8879	1236	969	915	1078	1420	276	250	110	56	173	77	27	87	67	62	22	96	157	49	100	98	88	139	130	123	95	78	164	481	85	21	44	106					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1131	53	34	57	62	52	32	57	7	9	59	11	8	54	55	15	0	35	50	18	25	29	23	20	64	27	34	15	13	79	62	24	14	34					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11397	1361	947	988	1260	1202	362	313	173	75	313	92	92	354	118	203	64	131	443	83	90	96	195	321	188	288	203	161	262	484	156	55	94	230					
9	Число недействительных избирательных бюллетеней	125	16	11	21	8	16	6	2	2	0	2	1	0	0	2	1	1	5	7	0	2	0	0	8	3	1	2	0	3	5	0	0	0	0					
10	Число действительных избирательных бюллетеней	12403	1398	970	1024	1314	1238	388	368	178	84	370	102	100	408	171	217	63	161	486	101	113	125	218	333	249	314	235	176	272	558	218	79	108	264					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	303	42	22	32	30	31	7	7	5	5	5	5	4	7	5	5	2	5	7	5	5	5	2	8	5	5	5	5	5	10	5	2	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	151	40	6	16	26	12	3	2	1	3	2	5	1	1	1	1	0	0	2	0	2	0	1	8	1	0	0	1	1	8	0	2	0	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	109	8	5	9	7	11	8	2	2	1	2	1	2	4	3	5	1	1	3	0	1	6	2	1	1	3	1	1	2	8	1	1	1	5					
14	Число погашенных неиспользованных открепительных удостоверений	152	2	16	16	4	19	4	5	4	2	3	0	3	6	4	4	2	5	5	5	3	5	1	0	4	5	5	4	4	2	5	0	5	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	1	1	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																								
18	1.Политическая партия «Аграрная партия России»	390	41	33	20	30	29	5	5	0	0	9	3	8	33	5	5	1	32	33	2	3	13	5	2	5	1	8	2	25	6	5	2	4	15					
		3.11%	2.90%	3.36%	1.91%	2.27%	2.31%	1.27%	1.35%	0.00%	0.00%	2.42%	2.91%	8.00%	8.09%	2.89%	2.29%	1.56%	19.28%	6.69%	1.98%	2.61%	10.40%	2.29%	0.59%	1.98%	0.32%	3.38%	1.14%	9.09%	1.07%	2.29%	2.53%	3.70%	5.68%					
19	2.Всероссийская политическая партия «Гражданская Сила»	77	19	14	12	16	5	0	2	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	3	0					
		0.61%	1.34%	1.43%	1.15%	1.21%	0.40%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	1.56%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.57%	0.00%	0.00%	0.92%	0.00%	2.78%	0.00%					
20	3.Политическая партия «Демократическая партия России»	11	2	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0					
		0.09%	0.14%	0.10%	0.10%	0.08%	0.00%	0.25%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.58%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1879	289	184	194	207	155	44	49	24	8	30	8	5	47	21	25	7	35	62	29	13	13	21	57	44	28	54	31	14	83	40	8	17	33					
		14.99%	20.44%	18.76%	18.56%	15.66%	12.36%	11.17%	13.24%	13.33%	9.52%	8.06%	7.77%	5.00%	11.52%	12.14%	11.47%	10.94%	21.08%	12.58%	28.71%	11.30%	10.40%	9.63%	16.72%	17.46%	8.89%	22.78%	17.61%	5.09%	14.74%	18.35%	10.13%	15.74%	12.50%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	24	3	3	3	4	6	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0					
