Выборы Президента Российской Федерации																																
																																
Наименование Избирательной комиссии:    Советская																																
																																
Итоги голосования 																																
																																
		Сумма	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534					
1	"Число избирателей, внесенных в список"	21731	1424	1890	1971	1915	1184	1382	597	144	1274	287	832	684	693	537	882	523	1181	226	328	1093	470	875	411	367	561					
2	Число полученных избирательных бюллетеней	22030	1500	1900	2000	2000	1100	1500	630	140	1350	300	800	680	680	600	860	560	1110	240	320	1090	440	860	440	380	550					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	14141	969	1263	1266	1236	754	824	380	111	891	184	534	450	404	354	615	338	778	129	192	778	226	627	263	178	397					
5	"Число избирательных бюллетеней, выданных вне помещения"	2373	59	61	49	49	136	174	103	12	115	59	136	110	161	128	102	104	185	61	80	32	120	72	70	142	53					
6	Число погашенных избирательных бюллетеней	5516	472	576	685	715	210	502	147	17	344	57	130	120	115	118	143	118	147	50	48	280	94	161	107	60	100					
7	Число избирательных бюллетеней в переносных ящиках	2373	59	61	49	49	136	174	103	12	115	59	136	110	161	128	102	104	185	61	80	32	120	72	70	142	53					
8	Число бюллетеней в стационарных ящиках для голосования	14141	969	1263	1266	1236	754	824	380	111	891	184	534	450	404	354	615	338	778	129	192	778	226	627	263	178	397					
9	Число недействительных избирательных бюллетеней	126	9	8	12	8	5	12	1	0	12	3	6	5	5	7	3	2	5	2	3	0	1	4	5	7	1					
10	Число действительных избирательных бюллетеней	16388	1019	1316	1303	1277	885	986	482	123	994	240	664	555	560	475	714	440	958	188	269	810	345	695	328	313	449					
11	Число полученных открепительных  удостоверений	669	25	25	25	30	15	35	10	1	67	6	20	40	20	10	70	35	50	10	5	70	25	30	12	13	20					
12	Число выданных открепительных удостоверений	628	18	16	21	29	12	35	10	1	67	5	19	40	19	10	69	35	50	10	5	70	20	30	11	11	15					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	280	13	16	19	26	16	6	6	4	19	9	4	14	10	0	14	11	20	1	10	27	9	11	4	4	7					
14	Число неиспользованных открепительных удостоверений	41	7	9	4	1	3	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	5	0	1	2	5					
15	"Число открепительных удостоверений, выданных в ТИК"	18	0	2	3	5	3	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																
18	. Глазьев Сергей Юрьевич	349	32	30	31	37	37	26	4	2	24	6	9	6	9	6	10	5	16	4	1	13	8	13	11	4	5					
		2.11%	3.11%	2.27%	2.36%	2.88%	4.16%	2.61%	0.83%	1.63%	2.39%	2.47%	1.34%	1.07%	1.59%	1.24%	1.39%	1.13%	1.66%	2.11%	0.37%	1.60%	2.31%	1.86%	3.30%	1.25%	1.11%					
19	. Малышкин Олег Александрович	471	29	45	46	33	17	38	10	1	25	7	22	13	16	20	23	10	27	9	5	15	8	26	7	4	15					
		2.85%	2.82%	3.40%	3.50%	2.57%	1.91%	3.81%	2.07%	0.81%	2.49%	2.88%	3.28%	2.32%	2.83%	4.15%	3.21%	2.26%	2.80%	4.74%	1.84%	1.85%	2.31%	3.72%	2.10%	1.25%	3.33%					
20	. Миронов Сергей Михайлович	130	17	16	13	11	3	10	0	0	8	2	5	6	2	4	3	4	5	3	0	2	2	2	3	5	4					
		0.79%	1.65%	1.21%	0.99%	0.86%	0.34%	1.00%	0.00%	0.00%	0.80%	0.82%	0.75%	1.07%	0.35%	0.83%	0.42%	0.90%	0.52%	1.58%	0.00%	0.25%	0.58%	0.29%	0.90%	1.56%	0.89%					
21	. Путин Владимир Владимирович	11493	657	905	911	875	572	701	392	80	773	186	501	349	338	323	530	299	636	123	169	627	287	508	234	254	263					
		69.60%	63.91%	68.35%	69.28%	68.09%	64.27%	70.24%	81.16%	65.04%	76.84%	76.54%	74.78%	62.32%	59.82%	67.01%	73.92%	67.65%	66.04%	64.74%	62.13%	77.41%	82.95%	72.68%	70.27%	79.38%	58.44%					
22	. Хакамада Ирина Муцуовна	386	28	30	32	36	21	27	6	0	14	5	5	12	14	14	17	8	29	5	13	22	6	19	7	5	11					
		2.34%	2.72%	2.27%	2.43%	2.80%	2.36%	2.71%	1.24%	0.00%	1.39%	2.06%	0.75%	2.14%	2.48%	2.90%	2.37%	1.81%	3.01%	2.63%	4.78%	2.72%	1.73%	2.72%	2.10%	1.56%	2.44%					
23	. Харитонов Николай Михайлович	3213	240	266	241	246	210	168	68	37	131	32	108	162	176	100	121	106	228	40	79	91	27	103	55	35	143					
		19.46%	23.35%	20.09%	18.33%	19.14%	23.60%	16.83%	14.08%	30.08%	13.02%	13.17%	16.12%	28.93%	31.15%	20.75%	16.88%	23.98%	23.68%	21.05%	29.04%	11.23%	7.80%	14.74%	16.52%	10.94%	31.78%					
																																
24	Против всех	346	16	24	29	39	25	16	2	3	19	2	14	7	5	8	10	8	17	4	2	40	7	24	11	6	8					
		2.10%	1.56%	1.81%	2.21%	3.04%	2.81%	1.60%	0.41%	2.44%	1.89%	0.82%	2.09%	1.25%	0.88%	1.66%	1.39%	1.81%	1.77%	2.11%	0.74%	4.94%	2.02%	3.43%	3.30%	1.88%	1.78%					
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
