Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																								
Дата голосования: 18.09.2016																																								
																																								
Наименование Избирательной комиссии:    Кузоватовская																																								
																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																								
																																								
		Сумма	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622	УИК №1623	УИК №1624	УИК №1625	УИК №1626	УИК №1627	УИК №1628	УИК №1629									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	17349	379	358	314	100	214	286	313	392	109	724	145	962	424	706	465	271	336	760	945	512	474	128	396	157	391	542	1960	2027	2559									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	18481	450	390	400	133	240	390	380	450	129	750	168	1000	480	740	520	300	360	850	1000	550	510	141	430	180	440	600	2000	2000	2500									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	11302	278	307	251	54	164	206	262	312	81	403	124	694	277	398	294	226	293	569	654	437	353	103	352	129	281	449	981	975	1395									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1718	37	34	29	19	27	29	17	56	15	79	10	102	30	106	129	34	37	91	60	34	98	20	34	15	65	74	164	109	164									
6	Число погашенных избирательных бюллетеней	5461	135	49	120	60	49	155	101	82	33	268	34	204	173	236	97	40	30	190	286	79	59	18	44	36	94	77	855	916	941									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1718	37	34	29	19	27	29	17	56	15	79	10	102	30	106	129	34	37	91	60	34	98	20	34	15	65	74	164	109	164									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	11302	278	307	251	54	164	206	262	312	81	403	124	694	277	398	294	226	293	569	654	437	353	103	352	129	281	449	981	975	1395									
9	Число недействительных избирательных бюллетеней	144	1	0	0	0	0	0	4	36	0	7	0	2	5	0	3	2	4	29	9	1	0	0	0	0	0	7	10	7	17									
10	Число действительных избирательных бюллетеней	12876	314	341	280	73	191	235	275	332	96	475	134	794	302	504	420	258	326	631	705	470	451	123	386	144	346	516	1135	1077	1542									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	700	20	25	20	10	10	15	20	30	15	30	20	35	20	40	40	20	10	20	40	20	20	10	20	10	20	30	40	40	50									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	561	20	15	20	7	10	15	20	10	10	30	20	28	20	40	40	11	10	20	40	20	20	6	20	10	20	27	13	11	28									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	122	5	3	2	2	5	3	5	2	1	2	0	4	3	6	12	2	6	2	3	1	8	4	2	0	3	1	9	15	11									
14	Число погашенных неиспользованных открепительных удостоверений	139	0	10	0	3	0	0	0	20	5	0	0	7	0	0	0	9	0	0	0	0	0	4	0	0	0	3	27	29	22									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	33	0	1	0	0	0	0	3	1	0	1	0	4	0	1	0	0	1	1	3	1	0	0	1	1	1	0	5	5	3									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																								
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	87	6	0	0	0	0	3	0	0	0	5	1	0	2	4	2	2	0	0	5	3	2	0	1	0	1	2	15	13	20									
		0.67%	1.90%	0.00%	0.00%	0.00%	0.00%	1.28%	0.00%	0.00%	0.00%	1.04%	0.75%	0.00%	0.65%	0.79%	0.47%	0.77%	0.00%	0.00%	0.70%	0.64%	0.44%	0.00%	0.26%	0.00%	0.29%	0.38%	1.31%	1.20%	1.28%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	267	8	5	0	2	0	6	3	2	3	17	5	14	4	12	11	2	0	0	22	7	3	0	8	2	1	5	44	42	39									
		2.05%	2.54%	1.47%	0.00%	2.74%	0.00%	2.55%	1.08%	0.54%	3.13%	3.53%	3.73%	1.76%	1.30%	2.38%	2.60%	0.77%	0.00%	0.00%	3.08%	1.49%	0.67%	0.00%	2.07%	1.39%	0.29%	0.96%	3.84%	3.87%	2.50%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	113	0	4	0	0	0	4	0	0	0	1	3	7	5	3	2	3	0	8	4	6	4	0	2	1	1	2	19	13	21									
		0.87%	0.00%	1.17%	0.00%	0.00%	0.00%	1.70%	0.00%	0.00%	0.00%	0.21%	2.24%	0.88%	1.63%	0.60%	0.47%	1.15%	0.00%	1.21%	0.56%	1.27%	0.89%	0.00%	0.52%	0.69%	0.29%	0.38%	1.66%	1.20%	1.35%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9212	244	291	201	39	167	160	253	274	69	306	94	637	211	276	271	224	296	550	492	404	403	106	335	118	294	425	664	509	899									
		70.75%	77.46%	85.34%	71.79%	53.42%	87.43%	68.09%	90.68%	74.46%	71.88%	63.49%	70.15%	80.03%	68.73%	54.76%	64.07%	86.15%	89.70%	83.33%	68.91%	85.77%	89.36%	86.18%	86.79%	81.94%	84.97%	81.26%	57.99%	46.96%	57.67%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	24	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	0	0	1	1	1	0	1	1	0	1	5	3	5									
		0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.13%	0.00%	0.20%	0.24%	0.38%	0.00%	0.00%	0.14%	0.21%	0.22%	0.00%	0.26%	0.69%	0.00%	0.19%	0.44%	0.28%	0.32%									
24	"6. Политическая партия ""Гражданская Платформа"""	12	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	2	3									
		0.09%	0.00%	0.00%	0.00%	1.37%	0.00%	0.00%	0.00%	0.00%	1.04%	0.21%	0.00%	0.00%	0.33%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.69%	0.00%	0.00%	0.09%	0.18%	0.19%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1365	26	20	43	19	9	22	13	27	11	86	16	66	22	72	56	16	3	31	98	22	19	6	10	11	15	29	178	200	219									
		10.48%	8.25%	5.87%	15.36%	26.03%	4.71%	9.36%	4.66%	7.34%	11.46%	17.84%	11.94%	8.29%	7.17%	14.29%	13.24%	6.15%	0.91%	4.70%	13.73%	4.67%	4.21%	4.88%	2.59%	7.64%	4.34%	5.54%	15.55%	18.45%	14.05%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	25	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	4	0	0	1	8	5	2									
		0.19%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	1.04%	0.00%	0.00%	0.19%	0.70%	0.46%	0.13%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	43	2	0	0	0	0	1	0	0	1	1	0	0	1	1	0	2	0	0	0	1	1	0	1	1	0	0	8	9	13									
		0.33%	0.63%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	1.04%	0.21%	0.00%	0.00%	0.33%	0.20%	0.00%	0.77%	0.00%	0.00%	0.00%	0.21%	0.22%	0.00%	0.26%	0.69%	0.00%	0.00%	0.70%	0.83%	0.83%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	9	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	2	1									
		0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.20%	0.00%	0.38%	0.00%	0.00%	0.14%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.06%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	53	1	0	1	0	0	2	0	1	1	3	0	0	2	6	2	0	0	0	4	0	3	0	1	0	0	1	8	5	12									
		0.41%	0.32%	0.00%	0.36%	0.00%	0.00%	0.85%	0.00%	0.27%	1.04%	0.62%	0.00%	0.00%	0.65%	1.19%	0.47%	0.00%	0.00%	0.00%	0.56%	0.00%	0.67%	0.00%	0.26%	0.00%	0.00%	0.19%	0.70%	0.46%	0.77%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1488	22	21	33	12	14	32	6	27	7	41	15	60	51	113	51	5	27	42	70	21	10	11	18	8	34	47	163	251	276									
