Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																														
Дата голосования: 07.12.2003 0:00:00																														
																														
Наименование Избирательной комиссии:    Граховская 																														
																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																														
																														
		Сумма	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523					
1	"Число избирателей, внесенных в списки"	7882	2542	203	115	339	165	273	173	136	486	214	150	413	391	146	323	298	190	139	269	161	505	69	182					
2	"Число бюллетеней, полученных участковыми комиссиями"	7333	2260	200	116	304	165	250	174	131	450	215	148	380	350	138	300	280	202	141	250	171	460	71	177					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	5859	1769	159	103	256	141	192	126	118	367	199	133	303	290	119	231	240	162	123	231	127	285	68	117					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	746	74	29	11	31	12	47	40	13	47	12	9	72	60	19	38	23	11	12	16	14	97	1	58					
6	Число погашенных бюллетеней	728	417	12	2	17	12	11	8	0	36	4	6	5	0	0	31	17	29	6	3	30	78	2	2					
7	Число бюллетеней в переносных ящиках для голосования	746	74	29	11	31	12	47	40	13	47	12	9	72	60	19	38	23	11	12	16	14	97	1	58					
8	Число бюллетеней в стационарных ящиках для голосования	5857	1768	159	103	256	141	192	126	118	367	199	133	303	289	119	231	240	162	123	231	127	285	68	117					
9	Число недействительных бюллетеней	98	17	2	0	5	8	2	2	5	7	4	1	8	0	4	2	6	2	5	0	2	7	1	8					
10	Число действительных бюллетеней	6505	1825	186	114	282	145	237	164	126	407	207	141	367	349	134	267	257	171	130	247	139	375	68	167					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	147	20	5	3	8	3	10	5	5	10	3	3	10	10	3	8	7	5	3	5	3	10	3	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	60	14	4	0	7	3	1	0	1	0	0	0	5	1	1	4	7	1	2	1	1	4	3	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	28	5	3	1	1	0	2	1	0	1	0	0	0	4	0	1	1	1	1	1	1	2	1	1					
14	Число погашенных открепительных удостоверений	87	6	1	3	1	0	9	5	4	10	3	3	5	9	2	4	0	4	1	4	2	6	0	5					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
18	"1. ""ЕДИНЕНИЕ"""	137	21	5	4	6	4	3	1	2	9	4	6	13	19	0	5	8	5	1	0	5	10	0	6					
		2.07%	1.14%	2.65%	3.50%	2.09%	2.61%	1.25%	0.60%	1.52%	2.17%	1.89%	4.22%	3.46%	5.44%	0.0%	1.85%	3.04%	2.89%	0.74%	0.0%	3.54%	2.61%	0.0%	3.42%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	41	26	0	0	1	1	2	0	0	3	0	0	1	2	0	0	3	0	0	0	0	1	1	0					
		0.62%	1.41%	0.0%	0.0%	0.34%	0.65%	0.83%	0.0%	0.0%	0.72%	0.0%	0.0%	0.26%	0.57%	0.0%	0.0%	1.14%	0.0%	0.0%	0.0%	0.0%	0.26%	1.44%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	66	21	2	0	6	1	5	0	0	2	2	5	1	2	2	1	4	3	2	0	1	5	0	1					
		0.99%	1.14%	1.06%	0.0%	2.09%	0.65%	2.09%	0.0%	0.0%	0.48%	0.94%	3.52%	0.26%	0.57%	1.44%	0.37%	1.52%	1.73%	1.48%	0.0%	0.70%	1.30%	0.0%	0.57%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	29	12	0	1	0	1	2	0	0	2	0	0	1	1	0	1	0	0	0	0	2	5	0	1					
		0.43%	0.65%	0.0%	0.87%	0.0%	0.65%	0.83%	0.0%	0.0%	0.48%	0.0%	0.0%	0.26%	0.28%	0.0%	0.37%	0.0%	0.0%	0.0%	0.0%	1.41%	1.30%	0.0%	0.57%					
