Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																							
Дата голосования: 07.12.2003 0:00:00																																																							
																																																							
Наименование Избирательной комиссии:    Мичуринская городская																																																							
																																																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																							
																																																							
		Сумма	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161					
1	"Число избирателей, внесенных в списки"	78454	1579	1540	1527	1822	1414	1551	1571	1162	2515	1923	1492	950	2229	1218	966	1207	1550	1388	1439	1740	2154	1189	1375	2795	2411	2318	1890	1821	2083	1662	1101	1611	940	1444	1187	1629	2011	2068	876	1419	1129	1802	1694	1351	2479	1675	1802	1755					
2	"Число бюллетеней, полученных участковыми комиссиями"	80858	1700	1600	1600	1904	1500	1550	1700	1150	2400	1900	1450	950	2400	1350	950	1200	1700	1500	1600	1800	2300	1300	1400	2800	2400	2250	1900	1950	2004	1700	1100	1600	900	1450	1200	1700	1950	1950	950	1650	1200	1800	1800	1400	2450	1950	1950	1950					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	33323	759	605	605	872	703	531	569	404	926	770	552	345	1089	605	339	370	784	684	672	864	991	487	577	1212	1226	998	756	926	847	788	495	642	317	533	410	717	1005	900	354	457	554	680	416	560	967	811	847	802					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1432	47	42	34	14	39	28	17	28	44	37	27	21	24	39	25	22	21	17	32	13	6	39	17	89	13	14	12	28	18	19	31	36	27	43	19	24	18	20	17	78	30	41	93	44	19	19	24	23					
6	Число погашенных бюллетеней	46103	894	953	961	1018	758	991	1114	718	1430	1093	871	584	1287	706	586	808	895	799	896	923	1303	774	806	1499	1161	1238	1132	996	1139	893	574	922	556	874	771	959	927	1030	579	1115	616	1079	1291	796	1464	1120	1079	1125					
7	Число бюллетеней в переносных ящиках для голосования	1433	47	42	34	14	39	29	17	28	44	37	27	21	24	39	25	22	21	17	32	13	6	39	17	89	13	14	12	28	18	19	31	36	27	43	19	24	18	20	17	78	30	41	93	44	19	19	24	23					
8	Число бюллетеней в стационарных ящиках для голосования	33300	759	605	604	871	701	531	569	403	924	770	552	345	1089	605	339	370	783	684	672	864	991	486	576	1212	1226	998	756	921	847	788	495	642	317	533	410	717	1002	899	354	457	553	679	416	560	967	811	845	802					
9	Число недействительных бюллетеней	570	25	20	6	15	12	5	8	9	21	27	8	7	19	7	10	5	11	8	15	23	15	7	5	12	9	19	16	17	10	8	6	20	4	11	9	20	10	7	1	9	12	12	5	14	18	6	10	17					
10	Число действительных бюллетеней	34163	781	627	632	870	728	555	578	422	947	780	571	359	1094	637	354	387	793	693	689	854	982	518	588	1289	1230	993	752	932	855	799	520	658	340	565	420	721	1010	912	370	526	571	708	504	590	968	824	859	808					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	647	13	13	13	13	13	13	13	13	13	13	14	13	13	13	13	13	14	13	13	13	13	13	13	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	13	13	13					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	165	0	0	2	5	8	4	7	1	6	0	1	0	4	1	0	3	6	3	6	5	7	8	2	8	0	3	1	11	1	6	5	0	1	1	3	4	2	10	0	4	0	4	1	4	0	4	6	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	101	1	2	6	2	1	0	3	2	3	1	2	0	2	3	4	2	0	2	1	0	0	6	0	5	2	1	2	1	2	1	0	0	1	3	1	1	9	0	1	1	2	1	2	6	5	9	0	2					
14	Число погашенных открепительных удостоверений	482	13	13	11	8	5	9	6	12	7	13	13	13	9	12	13	10	8	10	7	8	6	5	11	6	14	11	12	3	13	8	9	14	13	13	11	10	12	4	14	10	14	10	13	10	14	9	7	6					
15	Число открепительных удостоверений выданных ТИК	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																							
18	"1. ""ЕДИНЕНИЕ"""	393	4	7	8	6	8	5	4	5	15	6	6	4	21	10	2	9	6	6	18	10	6	14	9	11	10	10	9	6	4	8	3	8	4	9	6	5	13	9	0	7	9	20	6	5	11	11	11	9					
		1.13%	0.49%	1.08%	1.25%	0.67%	1.08%	0.89%	0.68%	1.16%	1.54%	0.74%	1.03%	1.09%	1.88%	1.55%	0.54%	2.29%	0.74%	0.85%	2.55%	1.14%	0.60%	2.66%	1.51%	0.84%	0.80%	0.98%	1.17%	0.63%	0.46%	0.99%	0.57%	1.17%	1.16%	1.56%	1.39%	0.67%	1.27%	0.97%	0.0%	1.30%	1.54%	2.77%	1.17%	0.82%	1.11%	1.32%	1.26%	1.09%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	570	10	8	10	25	6	10	18	4	19	12	14	5	20	17	8	4	16	9	19	14	18	6	17	29	18	14	7	12	13	11	5	4	5	7	8	14	28	18	6	10	10	16	5	7	7	5	12	10					
		1.64%	1.24%	1.23%	1.56%	2.82%	0.81%	1.78%	3.07%	0.92%	1.96%	1.48%	2.41%	1.36%	1.79%	2.63%	2.19%	1.02%	1.99%	1.28%	2.69%	1.59%	1.80%	1.14%	2.86%	2.22%	1.45%	1.38%	0.91%	1.26%	1.50%	1.36%	0.95%	0.58%	1.45%	1.21%	1.86%	1.88%	2.74%	1.95%	1.61%	1.86%	1.71%	2.22%	0.98%	1.15%	0.70%	0.60%	1.38%	1.21%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	2433	56	42	43	70	55	51	46	33	62	48	48	34	102	55	27	30	48	42	68	73	76	35	31	93	62	42	54	71	46	66	38	44	16	58	28	55	86	40	28	45	38	53	42	48	34	65	44	62					
		7.00%	6.94%	6.49%	6.73%	7.90%	7.43%	9.10%	7.84%	7.65%	6.40%	5.94%	8.29%	9.28%	9.16%	8.54%	7.41%	7.65%	5.97%	5.99%	9.65%	8.32%	7.62%	6.66%	5.22%	7.14%	5.00%	4.15%	7.03%	7.48%	5.31%	8.17%	7.22%	6.48%	4.65%	10.06%	6.52%	7.42%	8.43%	4.35%	7.54%	8.41%	6.51%	7.36%	8.25%	7.94%	3.44%	7.83%	5.06%	7.51%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1184	16	17	23	34	31	13	16	15	43	29	10	9	47	17	8	4	23	19	20	24	35	16	34	40	47	37	24	50	28	28	28	13	11	16	8	35	50	30	16	16	22	30	13	16	38	25	28	32					
		3.40%	1.98%	2.62%	3.60%	3.84%	4.18%	2.32%	2.73%	3.48%	4.44%	3.59%	1.72%	2.45%	4.22%	2.63%	2.19%	1.02%	2.86%	2.71%	2.84%	2.73%	3.51%	3.04%	5.73%	3.07%	3.79%	3.65%	3.12%	5.26%	3.23%	3.46%	5.32%	1.91%	3.19%	2.77%	1.86%	4.72%	4.90%	3.26%	4.31%	2.99%	3.77%	4.16%	2.55%	2.64%	3.85%	3.01%	3.22%	3.87%					
22	"5. ""За Русь Святую"""	223	4	3	9	1	6	4	14	0	7	6	5	2	14	3	4	4	8	5	4	2	7	5	6	13	6	6	1	11	6	6	0	3	2	10	3	3	2	1	2	3	7	2	1	1	3	4	0	4					
		0.64%	0.49%	0.46%	1.41%	0.11%	0.81%	0.71%	2.38%	0.0%	0.72%	0.74%	0.86%	0.54%	1.25%	0.46%	1.09%	1.02%	0.99%	0.71%	0.56%	0.22%	0.70%	0.95%	1.01%	0.99%	0.48%	0.59%	0.13%	1.15%	0.69%	0.74%	0.0%	0.44%	0.58%	1.73%	0.69%	0.40%	0.19%	0.10%	0.53%	0.56%	1.20%	0.27%	0.19%	0.16%	0.30%	0.48%	0.0%	0.48%					
23	"6. ""Объединенная Российская партия ""Русь"""	50	1	2	0	1	0	1	0	1	1	2	0	2	2	1	0	1	3	3	0	0	1	0	0	2	2	4	1	1	3	2	0	2	0	2	1	1	0	0	0	0	1	0	2	1	0	1	1	1					
		0.14%	0.12%	0.30%	0.0%	0.11%	0.0%	0.17%	0.0%	0.23%	0.10%	0.24%	0.0%	0.54%	0.17%	0.15%	0.0%	0.25%	0.37%	0.42%	0.0%	0.0%	0.10%	0.0%	0.0%	0.15%	0.16%	0.39%	0.13%	0.10%	0.34%	0.24%	0.0%	0.29%	0.0%	0.34%	0.23%	0.13%	0.0%	0.0%	0.0%	0.0%	0.17%	0.0%	0.39%	0.16%	0.0%	0.12%	0.11%	0.12%					
24	"7. ""Новый курс - Автомобильная Россия"""	277	10	3	0	3	8	11	3	4	2	8	4	4	14	11	3	2	13	7	10	8	7	6	3	9	14	7	5	5	7	13	5	0	3	3	2	3	7	6	1	5	6	11	3	1	6	4	3	4					
		0.79%	1.24%	0.46%	0.0%	0.33%	1.08%	1.96%	0.51%	0.92%	0.20%	0.99%	0.69%	1.09%	1.25%	1.70%	0.82%	0.51%	1.61%	0.99%	1.42%	0.91%	0.70%	1.14%	0.50%	0.69%	1.12%	0.69%	0.65%	0.52%	0.80%	1.61%	0.95%	0.0%	0.87%	0.52%	0.46%	0.40%	0.68%	0.65%	0.26%	0.93%	1.02%	1.52%	0.58%	0.16%	0.60%	0.48%	0.34%	0.48%					
25	"8. ""Народно-республиканская партия России"""	39	1	0	2	2	2	0	2	0	0	1	2	2	0	0	0	0	2	1	2	4	0	1	2	1	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	1	0	4	0	0	1	2	0	0					
		0.11%	0.12%	0.0%	0.31%	0.22%	0.27%	0.0%	0.34%	0.0%	0.0%	0.12%	0.34%	0.54%	0.0%	0.0%	0.0%	0.0%	0.24%	0.14%	0.28%	0.45%	0.0%	0.19%	0.33%	0.07%	0.0%	0.0%	0.0%	0.10%	0.0%	0.0%	0.0%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.10%	0.0%	0.18%	0.0%	0.55%	0.0%	0.0%	0.10%	0.24%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	117	0	1	2	3	3	1	1	1	4	0	2	1	3	2	0	8	2	3	4	3	3	0	4	8	6	2	1	4	2	6	1	4	1	1	3	2	2	2	4	0	0	3	1	0	6	0	2	5					
		0.33%	0.0%	0.15%	0.31%	0.33%	0.40%	0.17%	0.17%	0.23%	0.41%	0.0%	0.34%	0.27%	0.26%	0.31%	0.0%	2.04%	0.24%	0.42%	0.56%	0.34%	0.30%	0.0%	0.67%	0.61%	0.48%	0.19%	0.13%	0.42%	0.23%	0.74%	0.19%	0.58%	0.29%	0.17%	0.69%	0.26%	0.19%	0.21%	1.07%	0.0%	0.0%	0.41%	0.19%	0.0%	0.60%	0.0%	0.23%	0.60%					
27	"10. ""Аграрная партия России"""	696	25	4	11	9	14	2	17	6	29	19	14	9	22	19	8	5	12	13	17	14	9	39	18	33	24	21	15	19	16	14	4	12	7	15	5	10	17	17	11	10	8	13	10	11	12	26	20	11					
		2.00%	3.10%	0.61%	1.72%	1.01%	1.89%	0.35%	2.90%	1.39%	2.99%	2.35%	2.41%	2.45%	1.97%	2.95%	2.19%	1.27%	1.49%	1.85%	2.41%	1.59%	0.90%	7.42%	3.03%	2.53%	1.93%	2.07%	1.95%	2.00%	1.84%	1.73%	0.76%	1.76%	2.03%	2.60%	1.16%	1.34%	1.66%	1.84%	2.96%	1.86%	1.37%	1.80%	1.96%	1.82%	1.21%	3.13%	2.30%	1.33%					
28	"11. ""Истинные патриоты России"""	21	0	0	1	0	0	3	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	1	5	1	1	0	1					
		0.06%	0.0%	0.0%	0.15%	0.0%	0.0%	0.53%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.08%	0.0%	0.27%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.46%	0.0%	0.0%	0.0%	0.0%	0.56%	0.0%	0.0%	0.19%	0.82%	0.10%	0.12%	0.0%	0.12%					
