Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																						
Дата голосования: 02.12.2007																																																						
																																																						
Наименование Избирательной комиссии:    Красноярская																																																						
																																																						
Сводная таблица результатов выборов																																																						
																																																						
		Сумма	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784					
1	"Число избирателей, внесенных в списки избирателей"	40091	657	210	628	139	514	1536	2280	1025	318	1099	2429	2103	1566	405	252	2067	2311	1757	1657	2183	1437	1323	849	376	173	815	845	498	468	273	1077	403	492	312	456	565	385	748	792	376	443	140	392	311	223	515	268					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	37822	600	200	600	143	500	1400	2000	1000	300	1000	2000	2000	1400	350	250	2000	2000	1700	1600	2000	1400	1200	800	350	168	800	800	450	450	270	1050	400	900	300	450	550	350	750	800	350	450	141	350	300	200	500	250					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	22432	321	126	366	113	283	819	1326	540	141	677	1584	1262	982	230	151	1048	1260	840	842	1082	699	601	420	165	58	443	534	245	233	179	522	205	307	154	246	275	305	580	621	211	279	86	190	198	140	350	193					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2566	83	30	60	12	43	85	54	91	62	74	144	231	178	38	29	71	35	65	39	32	35	28	54	66	33	31	23	34	26	31	143	34	41	34	39	45	40	43	36	91	31	17	67	7	0	35	46					
6	Число погашенных избирательных бюллетеней	12824	196	44	174	18	174	496	620	369	97	249	272	507	240	82	70	881	705	795	719	886	666	571	326	119	77	326	243	171	191	60	385	161	552	112	165	230	5	127	143	48	140	38	93	95	60	115	11					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2566	83	30	60	12	43	85	54	91	62	74	144	231	178	38	29	71	35	65	39	32	35	28	54	66	33	31	23	34	26	31	143	34	41	34	39	45	40	43	36	91	31	17	67	7	0	35	46					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	22432	321	126	366	113	283	819	1326	540	141	677	1584	1262	982	230	151	1048	1260	840	842	1082	699	601	420	165	58	443	534	245	233	179	522	205	307	154	246	275	305	580	621	211	279	86	190	198	140	350	193					
9	Число недействительных избирательных бюллетеней	232	5	0	2	4	1	3	5	4	1	4	20	19	11	10	6	10	15	8	8	13	8	6	6	0	4	3	3	3	4	1	7	0	3	1	5	0	3	2	2	5	2	1	3	6	4	0	1					
10	Число действительных избирательных бюллетеней	24766	399	156	424	121	325	901	1375	627	202	747	1708	1474	1149	258	174	1109	1280	897	873	1101	726	623	468	231	87	471	554	276	255	209	658	239	345	187	280	320	342	621	655	297	308	102	254	199	136	385	238					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	727	10	5	10	5	10	20	30	20	10	15	35	30	30	10	18	40	45	50	21	40	30	25	10	10	5	10	15	10	10	5	20	15	5	5	10	5	5	10	10	5	18	5	5	5	5	10	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	510	10	5	5	5	6	6	13	15	5	8	35	22	30	6	18	40	41	46	9	20	16	8	5	7	3	4	7	2	4	0	20	15	4	2	10	5	4	3	2	1	18	1	5	4	0	10	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	407	4	2	2	5	3	60	30	4	4	9	29	12	15	7	6	9	36	8	9	6	4	3	7	11	2	10	2	1	3	3	18	6	26	2	4	9	10	0	2	9	4	1	0	2	2	4	2					
14	Число погашенных неиспользованных открепительных удостоверений	217	0	0	5	0	4	14	17	5	5	7	0	8	0	4	0	0	4	4	12	20	14	17	5	3	2	6	8	8	6	5	0	0	1	3	0	0	1	7	8	4	0	4	0	1	5	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																						
18	1.Политическая партия «Аграрная партия России»	432	11	2	8	1	7	16	9	21	1	15	22	24	15	2	3	20	29	21	20	29	11	10	8	2	1	6	11	4	6	0	21	2	1	4	3	9	2	6	5	3	16	2	6	11	2	3	1					
		1.73%	2.72%	1.28%	1.88%	0.80%	2.15%	1.77%	0.65%	3.33%	0.49%	1.99%	1.27%	1.61%	1.29%	0.75%	1.67%	1.79%	2.24%	2.32%	2.27%	2.60%	1.50%	1.59%	1.69%	0.87%	1.10%	1.27%	1.97%	1.43%	2.32%	0.00%	3.16%	0.84%	0.29%	2.13%	1.05%	2.81%	0.58%	0.96%	0.76%	0.99%	5.16%	1.94%	2.33%	5.37%	1.43%	0.78%	0.42%					
19	2.Всероссийская политическая партия «Гражданская Сила»	124	0	1	0	0	0	7	7	1	1	3	10	8	7	1	1	7	11	4	7	5	7	4	1	1	0	5	3	0	2	1	5	0	2	2	2	0	1	0	1	3	0	0	1	0	0	2	0					
		0.50%	0.00%	0.64%	0.00%	0.00%	0.00%	0.77%	0.51%	0.16%	0.49%	0.40%	0.58%	0.54%	0.60%	0.37%	0.56%	0.63%	0.85%	0.44%	0.79%	0.45%	0.95%	0.64%	0.21%	0.43%	0.00%	1.05%	0.54%	0.00%	0.77%	0.48%	0.75%	0.00%	0.57%	1.06%	0.70%	0.00%	0.29%	0.00%	0.15%	0.99%	0.00%	0.00%	0.39%	0.00%	0.00%	0.52%	0.00%					
20	3.Политическая партия «Демократическая партия России»	34	0	0	0	0	0	0	1	0	1	2	2	1	1	2	1	0	1	1	5	2	1	2	1	0	0	1	0	0	0	0	1	2	0	0	1	1	0	0	0	0	1	1	1	0	0	1	0					
		0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.07%	0.00%	0.49%	0.27%	0.12%	0.07%	0.09%	0.75%	0.56%	0.00%	0.08%	0.11%	0.57%	0.18%	0.14%	0.32%	0.21%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.15%	0.84%	0.00%	0.00%	0.35%	0.31%	0.00%	0.00%	0.00%	0.00%	0.32%	0.97%	0.39%	0.00%	0.00%	0.26%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2703	32	10	45	2	23	104	132	113	19	83	196	192	148	30	28	125	169	110	104	111	91	84	58	31	6	60	74	23	32	8	90	19	15	41	23	37	16	21	16	17	37	14	17	18	11	42	26					
		10.81%	7.92%	6.41%	10.56%	1.60%	7.06%	11.50%	9.57%	17.91%	9.36%	11.05%	11.34%	12.86%	12.76%	11.19%	15.56%	11.17%	13.05%	12.15%	11.80%	9.96%	12.40%	13.35%	12.24%	13.42%	6.59%	12.66%	13.29%	8.24%	12.36%	3.81%	13.53%	7.95%	4.31%	21.81%	8.07%	11.56%	4.64%	3.37%	2.44%	5.63%	11.94%	13.59%	6.61%	8.78%	7.86%	10.91%	10.88%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	236	4	1	0	0	0	9	9	3	0	29	3	9	11	1	2	8	19	9	29	15	8	7	5	6	5	7	1	7	2	1	4	0	2	1	1	5	3	1	3	1	2	0	1	0	0	1	1					
		0.94%	0.99%	0.64%	0.00%	0.00%	0.00%	0.99%	0.65%	0.48%	0.00%	3.86%	0.17%	0.60%	0.95%	0.37%	1.11%	0.71%	1.47%	0.99%	3.29%	1.35%	1.09%	1.11%	1.05%	2.60%	5.49%	1.48%	0.18%	2.51%	0.77%	0.48%	0.60%	0.00%	0.57%	0.53%	0.35%	1.56%	0.87%	0.16%	0.46%	0.33%	0.65%	0.00%	0.39%	0.00%	0.00%	0.26%	0.42%					
23	6.Политическая партия «Партия социальной справедливости»	45	1	0	0	0	0	4	5	0	0	3	2	1	3	0	1	2	2	2	2	1	1	1	1	1	0	5	1	0	2	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0					
		0.18%	0.25%	0.00%	0.00%	0.00%	0.00%	0.44%	0.36%	0.00%	0.00%	0.40%	0.12%	0.07%	0.26%	0.00%	0.56%	0.18%	0.15%	0.22%	0.23%	0.09%	0.14%	0.16%	0.21%	0.43%	0.00%	1.05%	0.18%	0.00%	0.77%	0.00%	0.15%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1851	25	13	40	3	20	75	107	26	15	58	158	106	98	12	13	92	147	67	44	78	62	51	34	19	7	47	64	17	12	6	37	26	49	10	21	29	21	20	10	10	25	7	30	14	2	15	9					
		7.40%	6.19%	8.33%	9.39%	2.40%	6.13%	8.30%	7.75%	4.12%	7.39%	7.72%	9.14%	7.10%	8.45%	4.48%	7.22%	8.22%	11.35%	7.40%	4.99%	7.00%	8.45%	8.11%	7.17%	8.23%	7.69%	9.92%	11.49%	6.09%	4.63%	2.86%	5.56%	10.88%	14.08%	5.32%	7.37%	9.06%	6.09%	3.21%	1.52%	3.31%	8.06%	6.80%	11.67%	6.83%	1.43%	3.90%	3.77%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1497	15	13	20	7	18	42	112	26	17	46	92	76	61	17	13	90	77	57	74	78	53	40	40	17	6	36	29	22	25	5	41	9	22	8	18	15	14	10	11	20	20	7	21	7	14	24	12					
		5.99%	3.71%	8.33%	4.69%	5.60%	5.52%	4.65%	8.12%	4.12%	8.37%	6.13%	5.32%	5.09%	5.26%	6.34%	7.22%	8.04%	5.95%	6.30%	8.40%	7.00%	7.22%	6.36%	8.44%	7.36%	6.59%	7.59%	5.21%	7.89%	9.65%	2.38%	6.17%	3.77%	6.32%	4.26%	6.32%	4.69%	4.06%	1.61%	1.67%	6.62%	6.45%	6.80%	8.17%	3.41%	10.00%	6.23%	5.02%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	152	4	1	1	1	1	4	7	2	3	3	11	4	10	1	0	9	9	6	13	5	7	3	2	1	0	1	6	1	6	1	5	1	5	1	2	4	1	0	1	0	2	0	3	0	0	3	1					
		0.61%	0.99%	0.64%	0.23%	0.80%	0.31%	0.44%	0.51%	0.32%	1.48%	0.40%	0.64%	0.27%	0.86%	0.37%	0.00%	0.80%	0.69%	0.66%	1.48%	0.45%	0.95%	0.48%	0.42%	0.43%	0.00%	0.21%	1.08%	0.36%	2.32%	0.48%	0.75%	0.42%	1.44%	0.53%	0.70%	1.25%	0.29%	0.00%	0.15%	0.00%	0.65%	0.00%	1.17%	0.00%	0.00%	0.78%	0.42%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	17531	306	115	310	107	254	625	976	433	145	505	1200	1037	786	189	111	747	811	613	567	769	477	416	316	147	62	301	362	200	165	187	449	180	241	118	208	219	284	561	607	241	203	71	173	149	107	293	188					
		70.13%	75.74%	73.72%	72.77%	85.60%	77.91%	69.14%	70.72%	68.62%	71.43%	67.24%	69.44%	69.46%	67.76%	70.52%	61.67%	66.76%	62.63%	67.73%	64.36%	69.03%	64.99%	66.14%	66.67%	63.64%	68.13%	63.50%	64.99%	71.68%	63.71%	89.05%	67.52%	75.31%	69.25%	62.77%	72.98%	68.44%	82.32%	90.05%	92.39%	79.80%	65.48%	68.93%	67.32%	72.68%	76.43%	76.10%	78.66%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	161	1	0	0	0	2	15	10	2	0	0	12	16	9	3	1	9	5	7	8	8	8	5	2	6	0	2	3	2	3	0	4	0	7	2	1	1	0	2	1	1	2	0	0	0	0	1	0					
		0.64%	0.25%	0.00%	0.00%	0.00%	0.61%	1.66%	0.72%	0.32%	0.00%	0.00%	0.69%	1.07%	0.78%	1.12%	0.56%	0.80%	0.39%	0.77%	0.91%	0.72%	1.09%	0.79%	0.42%	2.60%	0.00%	0.42%	0.54%	0.72%	1.16%	0.00%	0.60%	0.00%	2.01%	1.06%	0.35%	0.31%	0.00%	0.32%	0.15%	0.33%	0.65%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%					
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
