Выборы Президента Российской Федерации																																											
Дата голосования: 02.03.2008																																											
																																											
Наименование Избирательной комиссии:    Георгиевская																																											
																																											
Сводная таблица результатов выборов																																											
																																											
	Число участковых избирательных комиссий	36																																									
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	36																																									
																																											
		Сумма	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323					
1	"Число избирателей, включенных в списки избирателей"	65540	2148	2389	1806	1492	1669	2020	2135	1833	436	1053	1897	750	1982	2018	2432	2576	1884	1432	2604	380	2161	961	2004	2155	2019	2322	2369	1369	2156	1679	2071	1676	392	2268	2608	2394					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	63500	2000	2200	1700	1400	1500	1900	2000	1800	400	1000	1900	700	1900	2000	2400	2500	1900	1900	2500	350	2000	900	2000	2000	2000	2200	2400	1300	2100	1600	2000	1600	350	2200	2600	2300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	41775	1390	1567	1177	723	1053	1392	1253	1036	344	529	879	483	1249	1191	1555	1711	1293	1395	1652	271	1252	571	1128	1171	1340	1668	1465	884	1518	1244	1293	1287	304	1369	1686	1452					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	5016	148	136	80	102	109	145	150	160	24	114	376	70	248	260	201	234	169	37	152	59	76	121	128	205	73	102	127	143	256	147	113	61	20	107	203	160					
6	Число погашенных избирательных бюллетеней	16709	462	497	443	575	338	363	597	604	32	357	645	147	403	549	644	555	438	468	696	20	672	208	744	624	587	430	808	273	326	209	594	252	26	724	711	688					
7	Число избирательных бюллетеней в переносных ящиках для голосования	5016	148	136	80	102	109	145	150	160	24	114	376	70	248	260	201	234	169	37	152	59	76	121	128	205	73	102	127	143	256	147	113	61	20	107	203	160					
8	Число бюллетеней в стационарных ящиках для голосования	41775	1390	1567	1177	723	1053	1392	1253	1036	344	529	879	483	1249	1191	1555	1711	1293	1395	1652	271	1252	571	1128	1171	1340	1668	1465	884	1518	1244	1293	1287	304	1369	1686	1452					
9	Число недействительных избирательных бюллетеней	376	5	14	12	10	7	21	6	3	1	3	10	1	7	18	11	15	8	15	13	3	6	6	20	9	35	8	23	3	11	5	23	24	7	13	0	0					
10	Число действительных избирательных бюллетеней	46415	1533	1689	1245	815	1155	1516	1397	1193	367	640	1245	552	1490	1433	1745	1930	1454	1417	1791	327	1322	686	1236	1367	1378	1762	1569	1024	1763	1386	1383	1324	317	1463	1889	1612					
11	Число полученных открепительных  удостоверений	434	14	15	20	11	15	14	10	10	5	15	10	10	10	10	17	13	13	7	15	5	20	5	15	10	18	17	15	10	10	20	10	10	5	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	330	14	11	15	11	9	14	6	4	2	15	4	4	7	10	16	12	13	6	15	3	8	5	9	8	8	17	5	4	10	15	9	10	5	10	10	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	179	6	7	7	7	11	8	3	1	1	6	3	1	4	9	2	2	4	5	5	3	7	6	6	5	1	3	5	2	5	7	9	7	3	4	4	10					
14	Число неиспользованных открепительных удостоверений	104	0	4	5	0	6	0	4	6	3	0	6	6	3	0	1	1	0	1	0	2	12	0	6	2	10	0	10	6	0	5	1	0	0	0	0	4					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	10	0	1	2	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																											
18	Богданов Андрей Владимирович	313	2	17	7	6	9	10	4	7	1	4	1	5	9	9	20	15	4	6	21	1	11	12	11	11	12	10	13	3	12	10	15	13	7	10	0	5					
		0.67%	0.13%	0.99%	0.56%	0.73%	0.77%	0.65%	0.29%	0.59%	0.27%	0.62%	0.08%	0.90%	0.60%	0.62%	1.14%	0.77%	0.27%	0.42%	1.16%	0.30%	0.83%	1.73%	0.88%	0.80%	0.85%	0.56%	0.82%	0.29%	0.68%	0.72%	1.07%	0.96%	2.16%	0.68%	0.00%	0.31%					
19	Жириновский Владимир Вольфович	3967	165	208	112	98	98	118	126	98	21	54	20	33	118	134	127	136	92	110	202	37	158	113	119	157	162	144	124	81	101	99	157	131	24	99	100	91					
		8.48%	10.73%	12.21%	8.91%	11.88%	8.43%	7.68%	8.98%	8.19%	5.71%	8.40%	1.59%	5.97%	7.88%	9.24%	7.23%	6.99%	6.29%	7.68%	11.20%	11.21%	11.90%	16.33%	9.47%	11.41%	11.46%	8.14%	7.79%	7.89%	5.69%	7.12%	11.17%	9.72%	7.41%	6.71%	5.29%	5.65%					
20	Зюганов Геннадий Андреевич	9679	437	481	311	246	229	220	276	254	59	176	130	67	206	212	377	421	292	258	305	57	359	145	290	370	350	327	309	255	226	220	358	169	40	406	454	387					
