Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																															
Дата голосования: 04.12.2011																																															
																																															
Наименование Избирательной комиссии:    Унечская																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074					
1	"Число избирателей, внесенных в список избирателей"	34491	1147	2103	1127	1244	2227	2048	1360	2330	2368	2455	2245	2228	228	248	459	218	569	851	331	417	510	374	632	594	207	747	508	414	510	491	90	158	133	287	659	345	491	781	288	69					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	34885	1150	2085	1130	1260	2265	2125	1300	2380	2385	2495	2255	2260	225	255	475	230	580	865	330	430	515	380	635	600	210	770	515	415	525	500	100	160	135	280	665	355	495	785	295	70					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	15393	463	913	461	537	1008	1054	568	950	1070	1139	848	916	130	106	213	65	264	409	158	170	235	171	274	280	77	400	375	199	241	230	59	81	90	133	286	141	232	285	123	39					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2533	63	56	58	23	51	67	123	199	29	37	116	83	5	54	76	80	47	80	33	84	172	60	99	71	41	122	46	66	63	43	12	24	10	27	69	70	33	82	46	13					
6	Число погашенных избирательных бюллетеней	16959	624	1116	611	700	1206	1004	609	1231	1286	1319	1291	1261	90	95	186	85	269	376	139	176	108	149	262	249	92	248	94	150	221	227	29	55	35	120	310	144	230	418	126	18					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2532	63	56	58	23	51	67	123	199	29	37	116	83	5	54	76	80	47	80	33	84	172	60	99	71	41	122	46	66	62	43	12	24	10	27	69	70	33	82	46	13					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	15392	463	913	460	537	1008	1054	568	950	1070	1139	848	916	130	106	213	65	264	409	158	170	235	171	274	280	77	400	375	199	241	230	59	81	90	133	286	141	232	285	123	39					
9	Число недействительных избирательных бюллетеней	228	12	12	10	10	17	14	6	8	15	19	8	13	4	1	2	0	5	4	0	3	2	4	3	4	0	10	6	2	8	3	0	1	2	2	3	1	4	6	3	1					
10	Число действительных избирательных бюллетеней	17696	514	957	508	550	1042	1107	685	1141	1084	1157	956	986	131	159	287	145	306	485	191	251	405	227	370	347	118	512	415	263	295	270	71	104	98	158	352	210	261	361	166	51					
