Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																		
Дата голосования: 04.12.2011																		
																		
Наименование Избирательной комиссии:    Звенигородская городская																		
																		
Сводная таблица результатов выборов																		
																		
		Сумма	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643					
1	"Число избирателей, внесенных в список избирателей"	14500	1862	944	1030	1458	1574	1388	508	527	2775	2227	207					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	12220	1510	760	850	1300	1320	1210	330	440	2420	1900	180					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7041	842	496	505	687	806	664	261	240	1399	1015	126					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	394	173	4	4	27	33	43	33	15	34	7	21					
6	Число погашенных избирательных бюллетеней	4784	495	260	341	586	481	503	35	185	987	878	33					
7	Число избирательных бюллетеней в переносных ящиках для голосования	394	173	4	4	27	33	43	33	15	34	7	21					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7013	842	496	505	659	806	664	261	240	1399	1015	126					
9	Число недействительных избирательных бюллетеней	257	40	26	20	21	34	25	12	9	19	50	1					
10	Число действительных избирательных бюллетеней	7150	975	474	489	665	805	682	282	246	1414	972	146					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	240	25	20	15	25	25	25	15	15	30	30	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	120	11	13	7	12	13	6	3	5	27	23	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	419	58	37	44	10	49	17	103	14	46	23	18					
14	Число погашенных неиспользованных открепительных удостоверений	120	14	7	8	13	12	19	12	10	3	7	15					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	0	0	0	0	1	0	0	1	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	1	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0					
																		
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1043	112	74	75	74	125	133	39	49	203	133	26					
		14.08%	11.03%	14.80%	14.73%	10.79%	14.90%	18.81%	13.27%	19.22%	14.17%	13.01%	17.69%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1048	115	81	75	101	130	88	49	26	208	163	12					
		14.15%	11.33%	16.20%	14.73%	14.72%	15.49%	12.45%	16.67%	10.20%	14.52%	15.95%	8.16%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	81	8	13	4	9	10	4	5	2	13	13	0					
		1.09%	0.79%	2.60%	0.79%	1.31%	1.19%	0.57%	1.70%	0.78%	0.91%	1.27%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1937	174	125	110	222	243	189	98	71	430	230	45					
		26.15%	17.14%	25.00%	21.61%	32.36%	28.96%	26.73%	33.33%	27.84%	30.01%	22.50%	30.61%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	388	48	24	22	28	59	36	16	18	67	63	7					
		5.24%	4.73%	4.80%	4.32%	4.08%	7.03%	5.09%	5.44%	7.06%	4.68%	6.16%	4.76%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2599	513	152	202	228	234	228	71	77	480	358	56					
		35.09%	50.54%	30.40%	39.69%	33.24%	27.89%	32.25%	24.15%	30.20%	33.50%	35.03%	38.10%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	54	5	5	1	3	4	4	4	3	13	12	0					
		0.73%	0.49%	1.00%	0.20%	0.44%	0.48%	0.57%	1.36%	1.18%	0.91%	1.17%	0.00%					
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
