Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																														
Дата голосования: 04.12.2011																																														
																																														
Наименование Избирательной комиссии:    Камышинская городская																																														
																																														
Сводная таблица результатов выборов																																														
																																														
		Сумма	УИК №4301	УИК №4302	УИК №4303	УИК №4304	УИК №4305	УИК №4306	УИК №4307	УИК №4308	УИК №4309	УИК №4310	УИК №4311	УИК №4312	УИК №4313	УИК №4314	УИК №4315	УИК №4316	УИК №4317	УИК №4318	УИК №4319	УИК №4320	УИК №4321	УИК №4322	УИК №4323	УИК №4324	УИК №4325	УИК №4326	УИК №4327	УИК №4328	УИК №4330	УИК №4331	УИК №4332	УИК №4333	УИК №4334	УИК №4335	УИК №4336	УИК №4337	УИК №4338	УИК №4339	УИК №4340					
1	"Число избирателей, внесенных в список избирателей"	93261	2024	2261	2119	1851	2931	2967	2974	2997	2932	2998	2875	2147	2530	2343	2497	1980	1947	2790	1888	1712	1896	1807	2684	2572	1851	2112	2281	1976	2630	2548	1800	2921	2854	2038	2203	2100	2973	2289	2963					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	85600	2000	2200	2000	1600	2700	2700	2600	2800	2500	2900	2500	2100	2500	2000	2400	1900	1900	2400	1500	1700	1800	2000	2100	2200	1800	2000	1900	1500	2300	2400	1800	2700	2800	2100	2200	2100	2700	1600	2700					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	50813	1049	1121	1023	672	1656	1777	1654	1884	1576	1807	1566	1160	1296	1503	1195	988	793	1647	867	880	1015	964	1759	1582	838	991	1091	1269	1571	1091	877	1648	1451	1702	1130	1033	1757	1241	1689					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	3009	28	120	81	160	65	62	67	23	33	24	56	34	60	46	87	35	39	179	48	109	60	59	64	197	72	51	81	49	101	100	52	165	47	49	73	126	84	169	54					
6	Число погашенных избирательных бюллетеней	31778	923	959	896	768	979	861	879	893	891	1069	878	906	1144	451	1118	877	1068	574	585	711	725	977	277	421	890	958	728	182	628	1209	871	887	1302	349	997	941	859	190	957					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3009	28	120	81	160	65	62	67	23	33	24	56	34	60	46	87	35	39	179	48	109	60	59	64	197	72	51	81	49	101	100	52	165	47	49	73	126	84	169	54					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	50807	1049	1121	1023	672	1656	1777	1654	1878	1576	1807	1566	1160	1296	1503	1195	988	793	1647	867	880	1015	964	1759	1582	838	991	1091	1269	1571	1091	877	1648	1451	1702	1130	1033	1757	1241	1689					
9	Число недействительных избирательных бюллетеней	605	16	18	9	9	20	23	17	17	25	16	15	19	23	19	19	14	9	17	10	12	15	18	18	13	14	12	15	15	8	16	12	19	0	16	17	23	15	13	19					
10	Число действительных избирательных бюллетеней	53211	1061	1223	1095	823	1701	1816	1704	1884	1584	1815	1607	1175	1333	1530	1263	1009	823	1809	905	977	1060	1005	1805	1766	896	1030	1157	1303	1664	1175	917	1794	1498	1735	1186	1136	1826	1397	1724					
