Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    Ржевская городская																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №1199									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	47249	2067	1071	2285	1343	2400	1109	1546	1228	2051	1073	1322	697	1078	1396	2332	1144	1108	2423	2076	2368	1169	1194	2112	2102	2014	2109	1247	2055	1124	6									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	44644	1950	1000	2200	1300	2250	1050	1500	1200	1950	1000	1200	624	1000	1300	2200	1100	1050	2300	2000	2300	1100	1100	2000	2000	1900	2000	1050	1950	1050	20									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	19287	809	463	879	575	920	455	655	560	849	456	553	304	381	664	1140	471	482	1019	925	1011	418	430	780	806	919	844	332	741	440	6									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	921	17	2	15	21	26	11	19	16	32	17	38	314	9	2	12	7	2	20	26	38	17	18	23	31	28	13	125	16	6	0									
6	Число погашенных избирательных бюллетеней	24436	1124	535	1306	704	1304	584	826	624	1069	527	609	6	610	634	1048	622	566	1261	1049	1251	665	652	1197	1163	953	1143	593	1193	604	14									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	921	17	2	15	21	26	11	19	16	32	17	38	314	9	2	12	7	2	20	26	38	17	18	23	31	28	13	125	16	6	0									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	19240	809	463	879	575	917	455	653	555	846	456	553	304	380	664	1139	471	482	1019	924	1007	418	430	757	803	918	844	332	741	440	6									
9	Число недействительных избирательных бюллетеней	394	24	4	13	11	15	7	12	8	9	11	12	34	6	12	22	12	7	17	20	19	10	5	14	15	22	11	12	19	11	0									
10	Число действительных избирательных бюллетеней	19767	802	461	881	585	928	459	660	563	869	462	579	584	383	654	1129	466	477	1022	930	1026	425	443	766	819	924	846	445	738	435	6									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	770	30	20	40	20	40	30	30	30	30	20	20	5	20	25	30	20	20	30	30	40	30	20	30	30	30	30	20	30	20	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	523	11	10	29	15	31	8	24	25	27	18	15	3	11	16	24	16	12	24	23	32	15	12	26	23	19	18	7	22	7	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	514	15	6	14	8	23	13	16	13	20	17	18	73	8	21	67	11	6	9	18	16	3	15	17	27	16	18	4	10	12	0									
14	Число погашенных неиспользованных открепительных удостоверений	247	19	10	11	5	9	22	6	5	3	2	5	2	9	9	6	4	8	6	7	8	15	8	4	7	11	12	13	8	13	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	248	10	3	15	4	11	4	12	10	12	6	5	0	3	9	36	7	6	8	11	10	5	4	11	10	9	10	4	9	4	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	252	14	8	13	8	7	13	9	11	10	7	2	4	3	4	13	5	3	13	17	12	3	4	9	13	8	12	6	14	7	0									
		1.25%	1.69%	1.72%	1.45%	1.34%	0.74%	2.79%	1.34%	1.93%	1.14%	1.48%	0.34%	0.65%	0.77%	0.60%	1.13%	1.05%	0.62%	1.25%	1.79%	1.15%	0.69%	0.89%	1.15%	1.56%	0.85%	1.40%	1.31%	1.85%	1.57%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	513	26	10	20	12	14	6	16	17	26	15	14	8	9	18	17	7	18	37	31	34	13	12	16	23	20	22	14	17	20	1									
		2.54%	3.15%	2.15%	2.24%	2.01%	1.48%	1.29%	2.38%	2.98%	2.96%	3.17%	2.37%	1.29%	2.31%	2.70%	1.48%	1.46%	3.72%	3.56%	3.26%	3.25%	2.99%	2.68%	2.05%	2.76%	2.11%	2.57%	3.06%	2.25%	4.48%	16.67%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	462	13	8	31	13	27	16	17	12	23	8	17	11	10	13	16	13	10	27	21	26	3	12	18	15	19	25	8	17	13	0									
		2.29%	1.57%	1.72%	3.47%	2.18%	2.86%	3.43%	2.53%	2.10%	2.62%	1.69%	2.88%	1.78%	2.57%	1.95%	1.39%	2.72%	2.07%	2.60%	2.21%	2.49%	0.69%	2.68%	2.31%	1.80%	2.01%	2.92%	1.75%	2.25%	2.91%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8338	327	180	333	250	396	195	246	199	350	183	265	481	177	289	520	168	187	385	320	402	177	208	326	364	420	316	181	302	187	4									
		41.36%	39.59%	38.71%	37.25%	41.95%	41.99%	41.85%	36.61%	34.85%	39.86%	38.69%	44.84%	77.83%	45.50%	43.39%	45.18%	35.15%	38.64%	37.05%	33.68%	38.47%	40.69%	46.43%	41.79%	43.65%	44.40%	36.87%	39.61%	39.89%	41.93%	66.67%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	151	9	5	10	6	6	0	7	5	6	3	2	1	3	3	12	1	4	6	6	8	3	2	9	7	7	8	2	5	5	0									
		0.75%	1.09%	1.08%	1.12%	1.01%	0.64%	0.00%	1.04%	0.88%	0.68%	0.63%	0.34%	0.16%	0.77%	0.45%	1.04%	0.21%	0.83%	0.58%	0.63%	0.77%	0.69%	0.45%	1.15%	0.84%	0.74%	0.93%	0.44%	0.66%	1.12%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	31	1	1	0	3	3	1	0	0	0	1	0	0	2	0	3	2	1	0	2	1	0	0	1	2	1	4	0	0	2	0									
		0.15%	0.12%	0.22%	0.00%	0.50%	0.32%	0.21%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.51%	0.00%	0.26%	0.42%	0.21%	0.00%	0.21%	0.10%	0.00%	0.00%	0.13%	0.24%	0.11%	0.47%	0.00%	0.00%	0.45%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3010	124	65	137	85	156	66	80	59	134	52	82	34	72	103	188	61	75	143	117	166	84	83	128	129	149	133	116	124	65	0									
		14.93%	15.01%	13.98%	15.32%	14.26%	16.54%	14.16%	11.90%	10.33%	15.26%	10.99%	13.87%	5.50%	18.51%	15.47%	16.33%	12.76%	15.50%	13.76%	12.32%	15.89%	19.31%	18.53%	16.41%	15.47%	15.75%	15.52%	25.38%	16.38%	14.57%	0.00%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	132	7	3	5	2	5	2	6	2	8	5	12	0	3	10	8	3	3	8	4	6	2	2	3	6	5	5	2	2	3	0									
		0.65%	0.85%	0.65%	0.56%	0.34%	0.53%	0.43%	0.89%	0.35%	0.91%	1.06%	2.03%	0.00%	0.77%	1.50%	0.70%	0.63%	0.62%	0.77%	0.42%	0.57%	0.46%	0.45%	0.38%	0.72%	0.53%	0.58%	0.44%	0.26%	0.67%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	152	3	1	6	2	9	5	4	5	5	1	3	0	1	11	6	1	2	6	13	14	6	2	11	3	11	9	2	5	5	0									
		0.75%	0.36%	0.22%	0.67%	0.34%	0.95%	1.07%	0.60%	0.88%	0.57%	0.21%	0.51%	0.00%	0.26%	1.65%	0.52%	0.21%	0.41%	0.58%	1.37%	1.34%	1.38%	0.45%	1.41%	0.36%	1.16%	1.05%	0.44%	0.66%	1.12%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	32	0	2	0	1	0	0	1	0	1	1	1	1	1	0	3	2	0	2	2	1	1	0	0	4	4	4	0	0	0	0									
		0.16%	0.00%	0.43%	0.00%	0.17%	0.00%	0.00%	0.15%	0.00%	0.11%	0.21%	0.17%	0.16%	0.26%	0.00%	0.26%	0.42%	0.00%	0.19%	0.21%	0.10%	0.23%	0.00%	0.00%	0.48%	0.42%	0.47%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	294	12	3	11	10	16	10	12	13	15	10	7	4	5	12	21	6	4	11	19	12	4	9	16	17	11	7	4	7	6	0									
		1.46%	1.45%	0.65%	1.23%	1.68%	1.70%	2.15%	1.79%	2.28%	1.71%	2.11%	1.18%	0.65%	1.29%	1.80%	1.82%	1.26%	0.83%	1.06%	2.00%	1.15%	0.92%	2.01%	2.05%	2.04%	1.16%	0.82%	0.88%	0.92%	1.35%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4373	181	111	209	129	170	104	174	142	214	116	124	26	70	138	232	142	112	268	264	261	98	84	157	151	179	200	68	177	72	0									
		21.69%	21.91%	23.87%	23.38%	21.64%	18.03%	22.32%	25.89%	24.87%	24.37%	24.52%	20.98%	4.21%	17.99%	20.72%	20.16%	29.71%	23.14%	25.79%	27.79%	24.98%	22.53%	18.75%	20.13%	18.11%	18.92%	23.34%	14.88%	23.38%	16.14%	0.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	108	8	0	7	6	7	1	2	4	5	4	2	1	1	2	5	0	2	13	6	2	3	0	4	3	5	5	4	2	4	0									
		0.54%	0.97%	0.00%	0.78%	1.01%	0.74%	0.21%	0.30%	0.70%	0.57%	0.85%	0.34%	0.16%	0.26%	0.30%	0.43%	0.00%	0.41%	1.25%	0.63%	0.19%	0.69%	0.00%	0.51%	0.36%	0.53%	0.58%	0.88%	0.26%	0.90%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1919	77	64	99	58	112	40	86	94	72	56	48	13	26	51	85	55	56	103	108	81	28	25	68	82	85	96	38	66	46	1									
		9.52%	9.32%	13.76%	11.07%	9.73%	11.88%	8.58%	12.80%	16.46%	8.20%	11.84%	8.12%	2.10%	6.68%	7.66%	7.38%	11.51%	11.57%	9.91%	11.37%	7.75%	6.44%	5.58%	8.72%	9.83%	8.99%	11.20%	8.32%	8.72%	10.31%	16.67%									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
