Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																	
Дата голосования: 07.12.2003 0:00:00																																	
																																	
Наименование Избирательной комиссии:    Волжская городская																																	
																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																	
																																	
		Сумма	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553					
1	"Число избирателей, внесенных в списки"	48643	2330	1835	2133	2098	1889	1801	1993	1912	1851	1849	1421	1905	1697	2313	2364	2395	2223	2309	1875	2240	1953	1728	1647	1775	532	575					
2	"Число бюллетеней, полученных участковыми комиссиями"	45600	2370	1700	1900	1810	1700	1760	1800	1800	1600	1800	1260	1750	1500	2100	2300	2300	2200	2200	1800	2200	1800	1700	1600	1600	520	530					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	25820	1189	969	1047	1199	1180	995	1001	980	1028	1002	850	941	852	1215	1316	1263	1118	1257	885	1204	1083	938	934	870	218	286					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	465	17	38	49	16	20	32	15	14	15	4	11	21	10	18	10	13	14	11	18	18	18	11	22	22	14	14					
6	Число погашенных бюллетеней	19315	1164	693	804	595	500	733	784	806	557	794	399	788	638	867	974	1024	1068	932	897	978	699	751	644	708	288	230					
7	Число бюллетеней в переносных ящиках для голосования	465	17	38	49	16	20	32	15	14	15	4	11	21	10	18	10	13	14	11	18	18	18	11	22	22	14	14					
8	Число бюллетеней в стационарных ящиках для голосования	25814	1189	969	1047	1199	1180	995	1000	979	1028	1002	850	941	850	1215	1316	1263	1118	1257	885	1204	1081	938	934	870	218	286					
9	Число недействительных бюллетеней	434	20	11	21	27	17	18	24	19	7	21	10	14	15	18	14	18	17	21	19	21	21	8	20	22	1	10					
10	Число действительных бюллетеней	25845	1186	996	1075	1188	1183	1009	991	974	1036	985	851	948	845	1215	1312	1258	1115	1247	884	1201	1078	941	936	870	231	290					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	445	20	16	24	20	20	20	15	20	15	15	20	20	10	20	20	20	20	20	15	20	20	15	10	20	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	256	11	15	21	7	16	6	7	5	8	14	4	11	7	12	19	19	18	13	9	7	13	4	6	4	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	179	10	11	12	3	15	7	8	5	10	7	4	7	4	10	2	15	3	8	7	5	6	5	4	0	8	3					
14	Число погашенных открепительных удостоверений	189	9	1	3	13	4	14	8	15	7	1	16	9	3	8	1	1	2	7	6	13	7	11	4	16	5	5					
15	Число открепительных удостоверений выданных ТИК	55	6	2	5	1	0	2	2	0	1	0	0	4	2	0	2	2	2	3	2	5	1	3	6	3	1	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
