Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Ижемская																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	15019	268	295	690	306	430	851	684	993	235	1832	1205	143	509	470	521	191	317	209	448	2353	588	510	264	707									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	13600	240	260	600	280	420	800	600	900	220	1700	1080	120	450	430	500	180	300	200	420	2000	550	460	240	650									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	155	0	0	0	30	0	0	0	8	0	0	0	0	0	0	0	0	0	0	6	0	48	0	0	63									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	6234	125	132	271	120	225	320	278	375	94	749	526	66	239	237	182	118	171	114	207	803	259	225	134	264									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	596	3	13	13	13	43	51	47	26	9	20	51	3	16	19	49	14	8	8	20	75	39	11	14	31									
6	Число погашенных избирательных бюллетеней	6615	112	115	316	117	152	429	275	491	117	931	503	51	195	174	269	48	121	78	187	1122	204	224	92	292									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	751	3	13	13	43	43	51	47	34	9	20	51	3	16	19	49	14	8	8	26	75	87	11	14	94									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	6233	125	132	271	120	225	320	278	375	94	748	526	66	239	237	182	118	171	114	207	803	259	225	134	264									
9	Число недействительных избирательных бюллетеней	176	6	4	8	4	10	6	4	7	2	18	16	3	5	6	9	2	2	4	10	22	5	10	7	6									
10	Число действительных избирательных бюллетеней	6808	122	141	276	159	258	365	321	402	101	750	561	66	250	250	222	130	177	118	223	856	341	226	141	352									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	670	25	20	30	20	25	40	40	40	20	45	40	10	25	25	25	20	20	20	25	70	25	20	15	25									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	268	12	12	9	3	17	9	8	6	3	20	13	2	10	10	22	15	17	15	12	18	10	7	6	12									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	84	4	4	2	1	1	1	1	3	3	4	10	0	0	9	3	4	3	2	5	16	2	0	2	4									
14	Число погашенных неиспользованных открепительных удостоверений	402	13	8	21	17	8	31	32	34	17	25	27	8	15	15	3	5	3	5	13	52	15	13	9	13									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	25	0	0	0	0	1	2	4	0	1	7	8	1	0	0	0	0	0	0	0	0	0	1	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																			
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	106	1	2	2	2	1	5	8	9	2	15	7	1	2	3	7	6	3	2	0	12	3	5	4	4									
		1.52%	0.78%	1.38%	0.70%	1.23%	0.37%	1.35%	2.46%	2.20%	1.94%	1.95%	1.21%	1.45%	0.78%	1.17%	3.03%	4.55%	1.68%	1.64%	0.00%	1.37%	0.87%	2.12%	2.70%	1.12%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	386	8	9	30	6	13	16	19	26	6	36	33	1	19	15	18	4	11	6	6	48	15	8	9	24									
		5.53%	6.25%	6.21%	10.56%	3.68%	4.85%	4.31%	5.85%	6.36%	5.83%	4.69%	5.72%	1.45%	7.45%	5.86%	7.79%	3.03%	6.15%	4.92%	2.58%	5.47%	4.34%	3.39%	6.08%	6.70%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	237	5	2	19	5	6	15	6	12	4	23	17	2	4	6	6	4	12	8	11	39	7	5	10	9									
		3.39%	3.91%	1.38%	6.69%	3.07%	2.24%	4.04%	1.85%	2.93%	3.88%	2.99%	2.95%	2.90%	1.57%	2.34%	2.60%	3.03%	6.70%	6.56%	4.72%	4.44%	2.02%	2.12%	6.76%	2.51%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2946	60	84	129	82	120	165	111	163	33	285	196	27	94	103	92	59	75	57	112	325	218	121	67	168									
