Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																										
Дата голосования: 02.12.2007																										
																										
Наименование Избирательной комиссии:    Даровская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213					
1	"Число избирателей, внесенных в списки избирателей"	10371	219	177	234	325	464	205	1335	906	1531	1410	920	286	511	641	193	145	306	226	337					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	10468	230	180	240	321	485	195	1284	932	1564	1444	937	299	510	612	193	160	323	223	336					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7005	139	107	185	265	294	164	869	580	1010	960	575	176	414	400	154	122	168	184	239					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1419	65	61	26	46	120	26	77	80	116	111	117	94	58	137	39	16	133	33	64					
6	Число погашенных избирательных бюллетеней	2044	26	12	29	10	71	5	338	272	438	373	245	29	38	75	0	22	22	6	33					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1419	65	61	26	46	120	26	77	80	116	111	117	94	58	137	39	16	133	33	64					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7003	139	107	185	265	294	164	868	580	1009	960	575	176	414	400	154	122	168	184	239					
9	Число недействительных избирательных бюллетеней	128	2	1	0	4	0	2	8	12	13	12	6	2	6	8	4	1	36	3	8					
10	Число действительных избирательных бюллетеней	8294	202	167	211	307	414	188	937	648	1112	1059	686	268	466	529	189	137	265	214	295					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	242	5	10	10	10	30	8	20	17	20	14	16	7	16	11	9	9	15	8	7					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	242	5	10	10	10	30	8	20	17	20	14	16	7	16	11	9	9	15	8	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	103	2	3	3	6	2	2	15	13	4	15	9	4	8	3	2	3	5	3	1					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	48	0	0	2	1	3	2	13	5	5	8	4	1	0	0	0	0	1	3	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
18	1.Политическая партия «Аграрная партия России»	544	14	3	6	16	16	25	79	38	74	73	62	7	33	33	12	8	26	11	8					
		6.46%	6.86%	1.79%	2.84%	5.14%	3.86%	13.16%	8.36%	5.76%	6.58%	6.82%	8.96%	2.59%	6.99%	6.15%	6.22%	5.80%	8.64%	5.07%	2.64%					
19	2.Всероссийская политическая партия «Гражданская Сила»	41	1	0	1	1	0	0	2	9	6	5	7	0	6	2	1	0	0	0	0					
		0.49%	0.49%	0.00%	0.47%	0.32%	0.00%	0.00%	0.21%	1.36%	0.53%	0.47%	1.01%	0.00%	1.27%	0.37%	0.52%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	13	4	0	0	0	0	0	1	1	1	2	0	0	0	2	0	2	0	0	0					
		0.15%	1.96%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.15%	0.09%	0.19%	0.00%	0.00%	0.00%	0.37%	0.00%	1.45%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	868	35	12	11	35	60	29	68	43	131	96	53	37	43	75	31	11	30	11	57					
		10.31%	17.16%	7.14%	5.21%	11.25%	14.49%	15.26%	7.20%	6.52%	11.64%	8.96%	7.66%	13.70%	9.11%	13.97%	16.06%	7.97%	9.97%	5.07%	18.81%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	48	1	0	0	1	1	0	0	5	14	6	2	0	6	8	0	0	0	0	4					
		0.57%	0.49%	0.00%	0.00%	0.32%	0.24%	0.00%	0.00%	0.76%	1.24%	0.56%	0.29%	0.00%	1.27%	1.49%	0.00%	0.00%	0.00%	0.00%	1.32%					
23	6.Политическая партия «Партия социальной справедливости»	10	0	0	1	0	0	0	2	0	2	2	0	0	2	1	0	0	0	0	0					
		0.12%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.21%	0.00%	0.18%	0.19%	0.00%	0.00%	0.42%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1099	15	16	50	27	50	19	137	115	148	148	115	32	61	52	18	19	23	36	18					
		13.05%	7.35%	9.52%	23.70%	8.68%	12.08%	10.00%	14.50%	17.42%	13.16%	13.82%	16.62%	11.85%	12.92%	9.68%	9.33%	13.77%	7.64%	16.59%	5.94%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	600	18	12	3	10	30	12	73	45	90	102	53	8	46	40	20	5	14	2	17					
		7.12%	8.82%	7.14%	1.42%	3.22%	7.25%	6.32%	7.72%	6.82%	8.00%	9.52%	7.66%	2.96%	9.75%	7.45%	10.36%	3.62%	4.65%	0.92%	5.61%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	110	1	1	2	6	2	1	20	7	12	15	8	9	1	6	2	3	8	4	2					
		1.31%	0.49%	0.60%	0.95%	1.93%	0.48%	0.53%	2.12%	1.06%	1.07%	1.40%	1.16%	3.33%	0.21%	1.12%	1.04%	2.17%	2.66%	1.84%	0.66%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	4921	110	121	136	210	254	102	551	381	630	603	385	171	267	307	104	89	162	149	189					
		58.43%	53.92%	72.02%	64.45%	67.52%	61.35%	53.68%	58.31%	57.73%	56.00%	56.30%	55.64%	63.33%	56.57%	57.17%	53.89%	64.49%	53.82%	68.66%	62.38%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	40	3	2	1	1	1	0	4	4	4	7	1	4	1	3	1	0	2	1	0					
		0.47%	1.47%	1.19%	0.47%	0.32%	0.24%	0.00%	0.42%	0.61%	0.36%	0.65%	0.14%	1.48%	0.21%	0.56%	0.52%	0.00%	0.66%	0.46%	0.00%					
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
