Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																													
Дата голосования: 02.12.2007																																																													
																																																													
Наименование Избирательной комиссии:    Цумадинская																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №1636	УИК №1637	УИК №1638	УИК №1639	УИК №1640	УИК №1641	УИК №1642	УИК №1643	УИК №1644	УИК №1645	УИК №1646	УИК №1647	УИК №1648	УИК №1649	УИК №1650	УИК №1651	УИК №1652	УИК №1653	УИК №1654	УИК №1655	УИК №1656	УИК №1657	УИК №1658	УИК №1659	УИК №1660	УИК №1661	УИК №1662	УИК №1663	УИК №1664	УИК №1665	УИК №1666	УИК №1667	УИК №1668	УИК №1669	УИК №1670	УИК №1671	УИК №1672	УИК №1673	УИК №1674	УИК №1675	УИК №1676	УИК №1677	УИК №1678	УИК №1679	УИК №1680	УИК №1681	УИК №1682	УИК №1683	УИК №1684	УИК №1685	УИК №1686	УИК №1687	УИК №1688	УИК №1689					
1	"Число избирателей, внесенных в списки избирателей"	13441	379	569	432	290	74	690	154	291	516	226	316	371	633	640	114	78	80	73	305	297	66	635	164	360	113	93	241	81	68	118	147	214	414	780	116	310	295	98	218	131	90	134	158	252	155	158	417	77	110	134	249	66	169	82					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	13177	371	559	423	284	73	676	150	285	509	221	310	364	620	627	112	76	78	72	300	291	65	622	161	352	111	91	236	79	67	116	144	210	406	764	114	305	289	97	214	128	88	131	155	245	152	155	410	75	108	131	244	65	166	80					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	12058	360	509	417	246	70	591	132	281	460	189	270	361	558	574	68	66	70	70	297	282	65	600	140	326	105	83	221	77	65	113	139	185	371	693	104	260	287	85	198	113	78	116	138	157	137	135	391	75	108	101	223	56	163	79					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	103	0	0	0	0	0	9	0	0	8	0	0	0	0	0	23	0	0	0	0	0	0	22	9	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
6	Число погашенных избирательных бюллетеней	1016	11	50	6	38	3	76	18	4	41	32	40	3	62	53	21	10	8	2	3	9	0	0	12	26	6	8	15	2	2	3	5	25	35	71	10	13	2	12	16	15	10	15	17	88	15	20	19	0	0	30	21	9	3	1					
7	Число избирательных бюллетеней в переносных ящиках для голосования	103	0	0	0	0	0	9	0	0	8	0	0	0	0	0	23	0	0	0	0	0	0	22	9	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12058	360	509	417	246	70	591	132	281	460	189	270	361	558	574	68	66	70	70	297	282	65	600	140	326	105	83	221	77	65	113	139	185	371	693	104	260	287	85	198	113	78	116	138	157	137	135	391	75	108	101	223	56	163	79					
9	Число недействительных избирательных бюллетеней	18	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	2	4	3	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	12143	359	509	417	246	70	600	132	281	468	189	270	361	552	574	91	66	70	70	295	278	62	622	149	326	105	83	221	77	65	113	139	184	370	693	104	292	287	85	198	113	78	116	138	157	137	135	391	75	108	101	223	56	163	79					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	243	10	10	10	5	3	10	3	3	10	5	5	5	5	5	3	3	3	3	5	7	3	10	5	7	3	3	5	3	3	3	3	5	5	10	3	3	5	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
