Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																										
Дата голосования: 07.12.2003 0:00:00																										
																										
Наименование Избирательной комиссии:    Озерская																										
																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																										
																										
		Сумма	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397					
1	"Число избирателей, внесенных в списки"	11780	393	421	353	387	749	462	497	553	437	253	270	401	440	404	423	716	422	2281	1918					
2	"Число бюллетеней, полученных участковыми комиссиями"	10785	367	374	324	365	708	446	410	650	417	283	284	389	383	360	437	677	401	1710	1800					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	6169	211	227	170	174	294	287	237	268	282	160	156	197	170	180	251	351	205	1166	1183					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	485	16	22	22	0	119	18	47	24	7	15	14	12	14	43	2	29	12	42	27					
6	Число погашенных бюллетеней	4131	140	125	132	191	295	141	126	358	128	108	114	180	199	137	184	297	184	502	590					
7	Число бюллетеней в переносных ящиках для голосования	485	16	22	22	0	119	18	47	24	7	15	14	12	14	43	2	29	12	42	27					
8	Число бюллетеней в стационарных ящиках для голосования	6169	211	227	170	174	294	287	237	268	282	160	156	197	170	180	251	351	205	1166	1183					
9	Число недействительных бюллетеней	109	8	6	4	3	5	11	4	2	4	6	1	3	4	5	16	3	3	9	12					
10	Число действительных бюллетеней	6545	219	243	188	171	408	294	280	290	285	169	169	206	180	218	237	377	214	1199	1198					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	140	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	10	11					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	50	3	4	0	1	4	2	0	0	3	2	1	0	1	2	4	5	0	8	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	32	2	1	2	0	0	0	3	0	1	0	3	1	3	3	0	1	1	2	9					
14	Число погашенных открепительных удостоверений	90	4	3	7	6	3	5	7	7	4	5	6	7	6	5	3	2	7	2	1					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
18	"1. ""ЕДИНЕНИЕ"""	161	2	5	4	6	9	5	10	17	14	6	5	8	6	10	6	9	15	11	13					
		2.41%	0.88%	2.00%	2.08%	3.44%	2.17%	1.63%	3.52%	5.82%	4.84%	3.42%	2.94%	3.82%	3.26%	4.48%	2.37%	2.36%	6.91%	0.91%	1.07%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	73	0	1	0	0	1	6	3	4	10	1	0	7	4	1	2	2	0	16	15					
		1.09%	0.0%	0.40%	0.0%	0.0%	0.24%	1.96%	1.05%	1.36%	3.46%	0.57%	0.0%	3.34%	2.17%	0.44%	0.79%	0.52%	0.0%	1.32%	1.23%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	109	5	4	5	5	2	3	6	1	5	2	1	5	6	2	4	3	4	27	19					
		1.63%	2.20%	1.60%	2.60%	2.87%	0.48%	0.98%	2.11%	0.34%	1.73%	1.14%	0.58%	2.39%	3.26%	0.89%	1.58%	0.78%	1.84%	2.23%	1.57%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	71	1	4	1	0	0	1	3	2	3	0	3	2	1	0	3	5	1	26	15					
		1.06%	0.44%	1.60%	0.52%	0.0%	0.0%	0.32%	1.05%	0.68%	1.03%	0.0%	1.76%	0.95%	0.54%	0.0%	1.18%	1.31%	0.46%	2.15%	1.23%					
22	"5. ""За Русь Святую"""	15	1	0	0	0	1	1	1	1	0	0	1	0	2	0	1	1	0	1	4					
		0.22%	0.44%	0.0%	0.0%	0.0%	0.24%	0.32%	0.35%	0.34%	0.0%	0.0%	0.58%	0.0%	1.08%	0.0%	0.39%	0.26%	0.0%	0.08%	0.33%					
23	"6. ""Объединенная Российская партия ""Русь"""	22	3	1	0	0	1	2	0	1	1	0	0	0	0	2	2	3	0	2	4					
		0.33%	1.32%	0.40%	0.0%	0.0%	0.24%	0.65%	0.0%	0.34%	0.34%	0.0%	0.0%	0.0%	0.0%	0.89%	0.79%	0.78%	0.0%	0.16%	0.33%					
24	"7. ""Новый курс - Автомобильная Россия"""	39	0	1	1	2	1	2	0	0	4	0	1	2	1	4	2	2	1	7	8					
		0.58%	0.0%	0.40%	0.52%	1.14%	0.24%	0.65%	0.0%	0.0%	1.38%	0.0%	0.58%	0.95%	0.54%	1.79%	0.79%	0.52%	0.46%	0.57%	0.66%					
25	"8. ""Народно-республиканская партия России"""	15	3	1	3	0	0	0	2	1	0	0	0	0	1	0	0	0	1	1	2					
