Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																									
Дата голосования: 07.12.2003 0:00:00																																									
																																									
Наименование Избирательной комиссии:    Земетчинская																																									
																																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																									
																																									
		Сумма	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370					
1	"Число избирателей, внесенных в списки"	24101	1668	1083	1935	1167	1955	2184	960	665	774	391	291	400	755	218	211	936	570	414	143	1063	233	164	269	105	515	284	242	722	247	151	593	764	385	1644					
2	"Число бюллетеней, полученных участковыми комиссиями"	24095	1669	1085	1940	1163	1970	2188	965	668	777	390	292	400	760	219	213	941	569	411	144	1050	226	164	262	108	513	287	238	723	249	151	593	767	386	1614					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	12209	713	440	690	546	726	847	789	457	377	197	156	201	326	160	94	617	298	210	93	564	126	136	128	73	251	108	78	359	183	121	496	625	165	859					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2158	15	44	106	73	83	85	8	31	182	68	85	100	106	0	71	79	90	121	24	40	34	11	47	13	65	69	73	144	18	0	0	0	137	136					
6	Число погашенных бюллетеней	9728	941	601	1144	544	1161	1256	168	180	218	125	51	99	328	59	48	245	181	80	27	446	66	17	87	22	197	110	87	220	48	30	97	142	84	619					
7	Число бюллетеней в переносных ящиках для голосования	2158	15	44	106	73	83	85	8	31	182	68	85	100	106	0	71	79	90	121	24	40	34	11	47	13	65	69	73	144	18	0	0	0	137	136					
8	Число бюллетеней в стационарных ящиках для голосования	12209	713	440	690	546	726	847	789	457	377	197	156	201	326	160	94	617	298	210	93	564	126	136	128	73	251	108	78	359	183	121	496	625	165	859					
9	Число недействительных бюллетеней	200	5	4	8	18	19	30	5	6	2	3	9	5	4	0	0	0	6	1	1	3	1	2	4	0	1	1	0	1	0	1	14	18	0	28					
10	Число действительных бюллетеней	14167	723	480	788	601	790	902	792	482	557	262	232	296	428	160	165	696	382	330	116	601	159	145	171	86	315	176	151	502	201	120	482	607	302	967					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	300	15	15	15	15	15	15	10	10	10	5	5	5	10	5	5	10	10	10	5	10	5	5	5	5	10	5	5	10	10	5	10	10	5	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	40	6	0	2	5	8	8	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	28	1	0	0	3	0	2	0	0	1	3	0	0	0	0	0	0	1	2	1	1	0	0	2	0	3	0	2	1	0	2	0	0	2	1					
14	Число погашенных открепительных удостоверений	260	9	15	13	10	7	7	10	10	9	5	4	4	9	5	5	10	9	10	5	9	5	5	4	5	10	5	4	10	10	5	10	9	5	8					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																									
18	"1. ""ЕДИНЕНИЕ"""	172	18	3	8	8	17	14	3	10	4	2	4	7	9	0	3	11	5	5	0	4	0	0	2	0	6	6	5	3	0	0	0	6	0	9					
		1.19%	2.47%	0.61%	1.00%	1.29%	2.10%	1.50%	0.37%	2.04%	0.71%	0.75%	1.65%	2.32%	2.08%	0.0%	1.81%	1.58%	1.28%	1.51%	0.0%	0.66%	0.0%	0.0%	1.14%	0.0%	1.89%	3.38%	3.31%	0.59%	0.0%	0.0%	0.0%	0.96%	0.0%	0.90%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	35	4	3	1	0	0	6	0	2	2	0	2	0	2	0	0	2	2	0	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	4					
		0.24%	0.54%	0.61%	0.12%	0.0%	0.0%	0.64%	0.0%	0.40%	0.35%	0.0%	0.82%	0.0%	0.46%	0.0%	0.0%	0.28%	0.51%	0.0%	1.70%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.39%	0.49%	0.0%	0.0%	0.0%	0.0%	0.40%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	247	27	14	19	17	23	8	5	2	5	0	3	11	8	6	1	17	5	3	0	5	4	3	8	0	7	0	4	7	0	0	0	4	1	30					
		1.71%	3.70%	2.89%	2.38%	2.74%	2.84%	0.85%	0.62%	0.40%	0.89%	0.0%	1.24%	3.65%	1.85%	3.75%	0.60%	2.44%	1.28%	0.90%	0.0%	0.82%	2.5%	2.04%	4.57%	0.0%	2.21%	0.0%	2.64%	1.39%	0.0%	0.0%	0.0%	0.64%	0.33%	3.01%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	99	4	11	10	9	11	12	0	0	3	0	4	1	2	2	3	3	0	0	1	6	0	0	1	0	1	1	5	0	0	0	0	0	0	9					
		0.68%	0.54%	2.27%	1.25%	1.45%	1.35%	1.28%	0.0%	0.0%	0.53%	0.0%	1.65%	0.33%	0.46%	1.25%	1.81%	0.43%	0.0%	0.0%	0.85%	0.99%	0.0%	0.0%	0.57%	0.0%	0.31%	0.56%	3.31%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.90%					
22	"5. ""За Русь Святую"""	67	6	5	5	2	3	8	0	1	2	2	4	4	3	0	2	0	1	0	0	5	1	0	0	0	2	1	2	2	0	0	0	0	0	6					
		0.46%	0.82%	1.03%	0.62%	0.32%	0.37%	0.85%	0.0%	0.20%	0.35%	0.75%	1.65%	1.32%	0.69%	0.0%	1.21%	0.0%	0.25%	0.0%	0.0%	0.82%	0.62%	0.0%	0.0%	0.0%	0.63%	0.56%	1.32%	0.39%	0.0%	0.0%	0.0%	0.0%	0.0%	0.60%					
23	"6. ""Объединенная Российская партия ""Русь"""	24	0	0	0	0	5	1	0	1	1	0	2	1	1	0	0	0	2	0	0	0	0	0	2	0	2	0	0	1	0	0	4	0	0	1					
		0.16%	0.0%	0.0%	0.0%	0.0%	0.61%	0.10%	0.0%	0.20%	0.17%	0.0%	0.82%	0.33%	0.23%	0.0%	0.0%	0.0%	0.51%	0.0%	0.0%	0.0%	0.0%	0.0%	1.14%	0.0%	0.63%	0.0%	0.0%	0.19%	0.0%	0.0%	0.80%	0.0%	0.0%	0.10%					
24	"7. ""Новый курс - Автомобильная Россия"""	29	6	2	1	2	5	2	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	1	3					
		0.20%	0.82%	0.41%	0.12%	0.32%	0.61%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.33%	0.0%	0.62%	0.60%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.57%	0.0%	0.31%	0.0%	0.0%	0.39%	0.0%	0.0%	0.0%	0.0%	0.33%	0.30%					
25	"8. ""Народно-республиканская партия России"""	19	0	1	2	1	0	0	0	6	0	0	1	1	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3					
		0.13%	0.0%	0.20%	0.25%	0.16%	0.0%	0.0%	0.0%	1.22%	0.0%	0.0%	0.41%	0.33%	0.0%	0.0%	0.0%	0.0%	0.0%	0.60%	0.85%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.30%					
26	"9. ""Российская экологическая партия ""Зеленые"""	11	1	0	1	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0					
		0.07%	0.13%	0.0%	0.12%	0.16%	0.12%	0.10%	0.0%	0.20%	0.0%	0.0%	0.41%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	1.14%	0.0%	0.31%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	405	16	11	27	17	5	23	14	3	12	5	23	17	16	1	5	14	8	17	8	19	7	2	15	5	14	13	7	37	0	0	4	5	14	21					
		2.81%	2.19%	2.27%	3.39%	2.74%	0.61%	2.46%	1.75%	0.61%	2.14%	1.88%	9.54%	5.64%	3.70%	0.62%	3.03%	2.01%	2.06%	5.13%	6.83%	3.14%	4.37%	1.36%	8.57%	5.81%	4.43%	7.34%	4.63%	7.35%	0.0%	0.0%	0.80%	0.8%	4.63%	2.11%					
28	"11. ""Истинные патриоты России"""	7	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1					
		0.04%	0.0%	0.20%	0.0%	0.16%	0.0%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.10%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	66	3	2	5	1	1	7	1	0	2	2	2	2	5	0	0	3	2	0	1	3	0	0	1	0	10	0	0	4	0	0	3	0	0	6					
		0.45%	0.41%	0.41%	0.62%	0.16%	0.12%	0.75%	0.12%	0.0%	0.35%	0.75%	0.82%	0.66%	1.15%	0.0%	0.0%	0.43%	0.51%	0.0%	0.85%	0.49%	0.0%	0.0%	0.57%	0.0%	3.16%	0.0%	0.0%	0.79%	0.0%	0.0%	0.60%	0.0%	0.0%	0.60%					
30	"13. ""Демократическая партия России"""	24	1	0	2	0	2	3	0	0	1	0	0	1	1	0	0	0	2	0	2	0	0	1	0	0	2	0	0	0	0	0	4	0	0	2					
		0.16%	0.13%	0.0%	0.25%	0.0%	0.24%	0.32%	0.0%	0.0%	0.17%	0.0%	0.0%	0.33%	0.23%	0.0%	0.0%	0.0%	0.51%	0.0%	1.70%	0.0%	0.0%	0.68%	0.0%	0.0%	0.63%	0.0%	0.0%	0.0%	0.0%	0.0%	0.80%	0.0%	0.0%	0.20%					
31	"14. ""Великая Россия - Евразийский Союз"""	17	1	0	1	0	0	2	0	1	1	0	0	0	0	1	2	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	3					
		0.11%	0.13%	0.0%	0.12%	0.0%	0.0%	0.21%	0.0%	0.20%	0.17%	0.0%	0.0%	0.0%	0.0%	0.62%	1.21%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.68%	0.0%	0.0%	0.31%	0.0%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.33%	0.30%					
32	"15. ""Партия СЛОН"""	18	0	0	2	0	1	1	2	0	0	0	0	0	2	0	1	5	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1					
		0.12%	0.0%	0.0%	0.25%	0.0%	0.12%	0.10%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.46%	0.0%	0.60%	0.71%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.57%	0.0%	0.0%	1.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.10%					
33	"16. ""Родина"" (народно-патриотический союз)"""	443	37	20	23	14	33	33	11	21	15	8	6	7	10	5	10	28	12	3	7	14	6	1	9	0	8	8	1	15	2	1	2	15	3	55					
		3.08%	5.08%	4.13%	2.88%	2.26%	4.07%	3.54%	1.38%	4.30%	2.68%	3.01%	2.48%	2.32%	2.31%	3.12%	6.06%	4.02%	3.09%	0.90%	5.98%	2.31%	3.75%	0.68%	5.14%	0.0%	2.53%	4.51%	0.66%	2.98%	0.99%	0.82%	0.40%	2.4%	0.99%	5.52%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	41	0	0	1	0	3	4	3	0	1	0	2	2	3	0	1	1	2	0	0	2	0	2	2	0	8	0	1	2	0	0	0	0	1	0					
		0.28%	0.0%	0.0%	0.12%	0.0%	0.37%	0.42%	0.37%	0.0%	0.17%	0.0%	0.82%	0.66%	0.69%	0.0%	0.60%	0.14%	0.51%	0.0%	0.0%	0.33%	0.0%	1.36%	1.14%	0.0%	2.53%	0.0%	0.66%	0.39%	0.0%	0.0%	0.0%	0.0%	0.33%	0.0%					
35	"18. ""ЛДПР"""	897	74	46	64	44	80	65	19	19	28	7	7	13	33	14	4	48	28	15	4	36	18	3	14	8	16	13	19	18	5	1	6	26	33	69					
		6.24%	10.16%	9.50%	8.04%	7.10%	9.88%	6.97%	2.38%	3.89%	5.00%	2.64%	2.90%	4.31%	7.63%	8.75%	2.42%	6.89%	7.21%	4.53%	3.41%	5.96%	11.25%	2.04%	8.0%	9.30%	5.06%	7.34%	12.58%	3.57%	2.48%	0.82%	1.20%	4.16%	10.92%	6.93%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	462	31	25	52	35	34	31	8	6	5	27	6	10	5	0	4	8	5	1	2	21	1	0	1	0	18	1	1	6	1	0	4	74	8	31					
		3.21%	4.25%	5.16%	6.53%	5.65%	4.20%	3.32%	1.00%	1.22%	0.89%	10.18%	2.48%	3.32%	1.15%	0.0%	2.42%	1.14%	1.28%	0.30%	1.70%	3.47%	0.62%	0.0%	0.57%	0.0%	5.69%	0.56%	0.66%	1.19%	0.49%	0.0%	0.80%	11.84%	2.64%	3.11%					
37	"20. ""Политическая партия ""Единая Россия"""	8856	336	232	395	317	378	453	654	355	391	172	81	173	275	103	105	451	266	255	74	380	100	118	68	66	191	114	69	356	182	112	425	452	218	539					
		61.64%	46.15%	47.93%	49.62%	51.21%	46.72%	48.60%	82.05%	72.74%	69.94%	64.90%	33.60%	57.47%	63.65%	64.37%	63.63%	64.79%	68.55%	77.03%	63.24%	62.91%	62.5%	80.27%	38.85%	76.74%	60.44%	64.40%	45.69%	70.77%	90.54%	92.56%	85.68%	72.32%	72.18%	54.17%					
38	"21. ""Российская Конституционно-демократическая партия"""	39	2	0	1	1	0	4	1	3	2	0	3	1	3	1	0	0	2	2	0	2	0	1	0	0	5	0	0	2	1	0	0	0	0	2					
		0.27%	0.27%	0.0%	0.12%	0.16%	0.0%	0.42%	0.12%	0.61%	0.35%	0.0%	1.24%	0.33%	0.69%	0.62%	0.0%	0.0%	0.51%	0.60%	0.0%	0.33%	0.0%	0.68%	0.0%	0.0%	1.58%	0.0%	0.0%	0.39%	0.49%	0.0%	0.0%	0.0%	0.0%	0.20%					
39	"22. ""Развитие предпринимательства"""	17	0	0	1	1	1	2	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	3	0	2					
		0.11%	0.0%	0.0%	0.12%	0.16%	0.12%	0.21%	0.0%	0.0%	0.0%	0.0%	0.41%	0.0%	0.0%	0.62%	0.0%	0.14%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.56%	0.66%	0.19%	0.0%	0.0%	0.0%	0.48%	0.0%	0.20%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1951	143	94	156	118	165	199	65	46	79	33	71	39	46	25	23	97	36	23	11	84	20	12	40	6	20	15	30	28	5	6	30	22	19	145					
		13.57%	19.64%	19.42%	19.59%	19.06%	20.39%	21.35%	8.15%	9.42%	14.13%	12.45%	29.46%	12.95%	10.64%	15.62%	13.93%	13.93%	9.27%	6.94%	9.40%	13.90%	12.5%	8.16%	22.85%	6.97%	6.32%	8.47%	19.86%	5.56%	2.48%	4.95%	6.04%	3.52%	6.29%	14.57%					
																																									
41	Против всех	221	13	10	11	12	22	21	6	5	3	4	9	5	4	0	0	4	3	4	3	18	2	1	4	1	2	1	6	15	4	0	0	0	3	25					
		1.53%	1.78%	2.06%	1.38%	1.93%	2.71%	2.25%	0.75%	1.02%	0.53%	1.50%	3.73%	1.66%	0.92%	0.0%	0.0%	0.57%	0.77%	1.20%	2.56%	2.98%	1.25%	0.68%	2.28%	1.16%	0.63%	0.56%	3.97%	2.98%	1.99%	0.0%	0.0%	0.0%	0.99%	2.51%					
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
