Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																											
Дата голосования: 18.09.2016																																											
																																											
Наименование Избирательной комиссии:    Родниковская																																											
																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																											
																																											
		Сумма	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №8118	УИК №8119	УИК №8120	УИК №8121									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	30029	1255	1434	1520	2303	2502	1650	2444	1518	1570	2317	1533	1429	1405	501	379	171	181	563	766	324	365	405	345	419	362	608	256	155	682	517	97	53									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	32000	1050	1200	1200	1900	2000	1350	2000	1250	1250	1900	1250	1150	1150	400	300	150	150	500	650	300	300	350	300	350	300	500	200	150	3200	4310	630	310									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	11774	598	660	437	579	831	623	865	402	845	783	793	353	495	165	162	110	103	140	294	166	151	150	149	225	184	245	108	80	534	394	97	53									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1953	82	125	133	65	67	73	20	49	56	44	44	29	152	111	107	22	30	125	112	65	25	28	21	25	51	93	43	33	0	123	0	0									
6	Число погашенных избирательных бюллетеней	18145	370	415	630	1256	1102	654	1115	799	349	1073	413	768	503	124	31	18	17	235	244	69	124	172	130	100	65	162	49	37	2538	3793	533	257									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	2081	82	125	133	65	67	73	20	49	56	44	44	29	152	111	107	22	30	125	112	65	25	28	21	25	51	93	43	33	128	123	0	0									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	11772	598	660	437	579	831	623	865	402	845	783	793	353	495	165	162	110	103	140	294	166	151	150	149	225	184	245	108	80	534	392	97	53									
9	Число недействительных избирательных бюллетеней	311	4	0	9	10	11	7	19	11	79	0	0	0	0	2	0	2	0	4	6	1	2	0	2	0	6	1	0	0	6	129	0	0									
10	Число действительных избирательных бюллетеней	13542	676	785	561	634	887	689	866	440	822	827	837	382	647	274	269	130	133	261	400	230	174	178	168	250	229	337	151	113	656	386	97	53									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	445	15	15	15	15	15	15	15	15	15	15	20	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	5	5	5	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	309	15	15	15	15	15	15	15	11	5	15	20	10	15	0	4	15	1	15	15	15	15	3	4	15	3	15	2	6	0	0	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	211	8	6	6	6	10	2	5	5	6	1	7	2	8	1	5	3	4	0	3	1	1	1	2	1	2	4	1	4	55	29	14	8									
