Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																
Дата голосования: 02.12.2007																																
																																
Наименование Избирательной комиссии:    ТИК Уинского МР																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №3801	УИК №3802	УИК №3803	УИК №3804	УИК №3805	УИК №3806	УИК №3807	УИК №3808	УИК №3809	УИК №3810	УИК №3811	УИК №3812	УИК №3813	УИК №3814	УИК №3815	УИК №3816	УИК №3817	УИК №3818	УИК №3819	УИК №3820	УИК №3821	УИК №3822	УИК №3823	УИК №3824	УИК №3825					
1	"Число избирателей, внесенных в списки избирателей"	9633	1387	472	446	190	406	251	286	237	979	114	564	391	71	56	210	739	131	238	92	346	82	88	332	1301	224					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	9367	1200	470	430	190	405	250	285	235	1000	115	560	400	72	58	205	710	129	234	96	350	89	87	315	1250	232					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	5978	824	252	205	71	268	170	203	132	598	87	388	263	60	46	130	472	87	140	73	228	53	77	237	781	133					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	862	100	63	58	38	35	31	12	54	88	9	30	31	0	4	33	99	14	30	7	16	5	3	21	29	52					
6	Число погашенных избирательных бюллетеней	2527	276	155	167	81	102	49	70	49	314	19	142	106	12	8	42	139	28	64	16	106	31	7	57	440	47					
7	Число избирательных бюллетеней в переносных ящиках для голосования	862	100	63	58	38	35	31	12	54	88	9	30	31	0	4	33	99	14	30	7	16	5	3	21	29	52					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5978	824	252	205	71	268	170	203	132	598	87	388	263	60	46	130	472	87	140	73	228	53	77	237	781	133					
9	Число недействительных избирательных бюллетеней	37	4	1	2	3	1	2	3	1	2	0	2	1	1	1	1	2	0	0	1	4	0	0	2	2	1					
10	Число действительных избирательных бюллетеней	6803	920	314	261	106	302	199	212	185	684	96	416	293	59	49	162	569	101	170	79	240	58	80	256	808	184					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	210	26	10	8	8	11	5	6	11	31	4	6	7	3	0	2	15	3	5	3	7	5	1	6	22	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	196	24	4	8	8	11	5	6	11	31	4	6	7	1	0	1	15	3	5	3	7	5	1	6	19	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	68	17	1	2	0	3	0	2	2	1	0	2	2	0	2	0	10	1	4	2	2	0	1	0	14	0					
14	Число погашенных неиспользованных открепительных удостоверений	14	2	6	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	3	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	10	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
18	1.Политическая партия «Аграрная партия России»	215	16	5	3	0	15	17	6	6	19	0	12	23	2	4	4	33	0	8	0	16	1	2	5	16	2					
		3.14%	1.73%	1.59%	1.14%	0.00%	4.95%	8.46%	2.79%	3.23%	2.77%	0.00%	2.87%	7.82%	3.33%	8.00%	2.45%	5.78%	0.00%	4.71%	0.00%	6.56%	1.72%	2.50%	1.94%	1.98%	1.08%					
19	2.Всероссийская политическая партия «Гражданская Сила»	31	6	2	0	0	0	1	0	0	3	0	2	2	0	0	1	6	0	0	0	1	0	0	0	7	0					
		0.45%	0.65%	0.63%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.44%	0.00%	0.48%	0.68%	0.00%	0.00%	0.61%	1.05%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.86%	0.00%					
