Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																
Дата голосования: 02.12.2007																																																
																																																
Наименование Избирательной комиссии:    Выборгская N14																																																
																																																
Сводная таблица результатов выборов																																																
																																																
		Сумма	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326					
1	"Число избирателей, внесенных в списки избирателей"	86381	2632	1991	2265	2039	1824	2355	2259	2161	2658	1722	2656	2116	2476	2673	2755	1896	2505	2795	2678	1922	2371	2021	2428	2609	2111	2151	2012	2147	1941	1266	2203	1712	2240	1307	1026	903	1290	1894	1867	2554	1950					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	63300	2000	1500	1600	1500	1400	1700	1700	1600	2000	1300	2000	1600	1700	2000	2000	1400	1800	2000	2000	1400	1700	1500	1700	2000	1600	1600	1500	1600	1500	1000	1600	1200	1600	1000	700	600	1000	1500	1100	1600	1500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	41498	1251	1033	1125	1071	956	1065	931	1062	1293	824	1425	999	1144	1455	1456	961	1270	1448	1260	952	1252	875	1105	1200	1005	874	1018	1007	1021	372	1199	757	1028	625	457	395	476	834	856	1227	934					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	675	15	9	8	11	12	25	11	12	13	10	7	13	9	14	17	8	10	14	8	26	19	13	7	16	22	7	16	14	8	17	9	8	15	11	23	44	51	20	36	59	8					
6	Число погашенных избирательных бюллетеней	21127	734	458	467	418	432	610	758	526	694	466	568	588	547	531	527	431	520	538	732	422	429	612	588	784	573	719	466	579	471	611	392	435	557	364	220	161	473	646	208	314	558					
7	Число избирательных бюллетеней в переносных ящиках для голосования	675	15	9	8	11	12	25	11	12	13	10	7	13	9	14	17	8	10	14	8	26	19	13	7	16	22	7	16	14	8	17	9	8	15	11	23	44	51	20	36	59	8					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	41426	1250	1018	1124	1071	944	1062	931	1062	1293	818	1413	995	1144	1455	1452	961	1270	1446	1259	951	1249	875	1105	1199	1005	873	1018	1007	1020	372	1199	757	1028	625	457	395	476	834	856	1226	931					
9	Число недействительных избирательных бюллетеней	315	10	4	10	9	11	4	3	3	8	7	16	8	7	13	11	10	10	9	16	4	5	7	10	17	7	2	5	3	5	1	13	9	11	6	3	5	3	4	7	12	7					
10	Число действительных избирательных бюллетеней	41786	1255	1023	1122	1073	945	1083	939	1071	1298	821	1404	1000	1146	1456	1458	959	1270	1451	1251	973	1263	881	1102	1198	1020	878	1029	1018	1023	388	1195	756	1032	630	477	434	524	850	885	1273	932					
