Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																	
Дата голосования: 02.12.2007																																	
																																	
Наименование Избирательной комиссии:    ТИК Очерского МР																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №2601	УИК №2602	УИК №2603	УИК №2604	УИК №2605	УИК №2606	УИК №2607	УИК №2608	УИК №2609	УИК №2610	УИК №2611	УИК №2612	УИК №2613	УИК №2614	УИК №2615	УИК №2616	УИК №2617	УИК №2618	УИК №2619	УИК №2620	УИК №2621	УИК №2622	УИК №2623	УИК №2624	УИК №2625	УИК №2626					
1	"Число избирателей, внесенных в списки избирателей"	19062	1362	849	1485	305	1522	1360	731	817	1685	828	845	1547	1240	255	360	506	452	139	179	404	507	435	401	113	158	577					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	18220	1300	750	1450	300	1450	1300	700	750	1600	800	800	1500	1200	250	350	500	440	140	175	400	450	400	400	105	160	550					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	9400	682	416	812	155	770	771	329	380	850	432	307	808	620	109	102	230	230	91	105	181	225	202	190	51	103	249					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1141	55	42	23	7	41	35	32	43	134	29	35	31	60	37	45	65	27	0	10	39	96	62	55	32	11	95					
6	Число погашенных избирательных бюллетеней	7679	563	292	615	138	639	494	339	327	616	339	458	661	520	104	203	205	183	49	60	180	129	136	155	22	46	206					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1141	55	42	23	7	41	35	32	43	134	29	35	31	60	37	45	65	27	0	10	39	96	62	55	32	11	95					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9399	682	416	812	155	770	771	329	380	850	432	307	808	619	109	102	230	230	91	105	181	225	202	190	51	103	249					
9	Число недействительных избирательных бюллетеней	85	9	2	7	2	8	8	1	1	7	5	3	12	3	0	2	4	0	2	1	2	2	0	1	0	1	2					
10	Число действительных избирательных бюллетеней	10455	728	456	828	160	803	798	360	422	977	456	339	827	676	146	145	291	257	89	114	218	319	264	244	83	113	342					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	420	25	20	30	10	25	25	15	15	25	15	15	25	25	10	10	15	15	5	10	15	10	10	15	5	15	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	205	13	9	27	0	20	13	9	1	12	10	9	9	4	1	5	12	0	4	3	7	1	6	13	0	14	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	171	14	11	12	2	19	11	2	14	13	11	3	9	8	4	1	4	4	1	6	3	3	2	1	5	4	4					
14	Число погашенных неиспользованных открепительных удостоверений	215	12	11	3	10	5	12	6	14	13	5	6	16	21	9	5	3	15	1	7	8	9	4	2	5	1	12					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	12	0	2	1	0	2	2	0	0	1	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
18	1.Политическая партия «Аграрная партия России»	424	37	21	27	21	32	21	14	9	30	8	11	16	21	5	9	13	11	12	4	10	6	11	31	7	6	31					
		4.02%	5.02%	4.59%	3.23%	12.96%	3.95%	2.61%	3.88%	2.13%	3.05%	1.74%	3.22%	1.91%	3.09%	3.42%	6.12%	4.41%	4.28%	13.19%	3.48%	4.55%	1.87%	4.17%	12.65%	8.43%	5.26%	9.01%					
19	2.Всероссийская политическая партия «Гражданская Сила»	53	1	2	12	0	2	7	5	3	6	3	1	3	0	1	1	0	0	0	0	1	0	1	0	0	0	4					
		0.50%	0.14%	0.44%	1.44%	0.00%	0.25%	0.87%	1.39%	0.71%	0.61%	0.65%	0.29%	0.36%	0.00%	0.68%	0.68%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.38%	0.00%	0.00%	0.00%	1.16%					
20	3.Политическая партия «Демократическая партия России»	16	1	0	0	1	3	2	1	0	1	0	2	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0					
		0.15%	0.14%	0.00%	0.00%	0.62%	0.37%	0.25%	0.28%	0.00%	0.10%	0.00%	0.58%	0.12%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.45%	0.31%	0.00%	0.41%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	614	55	28	54	13	70	51	15	28	61	31	17	63	37	6	5	12	18	4	4	7	6	12	8	0	1	8					
		5.83%	7.46%	6.11%	6.47%	8.02%	8.63%	6.33%	4.16%	6.62%	6.20%	6.72%	4.97%	7.51%	5.45%	4.11%	3.40%	4.07%	7.00%	4.40%	3.48%	3.18%	1.87%	4.55%	3.27%	0.00%	0.88%	2.33%					
