Выборы Президента Российской Федерации																																							
																																							
Наименование Избирательной комиссии:    Михайловская																																							
																																							
Итоги голосования 																																							
																																							
		Сумма	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591					
1	"Число избирателей, внесенных в список"	26486	2436	2072	2682	405	110	297	281	1392	293	206	584	604	321	118	936	391	438	552	120	1191	387	2753	2788	798	366	306	469	90	2217	555	132	196					
2	Число полученных избирательных бюллетеней	26500	2343	2068	2666	411	104	302	280	1360	303	209	603	619	319	123	936	396	439	554	122	1186	381	2808	2849	809	362	311	451	89	2234	543	123	197					
3	"Число избирательных бюллетеней, выданных  досрочно"	205	0	0	0	0	0	0	0	101	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	15916	1502	992	1510	272	91	199	206	809	137	119	443	398	223	91	594	322	339	406	110	652	244	1477	1552	412	261	208	352	80	1312	364	105	134					
5	"Число избирательных бюллетеней, выданных вне помещения"	1418	87	59	68	42	5	9	0	40	14	47	55	54	33	11	125	13	65	3	0	122	47	107	111	39	6	22	51	1	129	28	8	17					
6	Число погашенных избирательных бюллетеней	8961	754	1017	1088	97	8	94	74	410	48	43	105	167	63	21	217	61	35	145	12	412	90	1224	1186	358	95	81	48	8	793	151	10	46					
7	Число избирательных бюллетеней в переносных ящиках	1623	87	59	68	42	5	9	0	141	118	47	55	54	33	11	125	13	65	3	0	122	47	107	111	39	6	22	51	1	129	28	8	17					
8	Число бюллетеней в стационарных ящиках для голосования	15910	1502	992	1510	271	91	199	206	809	137	119	443	398	223	91	594	322	339	406	110	652	243	1477	1548	412	261	208	352	80	1312	364	105	134					
9	Число недействительных избирательных бюллетеней	261	18	18	22	7	0	4	5	7	1	1	9	8	5	4	5	4	2	4	2	12	6	39	21	5	1	5	4	0	27	9	2	4					
10	Число действительных избирательных бюллетеней	17272	1571	1033	1556	306	96	204	201	943	254	165	489	444	251	98	714	331	402	405	108	762	284	1545	1638	446	266	225	399	81	1414	383	111	147					
