Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																					
Дата голосования: 07.12.2003 0:00:00																																					
																																					
Наименование Избирательной комиссии:    Район Очаково-Матвеевское																																					
																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																					
																																					
		Сумма	УИК №2503	УИК №2504	УИК №2505	УИК №2506	УИК №2507	УИК №2508	УИК №2509	УИК №2510	УИК №2511	УИК №2512	УИК №2513	УИК №2514	УИК №2515	УИК №2516	УИК №2517	УИК №2518	УИК №2519	УИК №2520	УИК №2521	УИК №2522	УИК №2523	УИК №2524	УИК №2525	УИК №2526	УИК №2527	УИК №2528	УИК №2529	УИК №3183	УИК №3184	УИК №3185					
1	"Число избирателей, внесенных в списки"	60566	2289	2153	1824	2308	2282	2299	1722	2090	2189	2637	2331	2009	2262	2418	1658	2068	1988	2203	2238	2263	2199	2407	2201	2501	2430	2469	2359	120	172	477					
2	"Число бюллетеней, полученных участковыми комиссиями"	55880	2070	2270	1660	2120	2070	2100	1560	1910	2000	2370	2100	1850	2040	2210	1680	1870	1750	2000	2060	2060	2000	2200	2000	2240	2260	2300	2280	150	200	500					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	34796	1222	1432	878	1212	1377	1308	1022	1282	1368	1616	1346	1084	1286	1363	996	1140	1293	1142	1303	1229	1247	1304	1154	1289	1338	1385	1411	120	172	477					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	999	37	24	46	45	38	36	40	51	37	26	48	28	42	28	13	18	26	28	47	33	30	34	29	46	46	75	48	0	0	0					
6	Число погашенных бюллетеней	20085	811	814	736	863	655	756	498	577	595	728	706	738	712	819	671	712	431	830	710	798	723	862	817	905	876	840	821	30	28	23					
7	Число бюллетеней в переносных ящиках для голосования	999	37	24	46	45	38	36	40	51	37	26	48	28	42	28	13	18	26	28	47	33	30	34	29	46	46	75	48	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	34714	1220	1417	874	1208	1377	1305	1022	1281	1331	1612	1345	1078	1283	1360	997	1140	1293	1141	1294	1229	1247	1315	1154	1289	1337	1385	1411	120	172	477					
9	Число недействительных бюллетеней	527	18	19	16	19	17	20	11	16	10	28	20	18	16	22	21	18	26	40	13	17	17	19	27	14	20	6	29	2	1	7					
10	Число действительных бюллетеней	35186	1239	1422	904	1234	1398	1321	1051	1316	1358	1610	1373	1088	1309	1366	989	1140	1293	1129	1328	1245	1260	1330	1156	1321	1363	1454	1430	118	171	470					
