Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																	
Дата голосования: 07.12.2003 0:00:00																																	
																																	
Наименование Избирательной комиссии:    Челно-Вершинская																																	
																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																	
																																	
		Сумма	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464					
1	"Число избирателей, внесенных в списки"	14692	719	264	415	901	620	121	178	277	301	428	473	700	426	452	1298	1077	1073	1091	1167	584	310	144	452	647	403	171					
2	"Число бюллетеней, полученных участковыми комиссиями"	14650	750	275	420	900	620	115	170	280	295	420	470	710	420	450	1270	1050	1060	1080	1150	580	320	140	450	640	410	205					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9115	492	218	267	591	365	102	129	223	229	362	286	457	313	334	660	584	505	546	560	357	209	105	338	429	292	162					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	508	26	10	29	24	16	0	11	20	5	21	23	17	19	29	35	32	21	29	19	31	12	0	12	43	15	9					
6	Число погашенных бюллетеней	5027	232	47	124	285	239	13	30	37	61	37	161	236	88	87	575	434	534	505	571	192	99	35	100	168	103	34					
7	Число бюллетеней в переносных ящиках для голосования	508	26	10	29	24	16	0	11	20	5	21	23	17	19	29	35	32	21	29	19	31	12	0	12	43	15	9					
8	Число бюллетеней в стационарных ящиках для голосования	9107	490	218	267	590	364	102	129	223	229	362	286	456	313	334	658	584	505	546	560	356	209	105	338	429	292	162					
9	Число недействительных бюллетеней	254	27	12	3	7	21	0	1	2	1	1	2	14	17	10	17	15	14	28	13	15	12	0	0	12	10	0					
10	Число действительных бюллетеней	9361	489	216	293	607	359	102	139	241	233	382	307	459	315	353	676	601	512	547	566	372	209	105	350	460	297	171					
