Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																													
Дата голосования: 04.12.2011																													
																													
Наименование Избирательной комиссии:    Байкаловская																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208					
1	"Число избирателей, внесенных в список избирателей"	13985	1490	1569	1501	754	686	514	705	230	933	164	176	422	742	441	814	141	565	654	232	610	390	252					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	10800	1130	1170	1170	580	520	400	530	180	720	120	130	320	610	320	645	115	450	530	180	480	300	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	612	122	0	0	0	0	0	63	0	0	29	0	45	77	0	0	43	0	0	0	117	83	33					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	5676	486	693	742	309	313	218	318	122	362	50	82	149	299	215	297	36	214	258	100	187	139	87					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	929	49	92	30	24	79	62	40	5	16	11	16	36	52	58	90	24	39	56	45	33	26	46					
6	Число погашенных избирательных бюллетеней	3583	473	385	398	247	128	120	109	53	342	30	32	90	182	47	258	12	197	216	35	143	52	34					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1541	171	92	30	24	79	62	103	5	16	40	16	81	129	58	90	67	39	56	45	150	109	79					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5676	486	693	742	309	313	218	318	122	362	50	82	149	299	215	297	36	214	258	100	187	139	87					
9	Число недействительных избирательных бюллетеней	128	13	14	12	1	3	3	7	0	9	1	0	1	21	3	3	3	7	4	2	16	0	5					
10	Число действительных избирательных бюллетеней	7089	644	771	760	332	389	277	414	127	369	89	98	229	407	270	384	100	246	310	143	321	248	161					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	366	35	35	35	20	18	14	18	7	24	5	5	11	19	12	19	10	16	19	7	17	11	9					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	146	2	12	10	4	4	5	6	5	12	0	2	11	5	0	19	10	0	7	3	13	11	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	36	4	1	3	1	2	2	1	3	4	2	1	1	0	0	2	0	1	3	0	2	2	1					
14	Число погашенных неиспользованных открепительных удостоверений	220	33	23	25	16	14	9	12	2	12	5	3	0	14	12	0	0	16	12	4	4	0	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	0	1	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
