Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																													
Дата голосования: 02.12.2007																													
																													
Наименование Избирательной комиссии:    Байкаловская																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208					
1	"Число избирателей, внесенных в списки избирателей"	13776	1411	1544	1461	732	663	499	760	222	884	167	177	407	751	403	798	165	569	636	260	647	347	273					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	14100	1400	1500	1600	750	700	500	700	250	900	200	200	400	750	450	800	200	600	650	250	700	350	250					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7068	627	834	863	368	319	264	428	133	468	109	93	181	416	245	361	61	265	305	170	223	168	167					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1403	123	122	27	34	104	43	68	5	35	11	35	64	95	79	87	48	61	57	28	178	56	43					
6	Число погашенных избирательных бюллетеней	5629	650	544	710	348	277	193	204	112	397	80	72	155	239	126	352	91	274	288	52	299	126	40					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1403	123	122	27	34	104	43	68	5	35	11	35	64	95	79	87	48	61	57	28	178	56	43					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7068	627	834	863	368	319	264	428	133	468	109	93	181	416	245	361	61	265	305	170	223	168	167					
9	Число недействительных избирательных бюллетеней	57	2	9	4	3	4	4	10	0	2	0	1	0	2	3	2	0	5	1	2	3	0	0					
10	Число действительных избирательных бюллетеней	8414	748	947	886	399	419	303	486	138	501	120	127	245	509	321	446	109	321	361	196	398	224	210					
