Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																								
Дата голосования: 07.12.2003 0:00:00																																								
																																								
Наименование Избирательной комиссии:    Район Южное Бутово																																								
																																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																								
																																								
		Сумма	УИК №2268	УИК №2269	УИК №2270	УИК №2271	УИК №2272	УИК №2273	УИК №2274	УИК №2275	УИК №2276	УИК №2277	УИК №2278	УИК №2279	УИК №2280	УИК №2281	УИК №2282	УИК №2283	УИК №2284	УИК №2285	УИК №2286	УИК №2287	УИК №2288	УИК №2289	УИК №2290	УИК №2291	УИК №2292	УИК №2293	УИК №2294	УИК №2295	УИК №2296	УИК №2297	УИК №2298	УИК №2299	УИК №2300					
1	"Число избирателей, внесенных в списки"	76035	1992	2076	2285	2182	2312	471	2726	2105	2190	2622	2404	2627	2281	2603	2582	2626	2052	1260	1768	2167	2061	2497	2622	2747	2449	2619	2535	3097	2866	2181	2694	2122	2214					
2	"Число бюллетеней, полученных участковыми комиссиями"	71350	2000	2000	2300	2000	2100	450	2600	1900	2000	2500	2400	2600	2200	2600	2600	2600	1900	1200	1700	2000	2000	2400	2600	2700	2400	2600	2500	2200	2300	1900	2300	1800	2000					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	41071	931	1079	1109	1140	1169	202	1220	1016	1234	1404	1390	1393	1172	1415	1543	1474	1281	749	1004	1123	1164	1352	1370	1451	1382	1369	1245	1833	1649	1176	1654	1194	1184					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1229	35	73	78	56	91	46	43	50	26	19	19	19	26	16	16	27	18	28	44	31	32	25	25	22	40	41	60	40	45	17	40	41	40					
6	Число погашенных бюллетеней	29050	1034	848	1113	804	840	202	1337	834	740	1077	991	1188	1002	1169	1041	1099	601	423	652	846	804	1023	1205	1227	978	1190	1195	327	606	707	606	565	776					
7	Число бюллетеней в переносных ящиках для голосования	1228	35	73	78	56	91	46	43	50	26	19	19	19	26	16	16	27	18	28	44	31	32	25	25	22	40	40	60	40	45	17	40	41	40					
8	Число бюллетеней в стационарных ящиках для голосования	41012	926	1079	1106	1140	1160	202	1220	1016	1234	1404	1390	1384	1168	1399	1543	1470	1281	749	1004	1123	1164	1348	1369	1451	1382	1368	1245	1833	1649	1176	1654	1191	1184					
9	Число недействительных бюллетеней	368	23	14	16	19	15	4	18	13	3	10	10	0	2	19	20	6	12	0	0	9	4	11	14	14	15	18	0	16	24	14	17	4	4					
10	Число действительных бюллетеней	41872	938	1138	1168	1177	1236	244	1245	1053	1257	1413	1399	1403	1192	1396	1539	1491	1287	777	1048	1145	1192	1362	1380	1459	1407	1390	1305	1857	1670	1179	1677	1228	1220					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1975	60	60	60	60	60	40	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	75	60	60	60	60					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	1111	16	29	28	14	33	1	40	55	26	24	53	38	34	56	39	40	38	23	31	30	29	29	27	38	39	27	40	49	62	29	41	28	25					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	738	16	33	16	9	25	3	14	27	19	57	20	28	15	21	25	34	30	14	20	23	21	30	14	21	18	17	25	25	43	11	21	28	15					
14	Число погашенных открепительных удостоверений	864	44	31	32	46	27	39	20	5	34	36	7	22	26	4	21	20	22	37	29	30	31	31	33	22	21	33	20	11	13	31	19	32	35					
15	Число открепительных удостоверений выданных ТИК	12	2	0	1	0	1	0	1	3	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																								
18	"1. ""ЕДИНЕНИЕ"""	355	7	12	8	14	13	1	9	4	6	8	9	13	17	16	27	7	7	3	13	14	13	16	10	12	13	7	9	14	10	9	9	11	14					
		0.84%	0.72%	1.04%	0.67%	1.17%	1.03%	0.40%	0.71%	0.37%	0.47%	0.56%	0.63%	0.92%	1.42%	1.13%	1.73%	0.46%	0.53%	0.38%	1.24%	1.21%	1.08%	1.16%	0.71%	0.81%	0.91%	0.49%	0.68%	0.74%	0.59%	0.75%	0.53%	0.89%	1.14%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	2546	31	45	67	60	64	12	49	45	110	132	73	127	118	80	50	70	84	27	41	86	91	110	100	122	53	79	98	119	97	63	107	74	62					
		6.02%	3.22%	3.90%	5.65%	5.01%	5.11%	4.83%	3.87%	4.22%	8.73%	9.27%	5.18%	9.05%	9.88%	5.65%	3.20%	4.67%	6.46%	3.47%	3.91%	7.45%	7.60%	8.01%	7.17%	8.28%	3.72%	5.61%	7.50%	6.35%	5.72%	5.28%	6.31%	6.00%	5.06%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	726	16	13	18	32	20	4	32	29	15	26	17	23	10	23	26	21	17	16	28	6	12	24	26	26	25	31	33	32	30	17	34	18	26					
		1.71%	1.66%	1.12%	1.52%	2.67%	1.59%	1.61%	2.53%	2.72%	1.19%	1.82%	1.20%	1.63%	0.83%	1.62%	1.66%	1.40%	1.30%	2.05%	2.67%	0.51%	1.00%	1.74%	1.86%	1.76%	1.75%	2.20%	2.52%	1.70%	1.77%	1.42%	2.00%	1.46%	2.12%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	3133	57	55	90	61	81	18	87	64	124	149	108	151	127	100	103	103	110	32	47	88	96	94	117	117	86	109	91	139	111	76	135	95	112					
		7.41%	5.93%	4.77%	7.60%	5.10%	6.47%	7.25%	6.88%	6.00%	9.84%	10.47%	7.66%	10.76%	10.63%	7.06%	6.60%	6.88%	8.46%	4.11%	4.48%	7.62%	8.02%	6.84%	8.39%	7.94%	6.04%	7.74%	6.97%	7.42%	6.55%	6.37%	7.96%	7.71%	9.15%					
22	"5. ""За Русь Святую"""	205	10	4	4	3	3	3	6	8	5	8	7	6	6	6	8	9	5	3	0	6	4	6	5	5	9	4	11	9	9	7	9	8	9					
		0.48%	1.04%	0.34%	0.33%	0.25%	0.23%	1.20%	0.47%	0.75%	0.39%	0.56%	0.49%	0.42%	0.50%	0.42%	0.51%	0.60%	0.38%	0.38%	0.0%	0.51%	0.33%	0.43%	0.35%	0.33%	0.63%	0.28%	0.84%	0.48%	0.53%	0.58%	0.53%	0.64%	0.73%					
23	"6. ""Объединенная Российская партия ""Русь"""	93	1	1	4	1	0	0	1	1	7	2	4	3	2	1	22	1	0	3	1	5	1	1	2	3	3	3	2	4	6	3	2	2	1					
		0.22%	0.10%	0.08%	0.33%	0.08%	0.0%	0.0%	0.07%	0.09%	0.55%	0.14%	0.28%	0.21%	0.16%	0.07%	1.41%	0.06%	0.0%	0.38%	0.09%	0.43%	0.08%	0.07%	0.14%	0.20%	0.21%	0.21%	0.15%	0.21%	0.35%	0.25%	0.11%	0.16%	0.08%					
