Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																					
Дата голосования: 02.12.2007																																																																					
																																																																					
Наименование Избирательной комиссии:    Салаватская городская																																																																					
																																																																					
Сводная таблица результатов выборов																																																																					
																																																																					
		Сумма	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608					
1	"Число избирателей, внесенных в списки избирателей"	117303	1790	1860	1215	1565	2313	1592	1438	1201	49	1142	1920	1226	1058	1134	1104	1587	1658	1338	1735	1581	608	2641	1698	2414	2472	2327	2446	1997	2253	2245	2315	2895	2554	2699	2381	2550	2463	2172	2485	1870	1927	2074	1407	1927	2048	2452	1971	1812	2340	1379	2071	1260	2547	2410	1583	1800	2467	1997	1903	1311	2006	2620					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	109670	1750	1850	1000	1500	2150	1500	1300	1150	50	1050	1890	1150	1030	1050	1000	1450	1450	1250	1600	1450	500	2400	1600	2250	2300	2200	2300	1850	2100	2100	2100	2550	2400	2650	2300	2450	2250	2050	2400	1850	1800	1950	1300	1800	1900	2300	1850	1750	2100	1300	1900	1150	2350	2400	1550	1650	2350	1850	1800	1100	1850	2450					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	93252	1351	1417	873	1448	2057	1338	1161	904	0	848	1809	1004	968	894	894	1290	1071	1124	1153	1253	321	2065	1474	2147	2153	1865	2131	1596	1457	1860	1932	2398	2122	2160	1881	2074	1817	1724	2298	1434	1478	1233	1096	1482	1468	1964	1200	1710	1789	1094	1651	837	2150	1922	1234	1375	1981	1829	1468	1079	1681	1765					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2559	67	35	127	25	24	13	47	82	49	15	57	43	40	36	47	10	33	30	50	26	146	50	25	13	20	29	23	42	109	39	32	38	28	28	23	28	53	23	73	51	47	47	51	64	161	36	52	25	53	13	42	24	16	54	27	8	25	21	17	10	18	19					
6	Число погашенных избирательных бюллетеней	13859	332	398	0	27	69	149	92	164	1	187	24	103	22	120	59	150	346	96	397	171	33	285	101	90	127	306	146	212	534	201	136	114	250	462	396	348	380	303	29	365	275	670	153	254	271	300	598	15	258	193	207	289	184	424	289	267	344	0	315	11	151	666					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2559	67	35	127	25	24	13	47	82	49	15	57	43	40	36	47	10	33	30	50	26	146	50	25	13	20	29	23	42	109	39	32	38	28	28	23	28	53	23	73	51	47	47	51	64	161	36	52	25	53	13	42	24	16	54	27	8	25	21	17	10	18	19					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	93190	1351	1417	873	1448	2057	1338	1161	904	0	846	1809	1004	968	894	894	1290	1071	1124	1153	1253	321	2065	1464	2147	2133	1865	2108	1596	1455	1860	1932	2398	2122	2160	1881	2074	1817	1724	2298	1434	1478	1233	1092	1482	1468	1964	1199	1710	1789	1094	1651	837	2150	1922	1234	1375	1981	1829	1468	1079	1681	1765					
9	Число недействительных избирательных бюллетеней	624	0	4	6	11	4	10	67	2	0	8	0	13	0	0	56	5	2	4	13	0	4	0	15	8	8	42	0	0	12	8	12	15	0	15	12	12	13	0	0	24	5	12	12	10	25	11	7	10	20	1	11	11	20	16	3	8	9	3	12	2	0	11					
10	Число действительных избирательных бюллетеней	95125	1418	1448	994	1462	2077	1341	1141	984	49	853	1866	1034	1008	930	885	1295	1102	1150	1190	1279	463	2115	1474	2152	2145	1852	2131	1638	1552	1891	1952	2421	2150	2173	1892	2090	1857	1747	2371	1461	1520	1268	1131	1536	1604	1989	1244	1725	1822	1106	1682	850	2146	1960	1258	1375	1997	1847	1473	1087	1699	1773					
