Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																															
Дата голосования: 07.12.2003 0:00:00																															
																															
Наименование Избирательной комиссии:    Александровская																															
																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																															
																															
		Сумма	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172					
1	"Число избирателей, внесенных в списки"	38997	2298	1810	1915	1384	1731	1819	1560	768	2037	1458	1934	1671	1416	379	2618	2108	1197	2235	2349	400	1637	1236	1905	1132					
2	"Число бюллетеней, полученных участковыми комиссиями"	38925	2250	1790	1950	1335	1730	1840	1580	750	1980	1420	1930	1650	1440	375	2615	2100	1220	2265	2330	430	1635	1240	1920	1150					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	17325	1095	901	802	714	732	910	715	370	1025	644	850	690	517	156	1101	829	491	1183	1075	180	637	520	720	468					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2045	101	53	190	46	58	86	40	14	46	61	99	28	107	64	106	141	113	31	97	9	285	123	100	47					
6	Число погашенных бюллетеней	19555	1054	836	958	575	940	844	825	366	909	715	981	932	816	155	1408	1130	616	1051	1158	241	713	597	1100	635					
7	Число бюллетеней в переносных ящиках для голосования	2045	101	53	190	46	58	86	40	14	46	61	99	28	107	64	106	141	113	31	97	9	285	123	100	47					
8	Число бюллетеней в стационарных ящиках для голосования	17320	1095	901	802	710	732	910	714	370	1025	644	850	690	517	156	1101	829	491	1183	1075	180	637	520	720	468					
9	Число недействительных бюллетеней	270	12	10	10	5	13	15	12	4	12	10	0	8	11	6	23	10	15	19	22	6	10	12	7	18					
10	Число действительных бюллетеней	19095	1184	944	982	751	777	981	742	380	1059	695	949	710	613	214	1184	960	589	1195	1150	183	912	631	813	497					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	400	20	20	20	20	20	17	18	12	17	17	17	17	17	11	20	18	18	18	15	15	15	15	14	9					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	113	9	6	4	7	5	5	6	0	12	5	4	6	3	0	5	4	5	11	6	0	3	1	5	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	60	3	4	4	10	0	3	0	0	3	0	5	1	6	3	1	4	1	2	1	0	5	1	3	0					
14	Число погашенных открепительных удостоверений	287	11	14	16	13	15	12	12	12	5	12	13	11	14	11	15	14	13	7	9	15	12	14	9	8					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
18	"1. ""ЕДИНЕНИЕ"""	251	8	11	15	11	9	10	9	6	10	10	11	8	10	3	13	6	9	23	13	5	24	9	11	7					
		1.29%	0.66%	1.15%	1.51%	1.45%	1.13%	1.00%	1.19%	1.56%	0.93%	1.41%	1.15%	1.11%	1.60%	1.36%	1.07%	0.61%	1.49%	1.89%	1.10%	2.64%	2.60%	1.39%	1.34%	1.35%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	111	5	5	3	7	7	3	5	0	10	4	5	3	3	1	6	3	1	3	12	1	10	6	4	4					
		0.57%	0.41%	0.52%	0.30%	0.92%	0.88%	0.30%	0.66%	0.0%	0.93%	0.56%	0.52%	0.41%	0.48%	0.45%	0.49%	0.30%	0.16%	0.24%	1.02%	0.52%	1.08%	0.93%	0.48%	0.77%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	659	50	36	25	21	21	61	28	12	49	31	27	22	22	3	33	33	22	42	30	3	30	15	28	15					
		3.40%	4.18%	3.77%	2.52%	2.77%	2.65%	6.12%	3.71%	3.12%	4.57%	4.39%	2.84%	3.06%	3.52%	1.36%	2.73%	3.40%	3.64%	3.45%	2.55%	1.58%	3.25%	2.33%	3.41%	2.91%					
