Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																
Дата голосования: 07.12.2003 0:00:00																																
																																
Наименование Избирательной комиссии:    Озинская																																
																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																
																																
		Сумма	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435					
1	"Число избирателей, внесенных в списки"	16478	1020	1495	1427	898	1388	22	594	689	175	993	588	748	802	188	518	150	538	623	873	582	506	534	485	112	530					
2	"Число бюллетеней, полученных участковыми комиссиями"	15575	953	1419	1349	842	1310	30	560	641	160	953	542	690	778	178	487	137	500	576	829	560	495	511	462	106	507					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	11679	643	904	839	505	758	20	351	358	160	679	513	544	740	152	418	116	420	433	811	507	404	436	450	106	412					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	602	47	58	44	42	81	0	24	59	0	21	0	18	6	5	34	9	19	47	18	18	23	14	0	0	15					
6	Число погашенных бюллетеней	3294	263	457	466	295	471	10	185	224	0	253	29	128	32	21	35	12	61	96	0	35	68	61	12	0	80					
7	Число бюллетеней в переносных ящиках для голосования	602	47	58	44	42	81	0	24	59	0	21	0	18	6	5	34	9	19	47	18	18	23	14	0	0	15					
8	Число бюллетеней в стационарных ящиках для голосования	11674	643	904	839	505	758	20	351	353	160	679	513	544	740	152	418	116	420	433	811	507	404	436	450	106	412					
9	Число недействительных бюллетеней	313	2	2	17	4	53	0	6	15	0	18	15	13	4	1	24	5	11	7	62	5	11	0	38	0	0					
10	Число действительных бюллетеней	11963	688	960	866	543	786	20	369	397	160	682	498	549	742	156	428	120	428	473	767	520	416	450	412	106	427					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	244	20	20	20	15	20	0	20	15	6	20	7	7	7	3	7	3	5	6	7	7	6	5	10	3	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	122	8	11	17	1	11	0	6	2	0	16	0	4	7	0	4	0	2	5	6	4	6	3	6	0	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	55	1	2	6	1	8	20	0	0	1	4	0	4	0	1	1	1	1	1	1	1	0	1	0	0	0					
14	Число погашенных открепительных удостоверений	122	12	9	3	14	9	0	14	13	6	4	7	3	0	3	3	3	3	1	1	3	0	2	4	3	2					
15	Число открепительных удостоверений выданных ТИК	21	2	2	1	0	3	0	1	0	0	4	0	0	2	0	1	0	0	0	1	1	0	2	0	0	1					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
18	"1. ""ЕДИНЕНИЕ"""	157	10	20	3	4	4	0	8	11	3	9	2	5	13	0	9	4	8	17	6	1	5	5	5	0	5					
		1.27%	1.44%	2.07%	0.33%	0.73%	0.47%	0.0%	2.13%	2.66%	1.87%	1.28%	0.38%	0.88%	1.74%	0.0%	1.99%	3.2%	1.82%	3.54%	0.72%	0.19%	1.17%	1.11%	1.11%	0.0%	1.17%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	58	9	6	5	3	4	0	5	0	1	6	0	0	2	0	1	0	1	1	0	3	6	0	2	1	2					
		0.47%	1.30%	0.62%	0.56%	0.54%	0.47%	0.0%	1.33%	0.0%	0.62%	0.85%	0.0%	0.0%	0.26%	0.0%	0.22%	0.0%	0.22%	0.20%	0.0%	0.57%	1.40%	0.0%	0.44%	0.94%	0.46%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	141	6	16	7	0	9	0	5	6	3	8	4	5	6	4	5	5	5	14	5	10	6	2	4	0	6					
		1.14%	0.86%	1.66%	0.79%	0.0%	1.07%	0.0%	1.33%	1.45%	1.87%	1.14%	0.77%	0.88%	0.80%	2.54%	1.10%	4.0%	1.13%	2.91%	0.60%	1.90%	1.40%	0.44%	0.88%	0.0%	1.40%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	64	7	8	12	0	3	0	2	1	1	4	0	0	3	0	2	1	1	3	2	4	0	4	6	0	0					
		0.52%	1.01%	0.83%	1.35%	0.0%	0.35%	0.0%	0.53%	0.24%	0.62%	0.57%	0.0%	0.0%	0.40%	0.0%	0.44%	0.8%	0.22%	0.62%	0.24%	0.76%	0.0%	0.88%	1.33%	0.0%	0.0%					
22	"5. ""За Русь Святую"""	20	3	1	4	3	0	0	1	1	0	0	0	0	1	0	2	0	0	1	1	1	0	0	0	0	1					
		0.16%	0.43%	0.10%	0.45%	0.54%	0.0%	0.0%	0.26%	0.24%	0.0%	0.0%	0.0%	0.0%	0.13%	0.0%	0.44%	0.0%	0.0%	0.20%	0.12%	0.19%	0.0%	0.0%	0.0%	0.0%	0.23%					
