Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																													
Дата голосования: 07.12.2003 0:00:00																																													
																																													
Наименование Избирательной комиссии:    Цильнинская																																													
																																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																													
																																													
		Сумма	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733					
1	"Число избирателей, внесенных в списки"	21997	450	742	2615	1417	149	97	830	734	334	520	189	502	531	258	290	82	407	96	1020	626	338	639	95	145	537	546	333	446	248	129	247	668	1362	552	95	282	2572	874					
2	"Число бюллетеней, полученных участковыми комиссиями"	20826	423	700	2475	1328	150	96	776	699	316	502	189	470	500	237	276	80	383	96	962	595	316	591	92	140	520	510	311	418	231	130	229	640	1292	522	91	266	2447	827					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	13271	291	440	1741	834	111	81	429	482	221	322	131	303	348	179	160	57	245	69	441	307	211	368	68	97	418	333	215	293	144	82	160	309	644	307	51	170	1720	489					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1074	33	39	81	81	8	5	60	22	23	47	8	35	7	15	34	4	24	8	64	15	19	35	0	10	63	26	24	29	25	8	11	24	80	21	15	18	37	16					
6	Число погашенных бюллетеней	6481	99	221	653	413	31	10	287	195	72	133	50	132	145	43	82	19	114	19	457	273	86	188	24	33	39	151	72	96	62	40	58	307	568	194	25	78	690	322					
7	Число бюллетеней в переносных ящиках для голосования	1074	33	39	81	81	8	5	60	22	23	47	8	35	7	15	34	4	24	8	64	15	19	35	0	10	63	26	24	29	25	8	11	24	80	21	15	18	37	16					
8	Число бюллетеней в стационарных ящиках для голосования	13270	291	440	1741	833	111	81	429	482	221	322	131	303	348	179	160	57	245	69	441	307	211	368	68	97	418	333	215	293	144	82	160	309	644	307	51	170	1720	489					
9	Число недействительных бюллетеней	1147	49	53	60	73	14	12	37	50	38	34	11	40	51	14	14	6	22	14	50	28	25	23	0	8	24	28	29	2	19	4	21	26	94	10	5	18	96	45					
10	Число действительных бюллетеней	13197	275	426	1762	841	105	74	452	454	206	335	128	298	304	180	180	55	247	63	455	294	205	380	68	99	457	331	210	320	150	86	150	307	630	318	61	170	1661	460					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	530	10	20	20	20	10	10	20	20	10	20	10	20	10	10	10	10	20	10	20	10	10	20	10	10	10	20	10	10	10	10	10	20	20	10	10	10	20	20					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	55	2	1	14	5	2	0	1	0	0	7	1	1	1	0	0	0	4	0	0	2	0	0	0	1	0	3	0	1	0	0	0	0	0	2	0	0	7	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	144	4	2	7	2	4	3	2	6	2	5	2	6	2	4	3	4	4	3	0	3	3	3	2	5	3	6	4	3	4	3	5	6	4	4	5	3	8	5					
14	Число погашенных открепительных удостоверений	475	8	19	6	15	8	10	19	20	10	13	9	19	9	10	10	10	16	10	20	8	10	20	10	9	10	17	10	9	10	10	10	20	20	8	10	10	13	20					
15	Число открепительных удостоверений выданных ТИК	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																													
18	"1. ""ЕДИНЕНИЕ"""	292	12	11	20	14	3	2	8	7	8	10	4	6	19	3	5	2	11	3	8	8	7	10	2	1	7	9	1	9	10	3	6	4	14	13	2	3	23	4					
