Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																											
Дата голосования: 07.12.2003 0:00:00																																																											
																																																											
"Наименование Избирательной комиссии:    Ставрополь, Ленинская"																																																											
																																																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																											
																																																											
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52					
1	"Число избирателей, внесенных в списки"	74935	1801	2097	1883	1119	1027	1146	498	1007	1247	1733	2003	1544	2349	1187	2479	2467	2461	1300	1498	2227	2088	1191	772	428	1075	2197	1911	2527	1023	1670	1816	2217	2260	1144	1101	506	1547	1941	1359	1596	1483	1464	1384	3067	1174	1870	19	58	25	95	25	829					
2	"Число бюллетеней, полученных участковыми комиссиями"	67062	1650	1900	1800	1100	950	1000	450	950	1100	1550	1750	1400	2100	1050	2250	2250	2150	1150	1350	1950	1850	1100	700	550	950	1900	1650	2250	900	1500	1600	1950	2000	1000	1000	450	1400	1750	1200	1450	1300	1300	1200	2500	1050	1650	19	58	18	89	28	850					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	38815	1012	1239	1262	609	660	909	223	519	629	966	988	698	1216	603	1323	1050	1247	570	605	1070	1080	607	451	428	551	1320	980	1431	472	902	895	949	1124	583	543	247	677	851	600	738	739	600	689	1509	535	937	19	31	18	89	25	797					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1363	24	39	4	7	20	0	5	23	21	17	32	33	34	12	40	36	14	13	10	34	50	23	27	0	18	29	39	42	46	33	65	63	66	15	22	14	61	38	54	34	34	46	2	61	26	17	0	20	0	0	0	0					
6	Число погашенных бюллетеней	26884	614	622	534	484	270	91	222	408	450	567	730	669	850	435	887	1164	889	567	735	846	720	470	222	122	381	551	631	777	382	565	640	938	810	402	435	189	662	861	546	678	527	654	509	930	489	696	0	7	0	0	3	53					
7	Число бюллетеней в переносных ящиках для голосования	1363	24	39	4	7	20	0	5	23	21	17	32	33	34	12	40	36	14	13	10	34	50	23	27	0	18	29	39	42	46	33	65	63	66	15	22	14	61	38	54	34	34	46	2	61	26	17	0	20	0	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	38777	1007	1237	1261	609	660	909	223	519	629	954	988	698	1206	603	1323	1050	1247	570	605	1070	1078	607	451	427	551	1320	980	1429	472	902	895	949	1121	583	543	247	677	851	600	738	739	600	689	1509	535	937	19	31	18	89	25	797					
9	Число недействительных бюллетеней	574	2	8	13	6	7	8	3	13	6	7	13	17	17	10	16	17	15	7	15	12	17	2	3	4	6	12	11	16	7	10	12	9	15	26	8	5	11	19	20	19	10	13	9	30	6	17	0	1	0	1	0	43					
10	Число действительных бюллетеней	39566	1029	1268	1252	610	673	901	225	529	644	964	1007	714	1223	605	1347	1069	1246	576	600	1092	1111	628	475	423	563	1337	1008	1455	511	925	948	1003	1172	572	557	256	727	870	634	753	763	633	682	1540	555	937	19	50	18	88	25	754					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1165	25	30	20	20	20	20	15	20	20	25	30	25	30	30	35	35	35	20	25	30	30	25	15	0	20	25	25	35	20	25	25	30	30	20	20	15	25	30	25	25	25	25	25	70	20	25	0	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	653	23	23	13	14	10	1	3	11	12	15	21	12	11	15	17	17	22	7	17	16	13	9	12	0	9	13	15	27	14	15	14	17	26	10	6	5	6	12	9	12	10	16	8	70	6	19	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	799	9	21	4	13	8	8	12	12	8	11	12	10	6	10	13	18	20	9	2	9	9	8	14	5	16	8	38	12	11	11	8	24	6	9	8	7	6	1	5	5	9	9	4	12	8	7	19	12	18	89	25	161					
14	Число погашенных открепительных удостоверений	512	2	7	7	6	10	19	12	9	8	10	9	13	19	15	18	18	13	13	8	14	17	16	3	0	11	12	10	8	6	10	11	13	4	10	14	10	19	18	16	13	15	9	17	0	14	6	0	0	0	0	0	0					
15	Число открепительных удостоверений выданных ТИК	25	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	7	1	0	0	0	0	0	1	0	0	2	0	0	1	0	2	0	1	0	0	2	0	0	1	1	1	0	0	0	0	0	0	0	0	0					
