Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																								
Дата голосования: 07.12.2003 0:00:00																								
																								
Наименование Избирательной комиссии:    Лыткаринская городская     																								
																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																								
																								
		Сумма	УИК №1257	УИК №1258	УИК №1259	УИК №1260	УИК №1261	УИК №1262	УИК №1263	УИК №1264	УИК №1265	УИК №1266	УИК №1267	УИК №1268	УИК №1269	УИК №1270	УИК №1271	УИК №1272	УИК №1273					
1	"Число избирателей, внесенных в списки"	41114	1596	2765	2235	2751	2778	2969	2597	2065	2458	2087	2308	2788	2546	2104	1948	2566	2553					
2	"Число бюллетеней, полученных участковыми комиссиями"	36963	1438	2466	2034	2488	2501	2675	2310	1864	2222	1844	2077	2489	2301	1893	1768	2292	2301					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	21105	722	1297	1215	1414	1464	1505	1357	1157	1224	1024	1214	1576	1253	1023	1033	1301	1326					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	418	20	14	19	16	13	14	24	25	36	18	15	17	17	30	23	27	90					
6	Число погашенных бюллетеней	15440	696	1155	800	1058	1024	1156	929	682	962	802	848	896	1031	840	712	964	885					
7	Число бюллетеней в переносных ящиках для голосования	418	20	14	19	16	13	14	24	25	36	18	15	17	17	30	23	27	90					
8	Число бюллетеней в стационарных ящиках для голосования	20926	721	1297	1215	1398	1462	1505	1352	1156	1215	1023	1211	1572	1245	1023	1030	1296	1205					
9	Число недействительных бюллетеней	294	21	15	3	16	5	28	24	16	15	7	17	23	42	11	13	22	16					
10	Число действительных бюллетеней	21050	720	1296	1231	1398	1470	1491	1352	1165	1236	1034	1209	1566	1220	1042	1040	1301	1279					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	680	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	234	7	12	13	16	10	19	13	15	16	12	25	12	12	8	20	6	18					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	78	0	3	2	2	4	9	5	7	6	2	12	5	4	2	4	7	4					
