Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																								
Дата голосования: 18.09.2016																																								
																																								
Наименование Избирательной комиссии:    Доволенская																																								
																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																								
																																								
		Сумма	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №2020									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	14842	721	405	91	909	1736	1599	1639	116	193	111	679	142	450	1018	263	147	205	203	744	108	784	175	661	155	437	445	492	185	29									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	14270	700	400	80	900	1700	1550	1600	85	150	90	700	130	400	1000	240	130	200	200	730	100	800	150	650	140	400	450	420	150	25									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	5200	264	165	59	330	575	507	479	64	70	68	257	58	179	338	136	58	87	84	222	53	249	50	204	72	149	161	163	74	25									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	649	32	14	7	11	35	22	28	0	9	9	3	6	20	95	16	11	9	12	65	5	24	4	41	8	69	52	18	24	0									
6	Число погашенных избирательных бюллетеней	8421	404	221	14	559	1090	1021	1093	21	71	13	440	66	201	567	88	61	104	104	443	42	527	96	405	60	182	237	239	52	0									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	649	32	14	7	11	35	22	28	0	9	9	3	6	20	95	16	11	9	12	65	5	24	4	41	8	69	52	18	24	0									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	5200	264	165	59	330	575	507	479	64	70	68	257	58	179	338	136	58	87	84	222	53	249	50	204	72	149	161	163	74	25									
9	Число недействительных избирательных бюллетеней	154	10	4	0	11	18	12	17	2	0	0	7	2	4	10	4	2	2	3	11	3	7	4	7	1	5	3	2	3	0									
10	Число действительных избирательных бюллетеней	5695	286	175	66	330	592	517	490	62	79	77	253	62	195	423	148	67	94	93	276	55	266	50	238	79	213	210	179	95	25									
