Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																	
Дата голосования: 04.12.2011																																	
																																	
Наименование Избирательной комиссии:    Ейская районная																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324	УИК №1325	УИК №1326					
1	"Число избирателей, внесенных в список избирателей"	32735	2325	1342	1675	1924	929	305	1264	1365	1900	1711	230	1968	349	338	382	150	614	1510	2012	696	2653	1903	920	1554	1739	977					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	32813	2337	1342	1702	1975	913	457	1262	1380	1886	1708	222	1792	355	335	376	149	642	1509	1924	693	2672	1956	972	1592	1684	978					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	20632	1305	711	1114	1077	558	252	716	844	1319	1384	193	1272	248	285	209	118	481	932	1258	428	1502	1297	650	827	1057	595					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2476	180	71	139	204	42	53	110	75	127	150	15	100	24	4	0	9	30	170	153	120	171	49	40	184	154	102					
6	Число погашенных избирательных бюллетеней	9705	852	560	449	694	313	152	436	461	440	174	14	420	83	46	167	22	131	407	513	145	999	610	282	581	473	281					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2476	180	71	139	204	42	53	110	75	127	150	15	100	24	4	0	9	30	170	153	120	171	49	40	184	154	102					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	20606	1305	711	1114	1077	558	252	716	844	1300	1384	193	1272	248	285	209	118	481	929	1258	428	1502	1297	650	827	1055	593					
9	Число недействительных избирательных бюллетеней	383	28	18	22	21	19	9	13	18	22	5	16	26	5	3	7	2	6	11	18	9	50	14	13	5	18	5					
10	Число действительных избирательных бюллетеней	22699	1457	764	1231	1260	581	296	813	901	1405	1529	192	1346	267	286	202	125	505	1088	1393	539	1623	1332	677	1006	1191	690					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	483	19	18	28	47	14	7	17	18	20	28	5	34	11	6	6	6	24	23	18	15	24	25	13	20	22	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	372	5	4	28	41	14	6	9	13	7	28	2	34	11	2	3	5	24	23	18	15	24	16	7	12	12	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	170	10	3	8	8	6	7	2	7	1	7	5	14	6	5	6	5	6	4	9	8	17	7	9	6	3	1					
14	Число погашенных неиспользованных открепительных удостоверений	111	14	14	0	6	0	1	8	5	13	0	3	0	0	4	3	1	0	0	0	0	0	9	6	8	10	6					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	17	1	0	0	4	0	0	2	1	0	2	0	0	0	0	0	0	0	0	4	0	2	1	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3027	241	126	126	160	94	43	93	189	193	155	16	182	33	52	32	18	66	164	169	76	185	202	76	100	129	107					
		13.11%	16.23%	16.11%	10.06%	12.49%	15.67%	14.10%	11.26%	20.57%	13.52%	10.10%	7.69%	13.27%	12.13%	17.99%	15.31%	14.17%	12.92%	14.92%	11.98%	13.87%	11.06%	15.01%	11.01%	9.89%	10.67%	15.40%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3348	190	96	229	269	94	41	152	134	205	195	16	199	44	26	34	18	56	175	214	76	238	181	100	156	109	101					
		14.50%	12.79%	12.28%	18.28%	20.99%	15.67%	13.44%	18.40%	14.58%	14.37%	12.71%	7.69%	14.50%	16.18%	8.99%	16.27%	14.17%	10.96%	15.92%	15.17%	13.87%	14.23%	13.45%	14.49%	15.43%	9.02%	14.53%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	248	18	8	21	14	3	2	6	9	17	10	6	9	0	1	4	0	6	14	9	9	28	12	14	15	7	6					
