Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																															
Дата голосования: 07.12.2003 0:00:00																															
																															
Наименование Избирательной комиссии:    Кушвинская городская																															
																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																															
																															
		Сумма	УИК №2079	УИК №2080	УИК №2081	УИК №2082	УИК №2083	УИК №2084	УИК №2085	УИК №2086	УИК №2087	УИК №2088	УИК №2089	УИК №2090	УИК №2091	УИК №2092	УИК №2093	УИК №2094	УИК №2095	УИК №2096	УИК №2097	УИК №2098	УИК №2099	УИК №2100	УИК №2101	УИК №2102					
1	"Число избирателей, внесенных в списки"	39911	1396	855	720	2515	2440	2466	2584	2555	95	1358	1523	2909	1122	1134	1193	883	2161	1701	807	185	2241	2313	2335	2420					
2	"Число бюллетеней, полученных участковыми комиссиями"	35823	1250	700	630	2250	2200	2250	2300	2550	92	1250	1350	2510	970	1000	1050	800	1950	1510	720	191	2000	2100	2050	2150					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	17318	628	289	240	1337	1169	1243	1199	1217	39	683	484	1333	450	495	494	394	993	507	301	31	737	958	1053	1044					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	776	23	58	24	22	35	47	72	33	24	17	69	20	16	15	23	20	23	26	15	59	51	37	22	25					
6	Число погашенных бюллетеней	17730	599	353	366	891	996	960	1029	1300	29	550	797	1157	504	490	533	386	934	977	405	101	1212	1105	975	1081					
7	Число бюллетеней в переносных ящиках для голосования	776	23	58	24	22	35	47	72	33	24	17	69	20	16	15	23	20	23	26	15	59	51	37	22	25					
8	Число бюллетеней в стационарных ящиках для голосования	17314	626	289	240	1336	1169	1243	1199	1217	39	683	484	1333	450	495	494	394	992	507	301	31	737	958	1053	1044					
9	Число недействительных бюллетеней	254	4	13	5	17	10	14	7	15	1	6	8	17	5	12	7	10	11	9	9	2	19	14	24	15					
10	Число действительных бюллетеней	17836	645	334	259	1341	1194	1276	1264	1235	62	694	545	1336	461	498	510	404	1004	524	307	88	769	981	1051	1054					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	400	14	8	7	25	25	25	26	26	2	14	15	28	11	11	12	9	22	17	8	2	23	23	23	24					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	118	5	0	0	9	20	7	13	10	0	7	5	14	2	6	1	0	3	1	1	0	2	3	2	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	132	2	11	3	8	9	10	17	10	2	4	9	8	4	5	3	5	3	1	5	4	3	1	3	2					
14	Число погашенных открепительных удостоверений	282	9	8	7	16	5	18	13	16	2	7	10	14	9	5	11	9	19	16	7	2	21	20	21	17					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0					
																															
18	"1. ""ЕДИНЕНИЕ"""	193	5	5	4	14	10	13	14	10	0	3	11	16	4	4	5	2	8	8	12	0	21	8	10	6					
		1.06%	0.77%	1.44%	1.51%	1.03%	0.83%	1.00%	1.10%	0.8%	0.0%	0.42%	1.98%	1.18%	0.85%	0.78%	0.96%	0.48%	0.78%	1.50%	3.79%	0.0%	2.66%	0.80%	0.93%	0.56%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	586	31	11	7	55	50	37	36	36	1	16	15	37	10	17	22	15	24	24	3	0	16	46	41	36					
		3.23%	4.77%	3.17%	2.65%	4.05%	4.15%	2.86%	2.83%	2.88%	1.58%	2.28%	2.71%	2.73%	2.14%	3.33%	4.25%	3.62%	2.36%	4.50%	0.94%	0.0%	2.03%	4.62%	3.81%	3.36%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1465	41	31	38	107	87	139	127	125	6	76	52	91	43	35	35	26	66	42	15	3	57	64	78	81					
		8.09%	6.31%	8.93%	14.39%	7.87%	7.22%	10.77%	9.99%	10.0%	9.52%	10.85%	9.40%	6.72%	9.22%	6.86%	6.76%	6.28%	6.50%	7.87%	4.74%	3.33%	7.23%	6.43%	7.25%	7.57%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	608	16	9	5	68	66	55	38	48	1	14	12	42	11	17	14	18	33	12	2	2	22	27	43	33					
		3.36%	2.46%	2.59%	1.89%	5.00%	5.48%	4.26%	2.98%	3.84%	1.58%	2.0%	2.16%	3.10%	2.36%	3.33%	2.70%	4.34%	3.25%	2.25%	0.63%	2.22%	2.79%	2.71%	4.0%	3.08%					
22	"5. ""За Русь Святую"""	104	5	3	2	5	6	6	5	4	1	3	2	6	3	4	1	2	3	1	4	1	11	7	15	4					
		0.57%	0.77%	0.86%	0.75%	0.36%	0.49%	0.46%	0.39%	0.32%	1.58%	0.42%	0.36%	0.44%	0.64%	0.78%	0.19%	0.48%	0.29%	0.18%	1.26%	1.11%	1.39%	0.70%	1.39%	0.37%					
23	"6. ""Объединенная Российская партия ""Русь"""	46	1	1	0	3	2	4	2	2	2	1	2	3	0	0	2	2	4	0	2	0	4	3	1	5					
		0.25%	0.15%	0.28%	0.0%	0.22%	0.16%	0.31%	0.15%	0.16%	3.17%	0.14%	0.36%	0.22%	0.0%	0.0%	0.38%	0.48%	0.39%	0.0%	0.63%	0.0%	0.50%	0.30%	0.09%	0.46%					
24	"7. ""Новый курс - Автомобильная Россия"""	114	5	8	2	10	5	4	3	9	0	5	8	6	2	3	5	3	10	2	0	0	4	5	10	5					
		0.63%	0.77%	2.30%	0.75%	0.73%	0.41%	0.31%	0.23%	0.72%	0.0%	0.71%	1.44%	0.44%	0.42%	0.58%	0.96%	0.72%	0.98%	0.37%	0.0%	0.0%	0.50%	0.50%	0.93%	0.46%					
25	"8. ""Народно-республиканская партия России"""	21	3	0	1	3	1	1	4	1	0	1	0	1	1	0	0	0	1	1	0	0	0	1	0	1					
		0.11%	0.46%	0.0%	0.37%	0.22%	0.08%	0.07%	0.31%	0.08%	0.0%	0.14%	0.0%	0.07%	0.21%	0.0%	0.0%	0.0%	0.09%	0.18%	0.0%	0.0%	0.0%	0.10%	0.0%	0.09%					
26	"9. ""Российская экологическая партия ""Зеленые"""	68	2	1	0	4	0	4	7	4	0	2	1	7	0	2	3	1	4	3	1	0	2	11	2	7					
		0.37%	0.30%	0.28%	0.0%	0.29%	0.0%	0.31%	0.55%	0.32%	0.0%	0.28%	0.18%	0.51%	0.0%	0.39%	0.58%	0.24%	0.39%	0.56%	0.31%	0.0%	0.25%	1.10%	0.18%	0.65%					
27	"10. ""Аграрная партия России"""	297	8	3	2	17	16	27	20	17	3	16	8	25	8	4	11	3	16	9	2	6	25	15	18	18					
		1.64%	1.23%	0.86%	0.75%	1.25%	1.32%	2.09%	1.57%	1.36%	4.76%	2.28%	1.44%	1.84%	1.71%	0.78%	2.12%	0.72%	1.57%	1.68%	0.63%	6.66%	3.17%	1.50%	1.67%	1.68%					
28	"11. ""Истинные патриоты России"""	32	0	1	0	4	4	0	2	2	0	4	0	3	2	0	0	1	1	0	3	0	2	2	1	0					
		0.17%	0.0%	0.28%	0.0%	0.29%	0.33%	0.0%	0.15%	0.16%	0.0%	0.57%	0.0%	0.22%	0.42%	0.0%	0.0%	0.24%	0.09%	0.0%	0.94%	0.0%	0.25%	0.20%	0.09%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	413	22	11	10	54	28	23	28	28	3	19	6	23	12	17	17	9	25	14	8	2	8	13	13	20					
		2.28%	3.38%	3.17%	3.78%	3.97%	2.32%	1.78%	2.20%	2.24%	4.76%	2.71%	1.08%	1.69%	2.57%	3.33%	3.28%	2.17%	2.46%	2.62%	2.53%	2.22%	1.01%	1.30%	1.20%	1.87%					
30	"13. ""Демократическая партия России"""	57	4	1	0	4	4	1	3	4	0	3	1	5	1	0	4	2	2	2	2	0	4	2	2	6					
		0.31%	0.61%	0.28%	0.0%	0.29%	0.33%	0.07%	0.23%	0.32%	0.0%	0.42%	0.18%	0.36%	0.21%	0.0%	0.77%	0.48%	0.19%	0.37%	0.63%	0.0%	0.50%	0.20%	0.18%	0.56%					
31	"14. ""Великая Россия - Евразийский Союз"""	93	3	2	2	15	2	4	4	6	0	0	3	12	2	2	14	5	3	2	3	0	3	1	3	2					
		0.51%	0.46%	0.57%	0.75%	1.10%	0.16%	0.31%	0.31%	0.48%	0.0%	0.0%	0.54%	0.88%	0.42%	0.39%	2.70%	1.20%	0.29%	0.37%	0.94%	0.0%	0.38%	0.10%	0.27%	0.18%					
32	"15. ""Партия СЛОН"""	24	2	1	0	2	0	1	4	1	0	1	1	1	0	0	1	0	1	1	0	1	0	2	1	3					
		0.13%	0.30%	0.28%	0.0%	0.14%	0.0%	0.07%	0.31%	0.08%	0.0%	0.14%	0.18%	0.07%	0.0%	0.0%	0.19%	0.0%	0.09%	0.18%	0.0%	1.11%	0.0%	0.20%	0.09%	0.28%					
33	"16. ""Родина"" (народно-патриотический союз)"""	940	33	12	12	65	67	62	71	69	2	42	38	69	19	27	27	31	58	22	8	0	35	48	50	73					
		5.19%	5.08%	3.45%	4.54%	4.78%	5.56%	4.80%	5.58%	5.52%	3.17%	6.0%	6.87%	5.09%	4.07%	5.29%	5.22%	7.48%	5.71%	4.12%	2.53%	0.0%	4.44%	4.82%	4.65%	6.82%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	41	1	1	0	2	3	1	0	3	0	0	3	1	3	3	1	3	3	2	2	1	0	3	3	2					
		0.22%	0.15%	0.28%	0.0%	0.14%	0.24%	0.07%	0.0%	0.24%	0.0%	0.0%	0.54%	0.07%	0.64%	0.58%	0.19%	0.72%	0.29%	0.37%	0.63%	1.11%	0.0%	0.30%	0.27%	0.18%					
35	"18. ""ЛДПР"""	3182	128	72	57	218	259	215	214	207	12	115	89	278	91	102	105	81	170	108	50	17	125	143	163	163					
		17.58%	19.72%	20.74%	21.59%	16.05%	21.51%	16.66%	16.83%	16.56%	19.04%	16.42%	16.09%	20.54%	19.52%	19.99%	20.30%	19.56%	16.74%	20.26%	15.82%	18.88%	15.86%	14.37%	15.16%	15.24%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	915	35	30	12	65	46	85	67	70	2	30	18	73	18	32	20	20	33	13	19	1	34	63	79	50					
		5.05%	5.39%	8.64%	4.54%	4.78%	3.82%	6.58%	5.27%	5.6%	3.17%	4.28%	3.25%	5.39%	3.86%	6.27%	3.86%	4.83%	3.25%	2.43%	6.01%	1.11%	4.31%	6.33%	7.34%	4.67%					
37	"20. ""Политическая партия ""Единая Россия"""	6059	214	85	74	421	358	414	438	423	23	220	185	448	173	159	166	138	398	189	136	45	268	353	354	377					
		33.49%	32.97%	24.49%	28.03%	31.00%	29.73%	32.09%	34.46%	33.84%	36.50%	31.42%	33.45%	33.11%	37.12%	31.17%	32.10%	33.33%	39.21%	35.45%	43.03%	50.0%	34.01%	35.47%	32.93%	35.26%					
38	"21. ""Российская Конституционно-демократическая партия"""	34	1	0	1	6	6	3	1	4	1	2	1	2	0	0	1	1	0	2	0	0	1	0	1	0					
		0.18%	0.15%	0.0%	0.37%	0.44%	0.49%	0.23%	0.07%	0.32%	1.58%	0.28%	0.18%	0.14%	0.0%	0.0%	0.19%	0.24%	0.0%	0.37%	0.0%	0.0%	0.12%	0.0%	0.09%	0.0%					
39	"22. ""Развитие предпринимательства"""	49	1	1	0	2	1	4	1	2	0	3	4	9	1	4	0	2	4	2	0	0	3	2	2	1					
		0.27%	0.15%	0.28%	0.0%	0.14%	0.08%	0.31%	0.07%	0.16%	0.0%	0.42%	0.72%	0.66%	0.21%	0.78%	0.0%	0.48%	0.39%	0.37%	0.0%	0.0%	0.38%	0.20%	0.18%	0.09%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1570	46	24	20	112	99	121	109	117	4	80	53	96	36	35	37	19	87	39	20	4	79	107	127	99					
		8.67%	7.08%	6.91%	7.57%	8.24%	8.22%	9.37%	8.57%	9.36%	6.34%	11.42%	9.58%	7.09%	7.72%	6.86%	7.15%	4.58%	8.57%	7.31%	6.32%	4.44%	10.02%	10.75%	11.81%	9.26%					
																															
41	Против всех	925	38	21	10	85	74	52	66	43	1	38	32	82	21	31	19	20	50	26	15	5	45	55	34	62					
		5.11%	5.85%	6.05%	3.78%	6.25%	6.14%	4.03%	5.19%	3.44%	1.58%	5.42%	5.78%	6.06%	4.50%	6.07%	3.67%	4.83%	4.92%	4.87%	4.74%	5.55%	5.71%	5.52%	3.16%	5.79%					
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
