Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																													
Дата голосования: 02.12.2007																																													
																																													
Наименование Избирательной комиссии:    Серафимовичская																																													
																																													
Сводная таблица результатов выборов																																													
																																													
		Сумма	УИК №1431	УИК №1432	УИК №1433	УИК №1434	УИК №1435	УИК №1436	УИК №1437	УИК №1438	УИК №1439	УИК №1440	УИК №1441	УИК №1442	УИК №1443	УИК №1444	УИК №1445	УИК №1446	УИК №1447	УИК №1448	УИК №1449	УИК №1450	УИК №1451	УИК №1452	УИК №1453	УИК №1454	УИК №1455	УИК №1456	УИК №1457	УИК №1458	УИК №1459	УИК №1460	УИК №1461	УИК №1462	УИК №1463	УИК №1464	УИК №1465	УИК №1466	УИК №1467	УИК №1468					
1	"Число избирателей, внесенных в списки избирателей"	18219	140	418	124	575	179	135	383	141	952	67	132	276	766	116	92	448	55	580	73	168	331	77	76	274	1347	111	597	136	655	259	815	107	63	425	1950	1520	1663	1993					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	19910	140	470	140	696	206	166	427	142	1031	83	164	350	936	143	119	569	85	642	86	213	400	105	99	326	1490	118	600	135	675	280	837	114	76	511	1894	1615	1699	2128					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	10225	99	306	93	371	108	89	262	74	586	62	112	121	550	48	35	282	36	397	53	142	252	68	53	162	789	49	294	56	372	92	379	66	19	211	1009	743	749	1036					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1927	8	32	13	64	56	19	41	25	67	0	13	121	98	59	49	96	14	78	13	11	17	9	13	50	151	38	81	44	40	71	49	21	28	116	113	87	81	41					
6	Число погашенных избирательных бюллетеней	7758	33	132	34	261	42	58	124	43	378	21	39	108	288	36	35	191	35	167	20	60	131	28	33	114	550	31	225	35	263	117	409	27	29	184	772	785	869	1051					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1927	8	32	13	64	56	19	41	25	67	0	13	121	98	59	49	96	14	78	13	11	17	9	13	50	151	38	81	44	40	71	49	21	28	116	113	87	81	41					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10225	99	306	93	371	108	89	262	74	586	62	112	121	550	48	35	282	36	397	53	142	252	68	53	162	789	49	294	56	372	92	379	66	19	211	1009	743	749	1036					
9	Число недействительных избирательных бюллетеней	70	0	1	0	4	1	0	0	0	5	0	1	0	6	0	0	4	0	1	0	2	0	0	1	0	8	0	4	0	4	0	4	2	0	1	5	4	3	9					
10	Число действительных избирательных бюллетеней	12082	107	337	106	431	163	108	303	99	648	62	124	242	642	107	84	374	50	474	66	151	269	77	65	212	932	87	371	100	408	163	424	85	47	326	1117	826	827	1068					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	370	5	10	5	15	5	5	10	5	15	5	5	10	10	8	5	10	5	10	5	5	7	5	5	5	20	5	10	5	10	5	15	5	5	10	25	25	25	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	81	0	0	0	0	0	0	0	0	4	0	1	1	10	0	0	2	0	3	0	0	0	1	0	2	10	0	4	0	3	0	2	0	1	2	14	9	3	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	44	0	1	1	1	0	1	0	0	3	1	1	0	3	0	1	2	0	0	1	0	0	0	0	3	0	0	1	1	3	1	0	0	0	0	4	10	4	1					
14	Число погашенных неиспользованных открепительных удостоверений	289	5	10	5	15	5	5	10	5	11	5	4	9	0	8	5	8	5	7	5	5	7	4	5	3	10	5	6	5	7	5	13	5	4	8	11	16	22	21					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
