Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																			
Дата голосования: 04.12.2011																																			
																																			
Наименование Избирательной комиссии:    Минусинская городская																																			
																																			
Сводная таблица результатов выборов																																			
																																			
		Сумма	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №2291					
1	"Число избирателей, внесенных в список избирателей"	57730	2066	1331	2176	2834	2222	350	3090	2024	2449	2432	2606	2603	2393	1604	2377	2453	2374	2475	2383	2508	2770	2369	1911	290	1581	1663	1843	553					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	52475	1840	1170	1975	2603	2018	350	2883	1831	2271	2219	2374	2340	2079	1420	2215	2256	2160	2300	2148	2296	2501	2138	1831	280	1481	1390	1663	443					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	27342	930	576	971	1138	922	350	1287	893	1204	1141	1009	1174	1035	678	1319	1202	1200	1262	1220	1357	1581	1105	1018	11	946	905	744	164					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1076	21	18	21	27	47	0	52	33	23	23	26	28	38	20	27	46	61	29	55	24	16	29	43	224	58	8	24	55					
6	Число погашенных избирательных бюллетеней	24057	889	576	983	1438	1049	0	1544	905	1044	1055	1339	1138	1006	722	869	1008	899	1009	873	915	904	1004	770	45	477	477	895	224					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1076	21	18	21	27	47	0	52	33	23	23	26	28	38	20	27	46	61	29	55	24	16	29	43	224	58	8	24	55					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	27259	930	576	968	1138	921	350	1287	893	1204	1141	1009	1174	1018	678	1265	1202	1200	1262	1220	1357	1579	1104	1016	11	946	904	744	162					
9	Число недействительных избирательных бюллетеней	426	13	9	16	14	11	10	17	20	12	22	14	19	10	7	13	23	26	13	17	21	19	18	14	3	14	8	15	28					
10	Число действительных избирательных бюллетеней	27909	938	585	973	1151	957	340	1322	906	1215	1142	1021	1183	1046	691	1279	1225	1235	1278	1258	1360	1576	1115	1045	232	990	904	753	189					
