Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																														
Дата голосования: 02.12.2007																																														
																																														
Наименование Избирательной комиссии:    Боханская																																														
																																														
Сводная таблица результатов выборов																																														
																																														
		Сумма	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115					
1	"Число избирателей, внесенных в списки избирателей"	15177	344	358	110	983	56	529	89	158	81	149	585	296	190	1162	1727	407	262	628	231	824	202	1328	68	92	182	696	604	131	86	64	64	583	79	251	137	127	659	161	494					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	14227	339	360	120	988	58	518	97	154	83	145	542	296	173	832	1416	362	257	627	232	763	198	1315	71	92	186	716	589	135	83	59	59	570	73	231	136	114	616	157	465					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	10132	220	269	93	601	47	449	87	113	73	135	423	248	149	618	1005	229	245	441	157	460	93	845	54	78	133	438	406	128	83	59	53	479	73	121	86	71	427	67	376					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1419	63	38	17	93	8	29	2	41	2	4	19	19	22	30	78	35	0	76	41	97	72	89	0	0	22	117	36	0	0	0	5	51	0	47	38	37	64	66	61					
6	Число погашенных избирательных бюллетеней	2676	56	53	10	294	3	40	8	0	8	6	100	29	2	184	333	98	12	110	34	206	33	381	17	14	31	161	147	7	0	0	1	40	0	63	12	6	125	24	28					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1419	63	38	17	93	8	29	2	41	2	4	19	19	22	30	78	35	0	76	41	97	72	89	0	0	22	117	36	0	0	0	5	51	0	47	38	37	64	66	61					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10130	220	269	93	601	47	449	87	113	73	135	423	248	149	618	1005	229	245	441	157	460	93	843	54	78	133	438	406	128	83	59	53	479	73	121	86	71	427	67	376					
9	Число недействительных избирательных бюллетеней	85	1	5	0	2	0	9	0	1	1	0	1	0	0	3	9	2	0	6	0	2	1	16	0	0	1	1	3	0	0	0	0	3	1	0	2	0	4	5	6					
10	Число действительных избирательных бюллетеней	11464	282	302	110	692	55	469	89	153	74	139	441	267	171	645	1074	262	245	511	198	555	164	916	54	78	154	554	439	128	83	59	58	527	72	168	122	108	487	128	431					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	569	15	15	10	25	5	19	10	15	5	10	20	15	15	30	35	15	15	20	15	20	15	30	5	5	10	25	25	10	5	5	5	10	5	10	10	10	25	10	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	155	0	4	0	7	0	14	0	2	0	0	13	1	1	12	23	14	1	6	1	6	2	10	0	1	2	11	4	0	0	0	1	2	0	0	0	0	5	1	11					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	80	0	3	0	2	1	2	0	0	1	0	6	0	1	2	30	2	1	2	1	2	0	6	0	1	0	4	2	0	1	0	1	1	1	1	2	2	0	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	414	15	11	10	18	5	5	10	13	5	10	7	14	14	18	12	1	14	14	14	14	13	20	5	4	8	14	21	10	5	5	4	8	5	10	10	10	20	9	9					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																														
18	1.Политическая партия «Аграрная партия России»	1369	23	39	25	53	3	69	26	46	9	15	100	29	17	66	159	39	57	98	26	163	57	59	0	3	3	11	47	12	6	9	9	21	3	10	6	8	13	5	25					
		11.85%	8.13%	12.70%	22.73%	7.64%	5.45%	14.44%	29.21%	29.87%	12.00%	10.79%	22.62%	10.86%	9.94%	10.19%	14.68%	14.77%	23.27%	18.96%	13.13%	29.26%	34.55%	6.33%	0.00%	3.85%	1.94%	1.98%	10.63%	9.38%	7.23%	15.25%	15.52%	3.96%	4.11%	5.95%	4.84%	7.41%	2.65%	3.76%	5.72%					
19	2.Всероссийская политическая партия «Гражданская Сила»	24	0	0	0	0	1	0	0	0	1	0	0	0	0	4	5	0	1	0	0	2	0	0	0	0	1	1	0	0	1	0	0	1	1	2	0	1	1	0	1					
		0.21%	0.00%	0.00%	0.00%	0.00%	1.82%	0.00%	0.00%	0.00%	1.33%	0.00%	0.00%	0.00%	0.00%	0.62%	0.46%	0.00%	0.41%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.65%	0.18%	0.00%	0.00%	1.20%	0.00%	0.00%	0.19%	1.37%	1.19%	0.00%	0.93%	0.20%	0.00%	0.23%					
20	3.Политическая партия «Демократическая партия России»	12	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	1	2	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0					
		0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.51%	0.36%	0.00%	0.32%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	669	17	20	3	30	0	32	0	5	2	12	24	5	9	50	106	16	4	26	1	22	7	80	0	3	9	22	41	0	14	6	3	34	0	8	9	6	31	2	10					
		5.79%	6.01%	6.51%	2.73%	4.32%	0.00%	6.69%	0.00%	3.25%	2.67%	8.63%	5.43%	1.87%	5.26%	7.72%	9.79%	6.06%	1.63%	5.03%	0.51%	3.95%	4.24%	8.58%	0.00%	3.85%	5.81%	3.96%	9.28%	0.00%	16.87%	10.17%	5.17%	6.42%	0.00%	4.76%	7.26%	5.56%	6.31%	1.50%	2.29%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	51	0	0	1	1	0	1	1	0	0	0	6	1	1	3	2	5	1	1	9	5	1	6	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	1	1					
		0.44%	0.00%	0.00%	0.91%	0.14%	0.00%	0.21%	1.12%	0.00%	0.00%	0.00%	1.36%	0.37%	0.58%	0.46%	0.18%	1.89%	0.41%	0.19%	4.55%	0.90%	0.61%	0.64%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	2.41%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.75%	0.23%					
23	6.Политическая партия «Партия социальной справедливости»	19	1	0	1	0	0	0	0	2	0	0	0	0	0	2	3	0	0	1	0	1	0	3	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1					
		0.16%	0.35%	0.00%	0.91%	0.00%	0.00%	0.00%	0.00%	1.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.28%	0.00%	0.00%	0.19%	0.00%	0.18%	0.00%	0.32%	0.00%	0.00%	0.00%	0.18%	0.23%	0.00%	1.20%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%					
24	7.Политическая партия «Либерально-демократическая партия России»	672	9	9	2	19	3	32	1	3	7	18	11	4	1	30	67	13	6	24	5	7	10	94	5	9	26	34	29	9	4	2	13	55	4	27	11	5	25	17	22					
		5.82%	3.18%	2.93%	1.82%	2.74%	5.45%	6.69%	1.12%	1.95%	9.33%	12.95%	2.49%	1.50%	0.58%	4.63%	6.19%	4.92%	2.45%	4.64%	2.53%	1.26%	6.06%	10.09%	9.26%	11.54%	16.77%	6.13%	6.56%	7.03%	4.82%	3.39%	22.41%	10.38%	5.48%	16.07%	8.87%	4.63%	5.09%	12.78%	5.03%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	613	8	12	2	18	2	39	0	3	2	6	18	11	11	54	94	17	4	31	0	15	5	82	1	6	3	17	33	1	1	0	0	51	1	13	0	2	39	6	5					
		5.31%	2.83%	3.91%	1.82%	2.59%	3.64%	8.16%	0.00%	1.95%	2.67%	4.32%	4.07%	4.12%	6.43%	8.33%	8.68%	6.44%	1.63%	5.99%	0.00%	2.69%	3.03%	8.80%	1.85%	7.69%	1.94%	3.06%	7.47%	0.78%	1.20%	0.00%	0.00%	9.62%	1.37%	7.74%	0.00%	1.85%	7.94%	4.51%	1.14%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	145	9	13	7	9	2	7	0	3	2	0	1	5	6	8	27	8	3	6	0	3	0	9	0	0	2	3	2	1	1	0	0	1	0	0	2	1	1	2	1					
		1.26%	3.18%	4.23%	6.36%	1.30%	3.64%	1.46%	0.00%	1.95%	2.67%	0.00%	0.23%	1.87%	3.51%	1.23%	2.49%	3.03%	1.22%	1.16%	0.00%	0.54%	0.00%	0.97%	0.00%	0.00%	1.29%	0.54%	0.45%	0.78%	1.20%	0.00%	0.00%	0.19%	0.00%	0.00%	1.61%	0.93%	0.20%	1.50%	0.23%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	7844	213	209	69	561	44	287	61	91	50	88	278	210	118	422	605	163	169	322	156	334	84	579	48	57	110	461	282	105	53	42	33	360	63	108	92	85	375	92	365					
		67.92%	75.27%	68.08%	62.73%	80.84%	80.00%	60.04%	68.54%	59.09%	66.67%	63.31%	62.90%	78.65%	69.01%	65.12%	55.86%	61.74%	68.98%	62.28%	78.79%	59.96%	50.91%	62.12%	88.89%	73.08%	70.97%	83.06%	63.80%	82.03%	63.86%	71.19%	56.90%	67.92%	86.30%	64.29%	74.19%	78.70%	76.37%	69.17%	83.52%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	46	2	0	0	1	0	0	0	0	1	0	3	1	8	6	5	1	0	2	0	1	0	1	0	0	0	3	3	0	0	0	0	2	0	0	2	0	1	3	0					
		0.40%	0.71%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	1.33%	0.00%	0.68%	0.37%	4.68%	0.93%	0.46%	0.38%	0.00%	0.39%	0.00%	0.18%	0.00%	0.11%	0.00%	0.00%	0.00%	0.54%	0.68%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	1.61%	0.00%	0.20%	2.26%	0.00%					
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
