Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																							
Дата голосования: 04.12.2011																																																							
																																																							
Наименование Избирательной комиссии:    Благовещенская																																																							
																																																							
Сводная таблица результатов выборов																																																							
																																																							
		Сумма	УИК №1498	УИК №1499	УИК №1500	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523	УИК №1524	УИК №1525	УИК №1526	УИК №1527	УИК №1528	УИК №1529	УИК №1530	УИК №1531	УИК №1532	УИК №1533	УИК №1534	УИК №1535	УИК №1536	УИК №1537	УИК №1538	УИК №1539	УИК №1540	УИК №1541	УИК №1542	УИК №1543	УИК №1544	УИК №1545					
1	"Число избирателей, внесенных в список избирателей"	35934	1200	549	762	1097	1187	1083	327	1022	1148	1569	861	1194	1399	1138	2154	1274	2009	1447	1348	1578	472	247	828	314	375	454	219	334	165	306	145	88	1189	227	116	403	266	160	291	388	188	586	214	420	1825	582	246	540					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	36494	1185	555	778	1115	1210	1080	300	1040	1170	1580	875	1200	1407	1135	2154	1300	2044	1429	1358	1634	495	250	830	320	380	460	225	336	165	315	160	85	1205	230	120	400	272	167	312	420	200	660	215	430	1887	597	250	559					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	28256	1017	398	541	690	1019	713	144	809	788	1141	586	1102	1072	867	1469	1056	1733	1200	1045	1161	427	178	736	276	348	326	164	299	165	287	101	61	1057	145	97	337	224	94	126	301	161	565	189	242	1699	427	216	457					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2188	15	7	50	35	56	75	45	26	35	66	37	32	12	12	23	28	68	34	25	6	35	65	46	32	18	102	53	30	0	13	42	17	103	56	17	53	28	63	153	80	21	9	17	157	118	84	14	75					
6	Число погашенных избирательных бюллетеней	6050	153	150	187	390	135	292	111	205	347	373	252	66	323	256	662	216	243	195	288	467	33	7	48	12	14	32	8	7	0	15	17	7	45	29	6	10	20	10	33	39	18	86	9	31	70	86	20	27					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2188	15	7	50	35	56	75	45	26	35	66	37	32	12	12	23	28	68	34	25	6	35	65	46	32	18	102	53	30	0	13	42	17	103	56	17	53	28	63	153	80	21	9	17	157	118	84	14	75					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	28256	1017	398	541	690	1019	713	144	809	788	1141	586	1102	1072	867	1469	1056	1733	1200	1045	1161	427	178	736	276	348	326	164	299	165	287	101	61	1057	145	97	337	224	94	126	301	161	565	189	242	1699	427	216	457					
9	Число недействительных избирательных бюллетеней	275	0	5	8	3	15	8	0	9	11	7	10	3	8	97	10	4	2	5	32	11	0	0	0	0	2	9	0	0	0	0	0	0	1	0	0	3	2	0	0	0	0	3	1	0	0	1	5	0					
10	Число действительных избирательных бюллетеней	30169	1032	400	583	722	1060	780	189	826	812	1200	613	1131	1076	782	1482	1080	1799	1229	1038	1156	462	243	782	308	364	419	217	329	165	300	143	78	1159	201	114	387	250	157	279	381	182	571	205	399	1817	510	225	532					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	678	11	6	25	15	15	5	5	25	21	22	17	10	20	15	44	20	25	20	25	36	20	17	10	5	11	5	3	5	1	10	15	1	10	3	3	6	5	10	20	35	8	20	3	10	30	20	5	5					
