Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																					
Дата голосования: 02.12.2007																																																					
																																																					
Наименование Избирательной комиссии:    Благовещенская																																																					
																																																					
Сводная таблица результатов выборов																																																					
																																																					
		Сумма	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523	УИК №1524	УИК №1525	УИК №1526	УИК №1527	УИК №1528	УИК №1529	УИК №1530	УИК №1531	УИК №1532	УИК №1533	УИК №1534	УИК №1535	УИК №1536	УИК №1537	УИК №1538	УИК №1539	УИК №1540	УИК №1541	УИК №1542	УИК №1543	УИК №1544	УИК №1545	УИК №1546	УИК №1547	УИК №1548	УИК №1549	УИК №1550	УИК №1551	УИК №1552	УИК №1553	УИК №1554	УИК №1555	УИК №1556	УИК №1557	УИК №1558	УИК №1559	УИК №1560					
1	"Число избирателей, внесенных в списки избирателей"	32821	1030	542	720	955	1059	997	250	1002	877	1694	789	1135	794	1697	1635	1303	1681	1371	1292	1416	406	238	805	258	317	392	158	317	174	302	172	95	1055	153	105	417	404	265	360	158	535	245	386	1669	753	443					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	32197	986	517	746	1007	1016	939	225	958	820	1606	812	1101	704	1603	1521	1442	1725	1275	1285	1361	432	243	813	249	319	395	158	317	178	309	166	92	1018	153	102	418	398	293	368	162	534	235	380	1674	732	410					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	29319	963	507	652	883	917	874	225	891	784	1526	710	1065	691	1582	1514	1211	1582	1240	1209	1279	374	144	737	209	306	303	143	308	174	281	122	70	891	144	91	374	276	128	280	156	526	201	239	1595	589	353					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2114	23	8	33	39	89	54	0	65	36	80	79	36	13	13	7	26	33	32	34	70	26	87	35	40	11	89	15	9	0	21	44	20	127	9	11	40	119	134	80	2	0	34	134	57	143	57					
6	Число погашенных избирательных бюллетеней	764	0	2	61	85	10	11	0	2	0	0	23	0	0	8	0	205	110	3	42	12	32	12	41	0	2	3	0	0	4	7	0	2	0	0	0	4	3	31	8	4	8	0	7	22	0	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2114	23	8	33	39	89	54	0	65	36	80	79	36	13	13	7	26	33	32	34	70	26	87	35	40	11	89	15	9	0	21	44	20	127	9	11	40	119	134	80	2	0	34	134	57	143	57					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	29318	963	507	652	883	917	874	225	891	784	1526	710	1064	691	1582	1514	1211	1582	1240	1209	1279	374	144	737	209	306	303	143	308	174	281	122	70	891	144	91	374	276	128	280	156	526	201	239	1595	589	353					
9	Число недействительных избирательных бюллетеней	219	0	3	3	22	3	7	23	0	0	0	0	0	2	91	3	47	5	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0					
10	Число действительных избирательных бюллетеней	31213	986	512	682	900	1003	921	202	956	820	1606	789	1100	702	1504	1518	1190	1610	1271	1243	1344	400	231	772	249	317	392	158	317	174	302	166	90	1018	153	102	413	394	262	360	158	526	235	373	1652	730	410					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	763	15	10	13	28	18	13	8	6	13	27	53	18	31	31	28	28	51	23	38	34	33	8	18	10	5	11	0	1	8	2	14	0	19	10	5	5	3	25	23	5	13	5	10	18	13	13					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	761	15	10	13	28	18	13	8	6	13	27	53	18	31	31	28	28	51	23	38	34	33	8	18	10	5	11	0	1	8	2	14	0	19	10	3	5	3	25	23	5	13	5	10	18	13	13					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	413	6	4	21	6	4	15	23	6	15	11	34	9	21	11	11	23	6	17	15	14	6	5	11	7	6	7	1	5	2	7	18	2	10	4	3	4	3	1	6	1	10	3	3	8	5	3					
14	Число погашенных неиспользованных открепительных удостоверений	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	37	1	0	0	0	1	0	1	0	0	3	1	1	1	2	0	1	2	2	3	6	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	2	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																					
18	1.Политическая партия «Аграрная партия России»	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.03%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.87%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	4.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	411	10	4	5	22	7	52	10	10	7	17	7	10	3	23	32	10	8	43	11	12	5	0	6	2	0	2	1	1	5	3	8	0	12	1	3	4	14	0	4	2	5	3	3	12	8	4					
		1.31%	1.01%	0.78%	0.73%	2.39%	0.70%	5.60%	4.44%	1.05%	0.85%	1.06%	0.89%	0.91%	0.43%	1.44%	2.10%	0.81%	0.50%	3.38%	0.88%	0.89%	1.25%	0.00%	0.78%	0.80%	0.00%	0.51%	0.63%	0.32%	2.87%	0.99%	4.82%	0.00%	1.18%	0.65%	2.94%	0.97%	3.54%	0.00%	1.11%	1.27%	0.95%	1.28%	0.80%	0.73%	1.09%	0.98%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.03%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	4.82%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	42	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
