Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																												
Дата голосования: 02.12.2007																																												
																																												
"Наименование Избирательной комиссии:    Пенза, Ленинская"																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77					
1	"Число избирателей, внесенных в списки избирателей"	80505	2389	2091	1821	2263	2447	2360	2270	2328	2199	1732	2348	2209	2289	2260	2453	3119	244	2271	2071	2198	1997	2250	2491	1796	2508	1590	1959	1897	2298	2437	3201	1686	2160	1985	3114	1718	2056					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	70600	2140	1870	1630	2050	2200	2130	2080	2100	1970	1520	2020	2020	2060	2070	2200	2590	300	2060	1850	1980	1790	2030	2140	1650	2230	1420	1750	1680	2100	2090	2040	1530	1930	1570	2500	1490	1820					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	46032	1118	979	800	1403	1521	1387	1412	1370	1307	928	1253	1356	1329	1421	1046	1355	244	1410	1279	1289	1094	1393	1521	1027	1512	931	1279	1312	1313	1118	1939	1103	1255	1107	1733	998	1190					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2817	202	155	95	54	42	59	41	91	64	68	131	66	93	25	67	86	0	56	73	65	78	60	64	76	41	52	43	51	77	209	48	44	53	94	127	112	55					
6	Число погашенных избирательных бюллетеней	21751	820	736	735	593	637	684	627	639	599	524	636	598	638	624	1087	1149	56	594	498	626	618	577	555	547	677	437	428	317	710	763	53	383	622	369	640	380	575					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2814	201	155	95	54	42	58	41	91	64	68	131	66	93	25	67	86	0	56	73	64	78	60	64	76	41	52	43	51	77	209	48	44	53	94	127	112	55					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	45980	1116	979	800	1403	1516	1387	1408	1365	1306	928	1253	1352	1329	1421	1046	1350	244	1410	1268	1289	1094	1393	1521	1024	1512	931	1279	1312	1309	1118	1939	1103	1252	1106	1733	994	1190					
9	Число недействительных избирательных бюллетеней	724	12	7	11	29	21	25	31	16	34	5	20	21	9	13	10	27	2	27	19	20	24	26	21	9	64	14	17	27	22	7	25	17	22	18	15	19	18					
10	Число действительных избирательных бюллетеней	48070	1305	1127	884	1428	1537	1420	1418	1440	1336	991	1364	1397	1413	1433	1103	1409	242	1439	1322	1333	1148	1427	1564	1091	1489	969	1305	1336	1364	1320	1962	1130	1283	1182	1845	1087	1227					
