Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																													
Дата голосования: 04.12.2011																																													
																																													
"Наименование Избирательной комиссии:    Пенза, Ленинская"																																													
																																													
Сводная таблица результатов выборов																																													
																																													
		Сумма	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82					
1	"Число избирателей, внесенных в список избирателей"	76247	2661	2106	1882	2176	2286	2387	2179	2209	2224	1567	2170	2202	2139	2174	2461	1671	1628	248	2139	2069	1911	1945	2066	2357	1727	2554	1632	1886	1750	2265	2337	1888	1450	1916	1903	2433	1698	1951					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	68660	2400	1900	1680	1970	2080	2170	1980	2000	2000	1430	1920	2000	1950	1980	2180	1450	1460	300	1940	1870	1730	1780	1900	2100	1560	2300	1470	1680	1560	2040	2040	1710	1330	1730	1580	2180	1530	1780					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	40743	1185	1283	797	1252	1328	1212	1222	1129	1414	778	1045	1252	1506	1237	1010	764	606	247	1166	1150	975	1011	1118	1321	925	1424	885	1160	1178	1330	973	936	905	1029	961	1145	864	1020					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2642	118	132	119	43	47	66	64	88	42	42	84	59	88	27	61	27	23	0	50	59	62	57	80	60	42	29	47	124	37	53	190	28	58	35	231	140	52	78					
6	Число погашенных избирательных бюллетеней	25274	1097	485	763	675	705	892	694	783	544	610	791	689	356	716	1109	659	831	53	724	661	693	712	702	719	593	847	538	396	345	657	877	746	367	666	388	895	614	682					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2642	118	132	119	43	47	66	64	88	42	42	84	59	88	27	61	27	23	0	50	59	62	57	80	60	42	29	47	124	37	53	190	28	58	35	231	140	52	78					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	40722	1185	1283	797	1252	1328	1208	1221	1127	1414	778	1045	1252	1506	1237	1010	764	606	247	1166	1150	975	1007	1116	1321	924	1424	885	1160	1178	1328	972	936	905	1029	961	1145	864	1016					
9	Число недействительных избирательных бюллетеней	628	14	6	18	17	16	15	11	16	35	7	13	39	0	17	15	9	9	1	19	23	16	15	24	18	14	31	17	8	19	18	18	15	21	23	14	24	21	12					
10	Число действительных избирательных бюллетеней	42736	1289	1409	898	1278	1359	1259	1274	1199	1421	813	1116	1272	1594	1247	1056	782	620	246	1197	1186	1021	1049	1172	1363	952	1422	915	1276	1196	1363	1144	949	942	1041	1178	1261	895	1082					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1442	35	30	20	50	43	50	55	45	44	20	30	60	60	45	35	35	35	0	35	40	35	45	30	45	35	40	35	30	35	50	30	45	40	40	35	35	30	40					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1216	30	23	14	37	34	47	43	34	41	17	25	49	51	40	26	29	20	0	28	35	35	38	29	34	30	40	33	22	34	34	24	40	37	37	26	35	29	36					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1033	19	16	26	11	22	10	14	17	59	15	65	23	15	10	69	24	21	45	14	16	24	7	31	21	23	17	23	48	46	24	79	23	11	31	26	55	14	19					
14	Число погашенных неиспользованных открепительных удостоверений	226	5	7	6	13	9	3	12	11	3	3	5	11	9	5	9	6	15	0	7	5	0	7	1	11	5	0	2	8	1	16	6	5	3	3	9	0	1	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																													
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	4627	168	134	119	161	184	62	52	27	144	92	29	171	130	130	135	113	73	30	171	145	120	158	151	181	31	45	145	138	174	186	153	149	70	147	159	181	126	43					
		10.67%	12.89%	9.47%	12.99%	12.43%	13.38%	4.87%	4.05%	2.22%	9.89%	11.22%	2.57%	13.04%	8.16%	10.28%	12.61%	14.29%	11.61%	12.15%	14.06%	11.99%	11.57%	14.85%	12.63%	13.11%	3.21%	3.10%	15.56%	10.75%	14.32%	13.47%	13.17%	15.46%	7.27%	13.82%	13.34%	14.09%	13.76%	3.93%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	5278	174	161	136	141	172	206	184	179	166	105	179	90	127	138	152	131	96	33	151	136	107	118	140	206	102	178	104	150	123	193	132	108	108	108	117	197	113	117					
		12.17%	13.35%	11.38%	14.85%	10.89%	12.51%	16.17%	14.32%	14.73%	11.40%	12.80%	15.85%	6.86%	7.97%	10.92%	14.19%	16.56%	15.26%	13.36%	12.42%	11.25%	10.32%	11.09%	11.71%	14.92%	10.56%	12.25%	11.16%	11.68%	10.12%	13.98%	11.36%	11.20%	11.21%	10.15%	9.82%	15.33%	12.34%	10.69%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	314	9	9	9	15	11	7	0	4	0	5	3	5	9	7	5	6	5	2	7	15	10	7	10	18	7	3	10	10	2	15	13	10	2	14	22	0	8	20					
		0.72%	0.69%	0.64%	0.98%	1.16%	0.80%	0.55%	0.00%	0.33%	0.00%	0.61%	0.27%	0.38%	0.56%	0.55%	0.47%	0.76%	0.79%	0.81%	0.58%	1.24%	0.96%	0.66%	0.84%	1.30%	0.72%	0.21%	1.07%	0.78%	0.16%	1.09%	1.12%	1.04%	0.21%	1.32%	1.85%	0.00%	0.87%	1.83%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	11838	323	234	182	387	409	380	392	331	383	250	299	347	373	401	237	189	147	30	373	367	305	298	370	411	266	417	321	400	178	432	297	309	279	314	278	344	281	304					
		27.30%	24.79%	16.54%	19.87%	29.88%	29.75%	29.83%	30.51%	27.24%	26.30%	30.49%	26.48%	26.47%	23.40%	31.72%	22.13%	23.89%	23.37%	12.15%	30.67%	30.36%	29.41%	28.01%	30.94%	29.76%	27.54%	28.70%	34.44%	31.15%	14.65%	31.28%	25.56%	32.05%	28.97%	29.51%	23.32%	26.77%	30.68%	27.79%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1948	78	18	48	105	90	9	0	9	4	31	51	20	50	65	5	44	50	4	45	77	58	56	61	76	14	88	59	64	16	86	80	70	86	115	92	5	55	64					
		4.49%	5.99%	1.27%	5.24%	8.11%	6.55%	0.71%	0.00%	0.74%	0.27%	3.78%	4.52%	1.53%	3.14%	5.14%	0.47%	5.56%	7.95%	1.62%	3.70%	6.37%	5.59%	5.26%	5.10%	5.50%	1.45%	6.06%	6.33%	4.98%	1.32%	6.23%	6.88%	7.26%	8.93%	10.81%	7.72%	0.39%	6.00%	5.85%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	18512	517	851	398	459	486	593	646	646	721	326	553	636	901	497	519	296	247	147	444	432	418	400	432	464	524	685	272	507	697	436	462	290	397	333	502	534	310	534					
		42.69%	39.68%	60.14%	43.45%	35.44%	35.35%	46.55%	50.27%	53.17%	49.52%	39.76%	48.98%	48.51%	56.52%	39.32%	48.46%	37.42%	39.27%	59.51%	36.51%	35.73%	40.31%	37.59%	36.12%	33.60%	54.24%	47.14%	29.18%	39.49%	57.37%	31.57%	39.76%	30.08%	41.23%	31.30%	42.11%	41.56%	33.84%	48.81%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	219	20	2	6	10	7	2	0	3	3	4	2	3	4	9	3	3	2	0	6	14	3	12	8	7	8	6	4	7	6	15	7	13	0	10	8	0	2	0					
		0.51%	1.53%	0.14%	0.66%	0.77%	0.51%	0.16%	0.00%	0.25%	0.21%	0.49%	0.18%	0.23%	0.25%	0.71%	0.28%	0.38%	0.32%	0.00%	0.49%	1.16%	0.29%	1.13%	0.67%	0.51%	0.83%	0.41%	0.43%	0.55%	0.49%	1.09%	0.60%	1.35%	0.00%	0.94%	0.67%	0.00%	0.22%	0.00%					
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
