Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																												
Дата голосования: 02.12.2007																																												
																																												
Наименование Избирательной комиссии:    Территориальная избирательная комиссия Конышевского района																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566					
1	"Число избирателей, внесенных в списки избирателей"	10583	1935	1347	291	150	106	231	280	308	161	127	271	292	324	109	209	235	200	340	86	166	176	499	318	241	61	143	84	463	111	130	263	290	90	250	76	83	137					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	10000	1850	1280	270	140	100	230	270	300	160	120	250	290	300	100	210	220	200	350	70	160	160	440	280	220	50	130	80	450	100	110	250	270	80	230	70	80	130					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	6350	1189	827	185	106	60	164	146	166	107	86	156	149	162	62	143	153	142	200	57	62	100	283	156	146	27	96	59	239	59	80	165	188	42	172	58	63	95					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	961	39	43	17	7	19	30	49	32	33	19	41	62	48	21	21	20	22	31	11	33	35	31	27	32	14	14	7	41	15	14	22	21	7	44	6	12	21					
6	Число погашенных избирательных бюллетеней	2689	622	410	68	27	21	36	75	102	20	15	53	79	90	17	46	47	36	119	2	65	25	126	97	42	9	20	14	170	26	16	63	61	31	14	6	5	14					
7	Число избирательных бюллетеней в переносных ящиках для голосования	961	39	43	17	7	19	30	49	32	33	19	41	62	48	21	21	20	22	31	11	33	35	31	27	32	14	14	7	41	15	14	22	21	7	44	6	12	21					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6349	1188	827	185	106	60	164	146	166	107	86	156	149	162	62	143	153	142	200	57	62	100	283	156	146	27	96	59	239	59	80	165	188	42	172	58	63	95					
9	Число недействительных избирательных бюллетеней	82	8	8	2	4	0	1	2	2	0	0	1	0	3	1	3	5	2	1	2	2	1	8	4	2	1	1	1	5	0	0	6	2	0	2	0	2	0					
10	Число действительных избирательных бюллетеней	7228	1219	862	200	109	79	193	193	196	140	105	196	211	207	82	161	168	162	230	66	93	134	306	179	176	40	109	65	275	74	94	181	207	49	214	64	73	116					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	324	90	52	3	1	1	5	8	16	5	1	5	13	6	1	6	3	3	15	1	2	2	10	3	5	1	2	2	20	3	2	15	3	1	4	2	5	7					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	299	90	52	3	1	0	5	8	16	5	1	1	13	6	1	6	0	3	15	0	0	0	10	3	3	0	0	0	20	2	0	15	1	1	4	2	5	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	125	11	4	4	2	6	2	4	5	3	1	6	3	1	5	3	2	2	1	3	2	4	5	3	3	2	2	1	5	1	3	6	2	2	3	3	3	7					
14	Число погашенных неиспользованных открепительных удостоверений	25	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	3	0	0	1	2	2	0	0	2	1	2	2	0	1	2	0	2	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																												
18	1.Политическая партия «Аграрная партия России»	109	16	13	9	1	0	1	5	8	1	0	2	2	2	2	4	9	4	1	1	2	2	5	1	1	0	0	0	5	0	1	5	2	0	1	1	0	2					
		1.49%	1.30%	1.49%	4.46%	0.88%	0.00%	0.52%	2.56%	4.04%	0.71%	0.00%	1.02%	0.95%	0.95%	2.41%	2.44%	5.20%	2.44%	0.43%	1.47%	2.11%	1.48%	1.59%	0.55%	0.56%	0.00%	0.00%	0.00%	1.79%	0.00%	1.06%	2.67%	0.96%	0.00%	0.46%	1.56%	0.00%	1.72%					
19	2.Всероссийская политическая партия «Гражданская Сила»	14	2	1	0	0	0	0	2	1	0	0	0	0	0	1	0	2	0	1	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0					
		0.19%	0.16%	0.11%	0.00%	0.00%	0.00%	0.00%	1.03%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	1.20%	0.00%	1.16%	0.00%	0.43%	1.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.82%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	12	2	1	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0					
		0.16%	0.16%	0.11%	0.99%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.05%	0.00%	0.32%	1.09%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	574	121	91	19	10	4	5	14	38	9	14	27	9	12	7	8	6	6	5	2	9	10	17	12	24	1	3	1	25	12	9	6	17	0	8	6	0	7					
