Выборы Президента Российской Федерации																															
																															
Наименование Избирательной комиссии:    Мучкапская																															
																															
Итоги голосования 																															
																															
		Сумма	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781					
1	"Число избирателей, внесенных в список"	13381	2107	1941	1879	137	410	268	770	177	567	285	88	655	135	247	410	181	292	313	876	268	678	569	77	51					
2	Число полученных избирательных бюллетеней	13099	2023	1905	1847	138	388	263	760	181	545	280	89	633	137	243	400	179	292	305	860	266	676	558	77	54					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	7555	1089	963	930	94	236	169	486	135	311	157	53	383	66	167	258	110	218	194	472	204	382	361	66	51					
5	"Число избирательных бюллетеней, выданных вне помещения"	2461	292	269	261	35	144	67	162	25	148	76	22	195	52	52	136	49	37	45	110	48	127	98	11	0					
6	Число погашенных избирательных бюллетеней	3083	642	673	656	9	8	27	112	21	86	47	14	55	19	24	6	20	37	66	278	14	167	99	0	3					
7	Число избирательных бюллетеней в переносных ящиках	2461	292	269	261	35	144	67	162	25	148	76	22	195	52	52	136	49	37	45	110	48	127	98	11	0					
8	Число бюллетеней в стационарных ящиках для голосования	7549	1083	963	930	94	236	169	486	135	311	157	53	383	66	167	258	110	218	194	472	204	382	361	66	51					
9	Число недействительных избирательных бюллетеней	81	6	9	10	2	3	2	3	0	3	1	0	3	2	2	10	3	5	1	3	0	5	8	0	0					
10	Число действительных избирательных бюллетеней	9929	1369	1223	1181	127	377	234	645	160	456	232	75	575	116	217	384	156	250	238	579	252	504	451	77	51					
11	Число полученных открепительных  удостоверений	150	25	24	24	2	4	3	8	2	5	3	1	7	1	3	4	2	3	3	8	3	7	6	1	1					
12	Число выданных открепительных удостоверений	52	6	8	3	0	4	0	8	2	1	0	0	6	0	3	1	0	0	0	1	3	2	4	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	17	0	0	6	1	0	2	1	0	0	1	0	2	0	1	0	0	0	0	1	0	1	1	0	0					
14	Число неиспользованных открепительных удостоверений	98	19	16	21	2	0	3	0	0	4	3	1	1	1	0	3	2	3	3	7	0	5	2	1	1					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
