Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																				
Дата голосования: 07.12.2003 0:00:00																																																				
																																																				
Наименование Избирательной комиссии:    Калачеевская																																																				
																																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																				
																																																				
		Сумма	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622	УИК №1623	УИК №1624	УИК №1625	УИК №1626	УИК №1627	УИК №1628	УИК №1629	УИК №1630	УИК №1631	УИК №1632	УИК №1633	УИК №1634	УИК №1635	УИК №1636	УИК №1637	УИК №1638	УИК №1639	УИК №1640	УИК №1641	УИК №1642	УИК №1643	УИК №1644	УИК №1645					
1	"Число избирателей, внесенных в списки"	49058	2626	1942	2350	1649	2373	2434	1589	2309	347	226	2753	1337	1493	1664	886	505	612	443	159	804	1140	271	297	649	389	430	155	1625	2980	449	1080	859	1457	849	1572	486	130	628	1879	371	443	833	776	501	308					
2	"Число бюллетеней, полученных участковыми комиссиями"	47860	2490	1820	2240	1570	2210	2270	1500	2230	330	200	2880	1310	1420	1640	900	490	600	430	150	790	1160	310	310	650	380	430	150	1500	2990	440	1060	850	1460	840	1560	490	130	620	1860	370	430	830	770	490	310					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	24294	1351	890	1081	753	1068	1015	745	976	202	81	1498	672	707	829	513	292	442	353	104	394	525	167	179	280	263	261	97	873	1452	296	420	347	733	403	908	248	53	353	893	207	240	305	408	274	143					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2492	128	53	57	47	51	69	44	55	42	60	80	30	24	32	35	17	40	34	21	40	83	27	18	130	30	50	31	51	152	2	126	92	58	45	121	37	22	64	117	28	82	41	20	49	57					
6	Число погашенных бюллетеней	21074	1011	877	1102	770	1091	1186	711	1199	86	59	1302	608	689	779	352	181	118	43	25	356	552	116	113	240	87	119	22	576	1386	142	514	411	669	392	531	205	55	203	850	135	108	484	342	167	110					
7	Число бюллетеней в переносных ящиках для голосования	2492	128	53	57	47	51	69	44	55	42	60	80	30	24	32	35	17	40	34	21	40	83	27	18	130	30	50	31	51	152	2	126	92	58	45	121	37	22	64	117	28	82	41	20	49	57					
8	Число бюллетеней в стационарных ящиках для голосования	24289	1351	890	1081	753	1068	1014	745	976	202	81	1497	672	706	829	513	292	442	353	104	394	525	167	179	280	263	261	97	871	1452	296	420	347	733	403	908	248	53	353	893	207	240	305	408	274	143					
9	Число недействительных бюллетеней	682	182	16	41	12	6	35	27	48	14	11	20	12	2	6	11	0	18	10	0	9	10	6	0	4	4	4	1	12	30	0	5	16	21	7	6	11	6	4	6	7	4	4	31	3	0					
10	Число действительных бюллетеней	26099	1297	927	1097	788	1113	1048	762	983	230	130	1557	690	728	855	537	309	464	377	125	425	598	188	197	406	289	307	127	910	1574	298	541	423	770	441	1023	274	69	413	1004	228	318	342	397	320	200					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	191	15	7	7	4	6	9	5	5	2	4	7	2	5	5	3	3	5	5	5	3	3	3	3	2	2	1	1	5	11	3	3	3	3	6	4	2	2	2	3	5	5	3	3	3	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	76	3	3	6	4	4	3	0	2	0	1	5	2	5	1	1	2	0	0	0	0	3	0	0	0	2	0	0	2	10	0	0	0	3	3	4	2	1	1	1	1	0	0	1	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	52	6	3	5	0	2	1	1	1	0	3	1	0	1	1	0	0	1	0	0	1	2	0	1	1	1	0	0	3	2	0	1	1	2	0	3	2	2	0	1	0	0	0	1	2	0					
14	Число погашенных открепительных удостоверений	115	12	4	1	0	2	6	5	3	2	3	2	0	0	4	2	1	5	5	5	3	0	3	3	2	0	1	1	3	1	3	3	3	0	3	0	0	1	1	2	4	5	3	2	3	3					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																				
