Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																	
Дата голосования: 02.12.2007																																	
																																	
Наименование Избирательной комиссии:    Оленинская																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769					
1	"Число избирателей, внесенных в списки избирателей"	11230	289	176	117	405	104	140	127	214	142	347	215	236	217	833	1639	234	123	108	121	200	313	89	312	197	2172	2160					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	10510	280	175	110	390	100	125	130	195	135	320	210	220	210	800	1600	210	110	90	120	200	300	90	300	190	2000	1900					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	6327	152	88	72	225	19	89	74	158	73	108	148	119	140	404	867	129	69	53	85	130	203	49	169	143	1342	1219					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2569	115	66	33	128	74	21	40	37	60	189	36	101	61	259	434	68	33	34	30	29	69	32	81	45	234	260					
6	Число погашенных избирательных бюллетеней	1614	13	21	5	37	7	15	16	0	2	23	26	0	9	137	299	13	8	3	5	41	28	9	50	2	424	421					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2569	115	66	33	128	74	21	40	37	60	189	36	101	61	259	434	68	33	34	30	29	69	32	81	45	234	260					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6327	152	88	72	225	19	89	74	158	73	108	148	119	140	404	867	129	69	53	85	130	203	49	169	143	1342	1219					
9	Число недействительных избирательных бюллетеней	48	11	0	0	3	0	0	0	1	0	0	0	0	0	2	4	0	1	0	0	1	0	0	3	1	13	8					
10	Число действительных избирательных бюллетеней	8848	256	154	105	350	93	110	114	194	133	297	184	220	201	661	1297	197	101	87	115	158	272	81	247	187	1563	1471					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	380	10	10	8	10	10	4	14	10	10	15	10	10	8	30	25	10	10	8	10	10	10	8	10	20	50	50					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	270	10	10	2	8	10	2	14	0	2	15	7	0	8	7	25	5	1	0	10	10	1	5	0	18	50	50					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	197	7	5	3	11	4	3	0	14	5	4	5	12	5	22	8	18	3	14	1	3	6	3	1	4	22	14					
14	Число погашенных неиспользованных открепительных удостоверений	110	0	0	6	2	0	2	0	10	8	0	3	10	0	23	0	5	9	8	0	0	9	3	10	2	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	20	0	2	0	0	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	7	5					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
18	1.Политическая партия «Аграрная партия России»	294	10	6	5	6	1	2	2	4	11	11	6	9	12	25	22	4	8	2	1	8	9	0	13	6	75	36					
		3.30%	3.75%	3.90%	4.76%	1.70%	1.08%	1.82%	1.75%	2.05%	8.27%	3.70%	3.26%	4.09%	5.97%	3.77%	1.69%	2.03%	7.84%	2.30%	0.87%	5.03%	3.31%	0.00%	5.20%	3.19%	4.76%	2.43%					
19	2.Всероссийская политическая партия «Гражданская Сила»	32	0	0	0	6	0	0	0	0	0	0	0	2	0	4	4	0	0	0	0	0	0	0	1	0	7	8					
		0.36%	0.00%	0.00%	0.00%	1.70%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.91%	0.00%	0.60%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.44%	0.54%					
20	3.Политическая партия «Демократическая партия России»	7	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	1					
		0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.91%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.06%	0.07%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	853	16	3	0	23	0	6	21	9	15	17	17	15	13	66	115	5	8	4	5	9	23	3	34	19	197	210					
		9.59%	5.99%	1.95%	0.00%	6.52%	0.00%	5.45%	18.42%	4.62%	11.28%	5.72%	9.24%	6.82%	6.47%	9.95%	8.84%	2.54%	7.84%	4.60%	4.35%	5.66%	8.46%	3.70%	13.60%	10.11%	12.50%	14.20%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	17	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	1	0	1	0	0	3	8					
		0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.88%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.63%	0.00%	1.23%	0.00%	0.00%	0.19%	0.54%					
23	6.Политическая партия «Партия социальной справедливости»	10	0	0	0	1	0	0	0	1	0	1	0	2	0	0	1	0	0	0	0	0	0	0	1	0	2	1					
		0.11%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.51%	0.00%	0.34%	0.00%	0.91%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.13%	0.07%					
24	7.Политическая партия «Либерально-демократическая партия России»	700	21	7	5	21	3	8	6	20	6	17	10	6	19	39	153	8	11	6	5	7	10	4	11	7	159	131					
		7.87%	7.87%	4.55%	4.76%	5.95%	3.23%	7.27%	5.26%	10.26%	4.51%	5.72%	5.43%	2.73%	9.45%	5.88%	11.76%	4.06%	10.78%	6.90%	4.35%	4.40%	3.68%	4.94%	4.40%	3.72%	10.09%	8.86%					
