Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																					
Дата голосования: 02.12.2007																																																					
																																																					
Наименование Избирательной комиссии:    Невинномысская городская																																																					
																																																					
Сводная таблица результатов выборов																																																					
																																																					
		Сумма	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834					
1	"Число избирателей, внесенных в списки избирателей"	97492	1676	1878	2498	2164	1625	251	2379	1433	1439	1784	1917	1976	1954	1370	1666	1614	2469	2809	2504	2709	1823	2929	2705	2753	2502	2221	2350	2207	2656	2729	2762	2539	2386	1752	2741	2117	2221	2532	2659	1126	1867	1974	2582	1405	2315	1524					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	75350	1250	1450	1950	1700	1250	300	1850	1100	1100	1400	1500	1500	1500	1100	1300	1250	1950	2200	2000	1950	1400	2250	2050	2150	1900	1700	1750	1550	2050	2100	2100	2000	1800	1400	2100	1650	1750	1950	2100	900	1450	1550	2000	1100	1800	1200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	49173	798	808	1232	1208	900	245	870	601	825	993	1131	1074	1078	740	926	878	1406	1614	1417	1452	846	1698	1568	1542	1383	1111	1028	962	1517	1465	1373	1271	1211	704	1034	915	1113	1341	1292	512	905	969	1224	610	863	520					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1308	22	36	33	23	11	0	10	8	31	41	26	30	18	32	30	32	33	34	39	34	11	12	7	27	21	34	34	33	7	9	24	9	25	34	52	36	16	25	44	43	35	46	28	61	86	26					
6	Число погашенных избирательных бюллетеней	24869	430	606	685	469	339	55	970	491	244	366	343	396	404	328	344	340	511	552	544	464	543	540	475	581	496	555	688	555	526	626	703	720	564	662	1014	699	621	584	764	345	510	535	748	429	851	654					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1308	22	36	33	23	11	0	10	8	31	41	26	30	18	32	30	32	33	34	39	34	11	12	7	27	21	34	34	33	7	9	24	9	25	34	52	36	16	25	44	43	35	46	28	61	86	26					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	49171	798	808	1232	1208	900	245	870	601	825	993	1131	1074	1078	740	926	878	1406	1614	1417	1452	846	1698	1568	1542	1383	1110	1028	962	1517	1465	1372	1271	1211	704	1034	915	1113	1341	1292	512	905	969	1224	610	863	520					
9	Число недействительных избирательных бюллетеней	550	8	10	13	25	18	1	18	7	6	7	7	24	11	8	7	7	19	35	9	17	4	28	15	14	4	8	11	10	16	14	19	10	7	5	8	13	9	20	16	7	9	5	18	6	8	9					
10	Число действительных избирательных бюллетеней	49929	812	834	1252	1206	893	244	862	602	850	1027	1150	1080	1085	764	949	903	1420	1613	1447	1469	853	1682	1560	1555	1400	1136	1051	985	1508	1460	1377	1270	1229	733	1078	938	1120	1346	1320	548	931	1010	1234	665	941	537					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	980	20	20	20	20	20	0	20	20	20	20	20	20	20	20	20	20	20	40	20	40	20	20	20	20	20	20	20	40	20	20	20	40	20	20	20	20	20	20	20	20	20	20	20	20	20	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	480	7	7	12	10	2	0	5	8	6	7	6	6	6	10	12	14	12	19	17	21	5	10	11	18	10	16	12	22	15	9	17	31	9	7	5	8	10	16	11	4	10	7	11	5	10	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	324	6	6	4	4	9	4	6	4	9	9	5	6	0	5	8	12	2	28	2	6	3	5	5	3	9	11	1	22	12	6	9	13	6	1	11	9	5	9	10	2	4	6	11	2	6	8					
14	Число погашенных неиспользованных открепительных удостоверений	500	13	13	8	10	18	0	15	12	14	13	14	14	14	10	8	6	8	21	3	19	15	10	9	2	10	4	8	18	5	11	3	9	11	13	15	12	10	4	9	16	10	13	9	15	10	16					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	13	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	2	1	1	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																					
18	1.Политическая партия «Аграрная партия России»	974	20	27	26	23	21	4	17	10	14	26	19	24	21	16	15	27	25	34	34	15	13	46	39	36	25	31	16	23	36	34	23	21	24	6	13	15	18	30	17	12	8	14	30	13	10	3					
		1.93%	2.44%	3.20%	2.06%	1.87%	2.31%	1.63%	1.93%	1.64%	1.64%	2.51%	1.64%	2.17%	1.92%	2.07%	1.57%	2.97%	1.74%	2.06%	2.34%	1.01%	1.52%	2.69%	2.48%	2.29%	1.78%	2.71%	1.51%	2.31%	2.36%	2.31%	1.65%	1.64%	1.94%	0.81%	1.20%	1.58%	1.59%	2.20%	1.27%	2.16%	0.85%	1.38%	2.40%	1.94%	1.05%	0.55%					
19	2.Всероссийская политическая партия «Гражданская Сила»	448	1	4	12	10	10	0	10	8	12	9	9	10	8	10	8	8	13	16	8	8	6	17	24	20	19	16	9	4	20	11	7	9	17	7	6	9	12	17	8	2	5	5	8	4	6	6					
		0.89%	0.12%	0.47%	0.95%	0.81%	1.10%	0.00%	1.14%	1.31%	1.40%	0.87%	0.78%	0.91%	0.73%	1.30%	0.84%	0.88%	0.90%	0.97%	0.55%	0.54%	0.70%	0.99%	1.52%	1.27%	1.35%	1.40%	0.85%	0.40%	1.31%	0.75%	0.50%	0.70%	1.38%	0.95%	0.55%	0.95%	1.06%	1.24%	0.60%	0.36%	0.53%	0.49%	0.64%	0.60%	0.63%	1.10%					
20	3.Политическая партия «Демократическая партия России»	47	0	0	0	4	0	0	1	0	1	1	1	1	0	0	0	1	0	1	1	8	4	2	2	1	0	0	0	0	2	1	3	0	1	1	1	1	3	1	0	0	0	0	1	0	2	1					
		0.09%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.11%	0.00%	0.12%	0.10%	0.09%	0.09%	0.00%	0.00%	0.00%	0.11%	0.00%	0.06%	0.07%	0.54%	0.47%	0.12%	0.13%	0.06%	0.00%	0.00%	0.00%	0.00%	0.13%	0.07%	0.21%	0.00%	0.08%	0.14%	0.09%	0.11%	0.27%	0.07%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%	0.21%	0.18%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	6289	64	108	156	168	97	31	82	43	112	150	200	163	192	108	140	124	196	208	148	93	122	206	235	212	236	181	85	99	178	140	168	133	153	104	131	132	158	181	144	41	136	151	149	67	113	51					
		12.46%	7.80%	12.80%	12.33%	13.65%	10.65%	12.65%	9.32%	7.06%	13.08%	14.51%	17.29%	14.76%	17.52%	13.99%	14.64%	13.63%	13.62%	12.62%	10.16%	6.26%	14.24%	12.05%	14.92%	13.51%	16.81%	15.82%	8.00%	9.95%	11.68%	9.50%	12.03%	10.39%	12.38%	14.09%	12.06%	13.88%	13.99%	13.25%	10.78%	7.39%	14.47%	14.88%	11.90%	9.99%	11.91%	9.34%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	624	6	7	12	19	4	2	17	15	15	8	9	11	14	9	5	12	28	15	24	8	10	28	15	19	14	15	5	6	16	16	30	13	17	7	21	16	14	14	22	4	22	15	16	4	16	9					
		1.24%	0.73%	0.83%	0.95%	1.54%	0.44%	0.82%	1.93%	2.46%	1.75%	0.77%	0.78%	0.99%	1.28%	1.17%	0.52%	1.32%	1.95%	0.91%	1.65%	0.54%	1.17%	1.64%	0.95%	1.21%	0.99%	1.31%	0.47%	0.60%	1.05%	1.09%	2.15%	1.02%	1.38%	0.95%	1.93%	1.68%	1.24%	1.02%	1.65%	0.72%	2.34%	1.48%	1.28%	0.60%	1.69%	1.65%					
23	6.Политическая партия «Партия социальной справедливости»	105	2	2	3	0	4	0	1	0	1	0	1	2	4	0	5	6	3	3	5	2	2	3	2	3	0	1	1	0	5	7	3	0	2	0	3	4	6	1	2	1	5	2	2	3	2	1					
		0.21%	0.24%	0.24%	0.24%	0.00%	0.44%	0.00%	0.11%	0.00%	0.12%	0.00%	0.09%	0.18%	0.36%	0.00%	0.52%	0.66%	0.21%	0.18%	0.34%	0.13%	0.23%	0.18%	0.13%	0.19%	0.00%	0.09%	0.09%	0.00%	0.33%	0.47%	0.21%	0.00%	0.16%	0.00%	0.28%	0.42%	0.53%	0.07%	0.15%	0.18%	0.53%	0.20%	0.16%	0.45%	0.21%	0.18%					
